customer_age_class,region,count_previous_cancellations_0_18,basket_months_since_contract_start_date,basket_days_until_contract_end,basket_months_until_contract_end,basket_package_price_disc,basket_product_category,basket_package_price_list,internet_package_price_disc,internet_product_name,internet_diff_churn_months,internet_days_until_initial_contract_end,internet_months_since_contract_start_date,flag_churn
55 - 59,KBW,1,39,19,20,28.43493247015383,SPORTS,58.85756339387191,4.974030113127248,3PLAY TREUE HRZ,21,42,76,1
35 - 39,HSN,3,6,38,23,30.797077273546613,HD RECEIVER,31.26802813146039,17.31117849253021,3PLAY START,9,54,17,1
under 18,NRW,9,85,68,5,50.21908800187622,SD RECEIVER,23.666783221428577,56.38080236627439,3PLAY JUMP,10,51,70,0
55 - 59,HSN,2,42,13,1,47.316425727481516,SKY WELT,68.62701234517141,95.5738770419166,EAZY FLEX,22,11,78,0
65 - 69,KBW,5,87,45,21,32.89124911743214,SPORTS,29.043834642799148,91.2811249832727,HSI HZ BOX ONLY,28,9,17,0
30 - 34,KBW,4,31,90,22,13.961441970499234,KIDS,82.62371268192862,98.19864106477885,3PLAY + HD BOX + PAY,25,90,9,0
75 - 79,HSN,4,18,38,13,9.036258797115659,GIGATV CABLE BOX,93.19587615259746,19.0412332398338,MMA,29,41,63,1
50 - 54,HSN,3,56,94,4,79.13522889316158,SECURITY  PACK,2.202647237800104,77.48861534279328,128KBIT,14,83,58,1
under 18,HSN,4,97,14,19,23.099915614658673,HD MODUL,85.02998633656719,82.57773657291717,VF CABLEMAX FULL FLEX,10,27,82,0
60 - 64,HSN,1,32,60,16,40.29084691952636,AVM REPEATER 1750E,13.799819249260814,86.84124450578679,RIP CABLE U TREUE,16,91,37,1
40 - 44,HSN,5,37,99,12,89.20035993772986,3PLAY,49.54314055490651,86.7574804508741,3PLAY PREMIUM HRZ,24,77,60,0
40 - 44,KBW,2,60,95,12,7.82574764873003,SD RECEIVER,43.069454282281846,11.683156611464817,3PLAY HD BOX + ALLSTARS,30,66,99,0
80 and over,HSN,2,25,54,5,92.30419114058444,AVM POWERLINE 1260E,6.3939835867512285,17.83405171804833,2PLAY PREMIUM,9,39,2,1
35 - 39,NRW,4,95,74,19,96.42857796719196,BOOSTER STANDARD,90.75263648707649,67.7085178174403,3PLAY PREMIUM,14,40,68,0
80 and over,HSN,2,89,99,10,90.120441483201,ARENA,75.00042120893616,20.02470941273744,3PLAY + PAY,17,54,90,1
80 and over,NRW,3,95,78,14,22.89247349204142,GIGATV CABLE,65.2339504223983,46.222556230331314,3PLAY + HD BOX + PAY,16,55,63,1
40 - 44,KBW,7,44,19,17,26.529111306078377,KIDS,56.56451411550959,29.499996603570366,INTERNET PREMIUM,23,60,61,0
50 - 54,HSN,9,11,41,4,99.11045065106634,2PLAY,78.61987785645536,8.598135283477848,3PLAY PLUS MTA,18,20,100,1
25 - 29,HSN,4,0,27,20,19.634608529465712,SECURITY  PACK,32.44534255047869,80.12537006443254,1PLAY MAX,18,4,72,0
70 - 74,NRW,6,98,5,20,74.5097120279069,AVM POWERLINE 1260E,78.87118238625582,84.22207578764312,3PLAY HD BOX,22,37,8,0
70 - 74,HSN,6,90,55,4,86.46144408076883,VERSTAERKER,75.93607769788206,62.151290053891074,3PLAY,5,8,91,1
75 - 79,NRW,0,86,88,12,49.17688069915519,HIGHLIGHTS,81.94850238015448,22.983798153703383,GIGAZUHAUSE CABLEMAX EB,10,76,37,1
25 - 29,NRW,3,13,72,14,78.58230613938709,KIDS,63.336632170588146,92.48193607637856,GIGAZUHAUSE TREUE,28,8,88,1
30 - 34,HSN,4,88,19,17,4.0291236423099726,EUROPA FLAT PLUS,78.11417240614782,13.83634209737028,3PLAY PLUS MTA,29,15,70,1
80 and over,HSN,2,2,37,8,4.686197605734421,ARENA,24.383387348102026,18.80376047236577,GIGAZUHAUSE KABEL,7,21,95,1
35 - 39,NRW,3,2,77,10,72.55727074085605,VF PREMIUM,57.79874735466478,21.484644183272817,RED INTERNET & PHONE CABLE U,30,84,28,1
30 - 34,HSN,6,28,94,4,3.9269869396146406,VF PREMIUM,45.27492907808958,70.13989735051196,3PLAY TREUE MODEM,17,15,9,0
25 - 29,NRW,5,45,0,6,50.8815824897147,HIGHLIGHTS,81.28146429736134,24.94250842607777,INTERNET,4,42,86,1
25 - 29,KBW,7,78,11,6,40.22068510020386,DIGITAL KABELANSCHLUSS,25.91260871944683,4.894548996257287,3PLAY + HD BOX + PAY,23,28,22,0
55 - 59,NRW,7,63,34,10,57.17513812383166,BOOSTER STANDARD,18.806070249927885,52.18424269084389,MMA MB,31,94,8,0
75 - 79,KBW,7,79,12,23,42.848785934449154,1PLAY,12.345449274773069,98.30009942954769,3PLAY START,9,77,59,0
40 - 44,NRW,1,27,51,12,71.35175934275554,HD RECORDER,4.0543986921968145,42.10141458117958,2PLAY TREUE,2,75,59,0
18 - 24,KBW,5,66,27,11,75.64299446387871,SPORTS,89.97309818459395,99.69986928711319,3PLAY SMART,30,29,44,0
not available,NRW,7,56,39,10,14.244827588275177,GIGATV CABLE BOX,83.16572635580935,73.95973254542906,3PLAY SMART,0,17,73,0
60 - 64,KBW,0,81,32,23,78.7453266211367,DIGITAL KABELANSCHLUSS,42.52939077651068,17.667933605195074,RIP CABLE U TREUE,4,88,84,1
under 18,NRW,7,48,27,9,53.51603088297425,VTV INTERNATIONAL,59.56814541859685,52.53843233706552,2PLAY TREU,15,17,95,0
80 and over,KBW,3,8,6,1,54.79445371190851,INTERNATIONAL FLAT PLUS,34.015979763022685,18.196033193654536,3PLAY PREMIUM HRZ,30,60,76,0
35 - 39,HSN,2,91,54,0,44.443924825806235,AVM POWERLINE 1260E,34.415917456440084,14.783278091847185,EAZY FLEX,2,90,20,0
40 - 44,KBW,9,63,92,2,81.65740849972562,DOCU,95.80589371215478,60.16739522968769,3PLAY COMFORT,23,35,43,0
55 - 59,KBW,4,94,17,1,61.3167444902526,AVM REPEATER 1750E,16.538869787870535,63.90961370154926,3PLAY VORTEIL,24,46,80,1
18 - 24,KBW,0,5,68,13,99.30511065897018,HD MODUL,78.18563215082864,10.092181198343342,3PLAY TREUE HRZ,9,9,75,1
35 - 39,NRW,7,61,24,12,42.287410561087455,SD RECEIVER,77.90588882749347,34.48112396102474,GIGAZUHAUSE TREUE B,18,0,52,1
70 - 74,HSN,4,27,91,13,25.27838134590733,DOCU,78.5701073842722,48.3112755811522,VF CABLEMAX,22,15,10,1
35 - 39,HSN,5,41,18,7,84.58871634455959,VTV INTERNATIONAL,51.13906316196327,80.83027939557536,VF CABLEMAX FULL FLEX,8,91,90,1
75 - 79,NRW,3,18,82,6,45.59987237477026,ARENA,42.88723486686163,20.23345216060557,3PLAY + HD BOX + PAY,23,81,27,0
40 - 44,KBW,4,17,94,14,92.8869992273478,GIGATV CABLE,47.36698165932217,38.93354412835286,1PLAY MAX,14,4,48,0
40 - 44,NRW,6,64,5,16,42.33721842196497,MMA ACTIVE,56.47476846771241,58.063418667337395,2PLAY START,9,70,90,0
70 - 74,KBW,5,68,30,15,27.337985502457908,3PLAY,20.443916201966626,16.204566006555577,MMA MB,10,26,6,0
not available,HSN,5,97,75,15,30.36161270785087,GIGA TV,25.059600357048183,4.914856050079964,MMA,30,42,95,1
18 - 24,HSN,4,12,57,20,14.099332365003225,SECURITY  PACK,81.63057200166645,44.88893732594872,RED INTERNET & PHONE CABLE U,21,72,37,0
40 - 44,NRW,5,98,62,4,26.202938201505223,HD RECORDER,19.420810728179415,41.80379313502208,3PLAY HD BOX + ALLSTARS,20,5,67,0
25 - 29,NRW,7,86,60,12,17.618048600030058,SKY WELT,45.537643145328765,61.00298469218101,3PLAY HD BOX + ALLSTARS,18,46,54,0
18 - 24,NRW,1,26,55,14,81.1335009063942,VF PREMIUM,60.13121423358455,73.38591886651177,3PLAY COMFORT,16,28,91,1
35 - 39,NRW,4,12,94,5,89.81734710019545,VF PREMIUM,92.41747483025833,51.50621047830405,2PLAY COMFORT,8,47,20,1
80 and over,KBW,4,77,1,17,53.086970595460926,DIGITAL KABELANSCHLUSS,83.26751562027698,61.38811625179442,GIGAZUHAUSE TREUE,29,26,69,0
55 - 59,NRW,3,96,22,19,49.2693006522911,EUROPA FLAT PLUS,41.476510453480564,3.425755360139182,GIGAZUHAUSE CABLEMAX,2,72,78,1
35 - 39,KBW,0,64,5,16,23.482600210883476,KMV PREMIUM,46.58408971236856,70.37664009138435,3PLAY + PAY,24,19,43,1
75 - 79,NRW,5,23,100,10,31.01499586342721,ALLSTARS,1.9698960523459763,58.59963456644826,3PLAY TREUE,14,99,92,1
60 - 64,KBW,6,91,82,0,2.088912692247624,HD RECORDER,49.80210937819465,4.172060003764444,GIGAZUHAUSE TREUE,1,86,18,0
under 18,KBW,6,12,2,18,98.24423623106885,INTERNATIONAL FLAT PLUS,79.3215202179051,62.37350034652487,1PLAY MAX,16,83,57,1
65 - 69,NRW,6,78,48,21,67.20536935704848,DOCU,91.64125368804696,11.633864473840616,3PLAY COMFORT,9,56,96,1
45 - 49,NRW,9,28,46,15,54.39140592801481,VF PREMIUM,95.74202199167026,11.18547030204936,2PLAY TREU,3,64,31,0
25 - 29,HSN,4,52,43,20,24.63664883848874,HIGHLIGHTS,60.77743697600796,23.132678729873867,2PLAY START,16,30,74,0
80 and over,NRW,4,67,61,1,93.75793465676229,GIGATV CABLE,85.39968799607703,99.79547542443218,HSI HZ BOX ONLY,21,81,99,0
under 18,NRW,6,25,9,9,93.52199851272333,EUROPA FLAT PLUS,40.23453385104333,78.48614119349472,2PLAY TREUE,11,96,62,0
18 - 24,KBW,4,71,34,13,3.7540696858615052,VTV INTERNATIONAL,76.33954638578187,72.75603393422566,2PLAY PREMIUM,0,47,32,0
40 - 44,KBW,0,64,73,23,62.43170086532444,ARENA,97.1552388469648,51.20844715426228,2PLAY JUMP,28,83,44,0
25 - 29,NRW,0,85,11,16,30.22499619762987,DOCU,6.841818517517007,62.00810375162554,VF CABLEMAX FULL FLEX,17,0,63,0
25 - 29,KBW,3,10,39,3,55.96872303024016,GIGATV CABLE,77.45130258374708,2.396684427252438,3PLAY FLY,32,31,37,0
80 and over,HSN,0,72,39,6,94.114940738822,OTC INTERNET,63.73289547525015,77.65385869338762,1PLAY MAX,15,93,38,0
35 - 39,KBW,3,19,97,17,73.0068904703872,MMA ACTIVE,34.91369692220056,10.986438929922848,3PLAY HD BOX,9,36,32,0
55 - 59,KBW,0,10,22,2,82.78696627708091,SUPERWLAN MODE,46.091803673183804,56.84451550029912,INTERNET COMFORT,17,44,49,1
50 - 54,HSN,1,33,52,8,96.19141958251159,1PLAY,12.548175544360296,7.663546415219047,GIGAZUHAUSE TREUE,22,62,44,1
55 - 59,HSN,6,12,65,19,55.23722796325467,KIDS,20.758470255659034,51.15097858890165,3PLAY + PAY,3,58,73,1
70 - 74,HSN,1,28,31,19,90.89863984647769,BOOSTER STANDARD,75.40168980448198,52.394088047143214,MMA,21,19,64,1
60 - 64,NRW,2,29,19,23,45.00063528112616,2PLAY,11.917985422168941,3.5788036763061526,3PLAY TREUE GENRE,23,70,73,0
18 - 24,KBW,9,64,56,0,32.55874601074431,GIGATV CABLE,56.21227864265964,70.58814789184723,INTERNET PREMIUM,13,26,67,0
55 - 59,HSN,9,95,26,5,64.89182357959092,SKY WELT,26.392778928215243,79.48732146475506,2PLAY START,11,9,51,1
80 and over,NRW,0,52,62,6,62.56385481970156,ANALOG KABELANSCHLUSS,16.55823538183555,50.50185748624235,2PLAY,22,48,28,0
50 - 54,HSN,0,38,20,17,17.40601457587678,AVM POWERLINE 1260E,73.26190147097475,62.557377151382674,2PLAY FLY,17,73,37,1
25 - 29,HSN,0,54,36,1,32.35747888124746,OTC INTERNET,74.47212476409679,69.6412926554211,3PLAY TREUE GENRE,30,69,76,1
75 - 79,HSN,9,8,65,19,28.743339881074437,SUPERWLAN MODE,23.94178942139463,24.55211593134591,3PLAY START,9,25,15,1
55 - 59,HSN,3,21,18,0,82.31375022635984,DIGITAL KABELANSCHLUSS,70.65105187562708,70.49915650290762,1PLAY MAX,16,27,35,0
35 - 39,NRW,0,96,71,2,69.9872864964788,TV START,49.079074205713866,70.1656350048497,2PLAY FLY,8,38,34,0
18 - 24,NRW,2,23,99,1,95.07617160887901,SERIES AND MOVIES,77.8374126112094,46.830230892708734,TREUEPLUS BASIS,27,16,15,1
65 - 69,HSN,7,88,65,21,64.59345783439854,AVM REPEATER 1750E,64.55291988659648,34.20953555672547,INTERNET COMFORT,27,93,9,0
40 - 44,HSN,5,6,58,4,16.584166559780623,2PLAY,65.79711235534616,57.15503474031579,VF RIP U-TREUE,21,96,64,1
40 - 44,HSN,9,14,44,22,20.960701595171503,AVM POWERLINE 1260E,77.59053663572904,85.20167949672698,HSI HZ BOX ONLY,12,90,62,1
under 18,KBW,4,37,93,22,53.876463941222276,TV START,19.227266338052495,70.62050364269446,VF RIP U-TREUE,5,57,12,0
40 - 44,HSN,5,79,76,21,19.405707995767486,KIDS,34.576475620864436,95.92506244903902,RIP CABLE U TREUE,16,64,97,1
50 - 54,HSN,2,91,62,2,57.22274217199267,GIGATV CABLE BOX,46.38776594900635,47.41408935804369,2PLAY,19,8,88,0
30 - 34,KBW,7,0,55,13,28.40480764386134,HRZ RECORDER,31.050663547490885,0.6593849115291261,3PLAY + PAY,5,69,91,0
75 - 79,KBW,4,69,21,18,46.894355495904406,MMA ACTIVE,24.602950043663576,57.708406315749286,GIGAZUHAUSE TREUE C,3,92,74,1
55 - 59,HSN,7,28,34,16,80.01776544754028,SD RECEIVER,75.65132938898584,83.28905243348724,2PLAY START,27,53,87,1
65 - 69,KBW,2,79,37,3,80.12583983705814,INTERNATIONAL FLAT PLUS,69.03314064578164,54.591422664936005,MMA MB,3,10,33,0
under 18,KBW,0,37,66,8,52.60395116567397,GIGATV CABLE,24.047648535018684,21.26654975375303,3PLAY SMART,8,97,39,0
55 - 59,KBW,4,65,32,11,42.81280516261672,ALLSTARS,6.880510672638163,71.85892593424725,INTERNET COMFORT,22,33,27,0
not available,NRW,7,77,68,6,24.846252802240286,SD RECEIVER,66.99306130300316,90.23699907082329,3PLAY,15,78,82,0
60 - 64,KBW,4,46,94,23,79.9733528574109,DIGITAL KABELANSCHLUSS,52.89575885328354,8.348082323751493,VF RIP U-TREUE,20,25,85,1
50 - 54,NRW,5,81,53,15,85.60996874594696,SERIES AND MOVIES,99.27966993107194,60.355019713049884,3PLAY VORTEIL,17,9,72,0
50 - 54,NRW,9,34,51,15,34.57816304537994,HD OPTION,64.16451224579015,71.8262224468718,GIGAZUHAUSE CABLEMAX EB,32,29,66,1
40 - 44,NRW,1,23,19,13,56.5378311590038,AVM REPEATER 1750E,5.977876377156511,32.1483073553707,3PLAY PREMIUM MTA,14,2,31,1
55 - 59,NRW,6,59,65,9,59.26987350207408,ALLSTARS,32.31227874997534,78.28417834836158,3PLAY HD BOX,0,64,19,1
80 and over,NRW,2,54,25,12,26.726115833924744,EUROPA FLAT PLUS,93.69070016754407,30.87717156179952,2PLAY PLUS,27,70,65,0
60 - 64,KBW,7,52,48,12,42.228793478837765,ARENA,15.119275241326823,95.44081190582328,3PLAY PLUS HRZ,29,6,4,1
50 - 54,KBW,1,19,92,17,10.358813311339388,DOCU,22.036818454167275,89.67387626639102,GIGAZUHAUSE TREUE C,11,93,32,1
under 18,KBW,7,79,10,13,16.094854612914677,HZ TV,34.206521023223516,41.8607011268425,2PLAY PREMIUM,28,1,61,0
60 - 64,KBW,5,88,12,2,91.24900383309033,POSITIVOPTION 3P SMART 50,37.63439739882723,41.630096385636385,2PLAY FLY,30,97,70,0
25 - 29,KBW,7,10,77,15,79.44251091709937,HD RECORDER,31.754861106649322,47.36583757553605,3PLAY TREUE,14,45,1,1
60 - 64,KBW,7,81,62,5,33.07225213277592,HRZ RECORDER,73.43331660186224,97.02683494135621,3PLAY SMART HRZ,26,71,1,0
18 - 24,NRW,0,78,70,15,22.646353555866984,HD MODUL,33.13959485416568,26.369802005245756,3PLAY + PAY,24,42,43,0
50 - 54,KBW,4,15,98,3,35.42377645202319,ARENA,8.600614533698481,65.43229716587106,2PLAY TREU,16,5,92,0
70 - 74,KBW,1,48,62,20,41.584106841191385,SPORTS,96.35978466932511,47.16035881716037,3PLAY START,21,0,80,0
18 - 24,HSN,5,57,40,13,12.701080356330408,SUPERWLAN MODE,5.808670824411532,60.48722107788246,MMA MB,15,85,32,0
60 - 64,NRW,6,95,13,23,20.963115681667134,SPORTS,23.7771537922293,23.406297608963943,3PLAY HD BOX + ALLSTARS,27,22,32,0
75 - 79,HSN,5,81,82,5,9.21161925776114,2PLAY,15.052331908876004,45.63943056659786,3PLAY COMFORT,13,25,68,1
50 - 54,HSN,1,54,76,22,33.73943104171852,SPORTS,30.222288424353373,52.03067120802658,GIGAZUHAUSE TREUE C,7,72,8,0
not available,NRW,9,68,28,13,34.419010630170874,SKY WELT,93.44245518737709,0.4623017018944853,3PLAY PLUS MTA,11,30,79,0
75 - 79,NRW,3,42,15,9,40.96933157003263,VTV INTERNATIONAL,75.59983714323266,7.765843863942989,3PLAY TREUE GENRE,1,95,41,1
75 - 79,NRW,7,42,11,20,34.83369617256308,SUPERWLAN,91.79583527920522,83.89803562762727,3PLAY PREMIUM MTA,15,9,95,0
40 - 44,NRW,7,15,65,18,3.5480573098904067,SD RECEIVER,50.26792684198994,25.64742781380226,2PLAY PREMIUM,23,43,15,1
70 - 74,HSN,6,44,12,23,82.53769372145898,BASISPREISANPASSUNG,25.24431130436432,70.18880000553163,3PLAY TREUE HRZ,23,63,53,1
75 - 79,HSN,4,73,9,5,53.85767759855485,HIGHLIGHTS,10.666508919073358,8.92623294377125,128KBIT,19,26,0,0
40 - 44,NRW,4,35,31,4,65.10029218544092,VTV INTERNATIONAL,79.6566467998535,82.85138379070706,3PLAY COMFORT,4,82,0,1
50 - 54,HSN,3,20,19,20,68.11601261252106,HD RECEIVER,70.52628936745438,76.03736263430542,2PLAY FLY,6,87,60,0
70 - 74,KBW,1,28,41,0,70.32954922392592,HRZ RECORDER,12.46531805128308,76.41846756251509,3PLAY TREUE MODEM,28,27,47,1
not available,NRW,4,5,86,10,79.92322875550893,1PLAY,84.50040353923094,54.784491563003726,1PLAY,32,44,10,1
70 - 74,KBW,0,8,31,21,46.55511773891286,POSITIVOPTION 3P SMART 50,54.21892503305976,92.0197430208182,128KBIT,1,73,15,0
not available,KBW,9,8,90,18,18.6574472587713,SD RECEIVER,50.68554234687686,38.474178826309135,INTERNET PREMIUM,23,73,19,0
75 - 79,KBW,2,86,31,11,13.02207300220941,ANALOG KABELANSCHLUSS,80.5133935578741,24.940533812022824,3PLAY PREMIUM HRZ,9,34,86,1
60 - 64,KBW,7,58,41,20,56.130750686920926,HD MODUL,91.48088107455472,73.36875454296862,INTERNET PREMIUM,16,0,69,1
18 - 24,KBW,9,87,31,13,53.66170293398616,SD RECEIVER,53.78828197504435,80.39928094880769,3PLAY FLY,16,44,69,0
55 - 59,NRW,6,37,83,10,2.965123276832571,SUPERWLAN,57.20730016732946,99.51094260667345,RED INTERNET & PHONE CABLE U,22,52,55,1
60 - 64,KBW,3,60,19,7,15.19412755452313,AVM REPEATER 1750E,11.266795146586617,99.88370563161945,RIP CABLE U TREUE,27,74,3,0
60 - 64,NRW,1,49,88,13,16.621497644849235,KMV PREMIUM,1.3724239597394994,75.58025957126982,3PLAY + PAY,10,23,36,1
25 - 29,HSN,2,0,46,3,32.63674151081537,EUROPA FLAT PLUS,5.611318103641116,81.78259748071319,EAZY,25,53,20,0
30 - 34,HSN,2,89,44,9,56.48182206548146,DIGITAL INTERNATIONAL,18.13810616266234,27.262696839776556,3PLAY COMFORT,29,40,68,1
80 and over,KBW,6,11,44,12,92.35382171258465,SKY WELT,51.509831008341344,79.73492253770009,3PLAY TREUE MODEM,29,86,87,0
25 - 29,HSN,2,38,13,8,42.154507395943575,OTC INTERNET,29.443072685141846,78.85128068017609,3PLAY TREUE,11,24,11,1
35 - 39,NRW,6,62,42,3,20.33092892527204,DOCU,14.175879170635408,83.27558120215122,INTERNET,6,28,42,0
60 - 64,NRW,6,68,31,18,61.13495398175942,HZ TV,35.310263453055434,8.05628364312615,3PLAY PLUS,11,39,14,0
30 - 34,KBW,0,37,6,10,75.24174889191315,SKY WELT,3.723428054830713,18.927650562903196,2PLAY,29,52,81,0
80 and over,HSN,0,19,72,3,60.58673405977262,INTERNATIONAL FLAT PLUS,45.34509676118692,97.3556482877778,3PLAY PLUS HRZ,1,5,74,0
70 - 74,KBW,1,5,77,9,57.1285520180448,INTERNATIONAL FLAT PLUS,62.548370539151946,77.41538283921675,3PLAY PLUS HRZ,10,68,7,0
60 - 64,HSN,0,53,49,7,15.713389721766202,HRZ RECORDER,80.77021266795029,48.96849290372322,3PLAY FLY,30,38,67,1
not available,KBW,4,8,44,21,12.97361662666111,GIGA TV,60.81770899620553,39.649690856058584,1PLAY,29,48,90,1
under 18,HSN,2,29,58,18,98.20521433702721,BOOSTER STANDARD,67.89795173047052,61.99528836174684,MMA MB,0,96,89,1
45 - 49,NRW,3,58,67,23,2.76694379764838,VF PREMIUM,74.38418806008607,16.981402851031525,3PLAY SMART,17,27,56,1
60 - 64,KBW,6,89,42,1,11.84453138433408,HRZ RECORDER,76.45231705755866,80.51459076197123,GIGAZUHAUSE TREUE D,26,14,56,0
35 - 39,KBW,4,63,74,15,23.366293374436097,3PLAY,27.51040960500022,30.54967423776378,GIGAZUHAUSE TREUE C,14,16,43,1
35 - 39,HSN,0,32,70,4,88.68493735623669,ANALOG KABELANSCHLUSS,21.69080468186496,44.901604183356845,3PLAY PLUS,32,70,20,0
25 - 29,KBW,0,30,20,1,96.76122064703594,HZ TV,52.830967117709996,87.41792460847935,3PLAY PLUS MTA,27,33,96,1
18 - 24,HSN,0,72,8,6,91.8487279035752,DOCU,80.38312307012616,17.924827664241207,3PLAY PLUS HRZ,9,93,84,0
75 - 79,KBW,6,0,28,13,2.1751518000619363,HIGHLIGHTS,61.9989920050811,68.00570794097055,VF CABLEMAX,10,95,40,0
35 - 39,KBW,1,54,53,3,54.020270465703646,GIGATV CABLE BOX,30.476943618055262,98.48238903560659,3PLAY SMART HRZ,22,100,45,1
75 - 79,KBW,5,20,80,22,29.91214883139113,AVM REPEATER 1750E,26.881526530792833,0.06490702069690268,2PLAY START,22,31,85,0
under 18,HSN,4,26,27,23,55.44456833206796,DIGITAL INTERNATIONAL,67.90756811740229,74.45523193215887,MMA MB,28,41,9,0
50 - 54,NRW,3,4,58,18,9.02804200297348,VF PREMIUM,94.40146408338852,25.89991460172317,INTERNET PREMIUM,31,36,47,0
18 - 24,HSN,9,72,35,6,94.62496696462681,HD MODUL,94.73521586217053,1.7150736861818228,GIGAZUHAUSE TREUE C,25,96,33,0
25 - 29,NRW,0,52,24,8,97.00430153575793,SERIES AND MOVIES,72.0362722972187,84.27857482237584,3PLAY TREUE GENRE,26,43,27,0
35 - 39,KBW,7,11,1,6,38.389459644248966,OTC INTERNET,18.28624363656992,77.28446479241575,3PLAY HD BOX,16,53,23,0
65 - 69,HSN,7,100,1,0,3.698363358560419,DIGITAL INTERNATIONAL,52.291517015960956,5.943663597958537,GIGAZUHAUSE TREUE B,6,97,60,0
55 - 59,HSN,7,94,52,5,0.7852942609702485,VTV INTERNATIONAL,6.988804459836128,50.7273108589341,GIGAZUHAUSE CABLEMAX EB,25,41,16,1
70 - 74,HSN,2,41,62,3,4.130370684031471,INTERNATIONAL FLAT PLUS,40.297701580236755,0.01777344829013705,3PLAY COMFORT,8,83,30,0
55 - 59,NRW,1,93,25,9,78.08133299891132,INTERNATIONAL FLAT PLUS,74.6460888430085,78.49149075464203,GIGAZUHAUSE TREUE C,25,83,12,1
45 - 49,NRW,6,90,26,13,66.82314962838025,VERSTAERKER,47.29117540293022,22.51998403071972,GIGAZUHAUSE CABLEMAX EB,5,59,51,0
under 18,KBW,6,80,65,17,57.92501079211676,SECURITY  PACK,30.829926017569964,86.20547048910461,2PLAY COMFORT,9,53,47,1
35 - 39,KBW,0,20,75,20,10.266475916257212,INTERNATIONAL FLAT PLUS,56.35013832228438,71.49034365015169,3PLAY PLUS HRZ,21,50,83,0
55 - 59,HSN,7,79,96,8,5.714155724353742,BOOSTER STANDARD,84.05797045674555,37.979159226743555,TELEFON HSI,27,86,7,1
60 - 64,NRW,4,75,76,15,16.507870051638406,KIDS,89.17563128651176,34.67314059654398,GIGAZUHAUSE TREUE B,11,37,89,0
35 - 39,HSN,0,92,58,5,32.8702443872491,BASISPREISANPASSUNG,85.92073056625513,76.21597233071907,3PLAY HD BOX + ALLSTARS,29,8,45,0
35 - 39,KBW,0,51,92,15,10.619724226434412,HD RECORDER,23.24828597905895,13.139484746410613,HSI HZ BOX ONLY,32,72,2,0
60 - 64,HSN,0,75,65,0,49.6464428244361,SUPERWLAN,21.91082571489451,65.37401837721919,2PLAY TREUE,5,33,13,0
45 - 49,HSN,4,12,70,7,65.6852398528188,SUPERWLAN MODE,36.931928941523694,20.708544257366412,INTERNET,27,66,5,1
75 - 79,NRW,5,55,75,12,42.59642121696585,ARENA,36.19827179480015,54.347157620108035,2PLAY PREMIUM,29,37,13,0
80 and over,NRW,0,100,71,10,84.01391044662128,KIDS,43.12037623544448,16.06865908428514,2PLAY TREU,32,98,60,1
18 - 24,NRW,9,62,69,23,79.50625070294366,DIGITAL KABELANSCHLUSS,85.61150768866102,25.060228269691677,2PLAY COMFORT,2,70,13,1
25 - 29,NRW,7,96,12,3,41.30857292360519,DIGITAL KABELANSCHLUSS,16.651320489261558,33.10243593827433,GIGAZUHAUSE TREUE,1,53,51,0
30 - 34,HSN,3,11,32,15,5.238761591013141,ANALOG KABELANSCHLUSS,27.99100823963504,27.472795711396692,TREUEPLUS,31,90,95,1
70 - 74,KBW,7,66,90,14,11.215132604263111,HIGHLIGHTS,44.04538684336756,81.57827862990098,HSI HZ BOX ONLY,5,74,69,1
30 - 34,HSN,6,73,64,9,59.15400494177432,HD RECEIVER,6.2394890809711505,73.45556999070303,GIGAZUHAUSE CABLEMAX,10,43,61,1
55 - 59,KBW,9,44,85,20,34.04380825952501,POSITIVOPTION 3P SMART 50,29.461012139980582,44.294833638096456,GIGAZUHAUSE CABLEMAX EB,20,60,84,0
25 - 29,NRW,7,10,88,17,75.67791889087489,ANALOG KABELANSCHLUSS,78.06645343581998,82.33447848234067,3PLAY TREUE MODEM,10,8,25,0
80 and over,NRW,2,85,77,3,0.2369211659090209,KMV PREMIUM,29.85096044642288,60.14402912583874,2PLAY PREMIUM,0,97,73,0
75 - 79,NRW,4,35,38,6,82.54627342962297,3PLAY,84.44089694583421,62.336472504693575,GIGAZUHAUSE TREUE,14,19,53,1
70 - 74,KBW,4,12,24,10,63.26346276269575,ANALOG KABELANSCHLUSS,7.767198021503496,76.57461988634809,MMA MB,5,27,33,1
70 - 74,HSN,7,13,46,18,0.6692784201099422,ANALOG KABELANSCHLUSS,54.735199481482134,5.450459251923623,GIGAZUHAUSE TREUE D,2,32,15,1
40 - 44,HSN,4,47,73,20,51.86196886771861,VTV INTERNATIONAL,34.656869800538914,80.42259468763393,TELEFON HSI,22,92,69,0
45 - 49,NRW,5,41,31,1,48.00192555729659,AVM REPEATER 1750E,66.91157402433345,44.063506340529635,128KBIT,16,37,11,0
30 - 34,NRW,9,17,49,20,3.3133273302631716,EUROPA FLAT PLUS,38.340571534521864,49.48192990738893,GIGAZUHAUSE TREUE C,28,27,7,1
55 - 59,HSN,4,35,4,14,78.74947097054505,VF PREMIUM,57.34027368583722,11.265724273182599,3PLAY + HD BOX + PAY,31,84,18,1
50 - 54,KBW,2,38,91,10,89.64760040766353,1PLAY,40.753394096787886,17.473105415373325,2PLAY,9,25,83,1
