,customer_age_class,region,basket_package_price_disc,internet_package_price_disc,basket_days_until_contract_end,count_previous_cancellations_0_18,internet_product_name,flag_churn
2593,25 - 29,NRW,49.99,47.99,30.0,0.0,VF RIP U-TREUE,1.0
2594,30 - 34,NRW,44.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2595,60 - 64,KBW,29.98,44.98,30.0,0.0,VF CABLEMAX,1.0
2596,35 - 39,HSN,34.99,49.97,30.0,0.0,GIGAZUHAUSE KABEL,0.0
2597,40 - 44,NRW,44.98,34.99,30.0,0.0,GIGAZUHAUSE KABEL,1.0
2598,25 - 29,KBW,39.99,39.98,30.0,0.0,GIGAZUHAUSE KABEL,1.0
2599,40 - 44,NRW,34.99,44.99,30.0,0.0,VF CABLEMAX,0.0
2600,40 - 44,KBW,32.99,39.97,30.0,0.0,VF CABLEMAX,1.0
2601,35 - 39,KBW,34.99,47.97,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2602,55 - 59,KBW,49.99,39.99,30.0,0.0,GIGAZUHAUSE KABEL,1.0
2603,45 - 49,NRW,34.99,29.98,30.0,0.0,VF CABLEMAX,1.0
2604,30 - 34,KBW,44.98,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2606,35 - 39,KBW,44.95,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2607,35 - 39,NRW,39.99,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2608,35 - 39,NRW,49.98,44.99,30.0,0.0,VF RIP U-TREUE,1.0
2609,60 - 64,KBW,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2610,40 - 44,HSN,39.99,29.99,30.0,0.0,VF CABLEMAX,0.0
2611,30 - 34,KBW,54.98,32.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2612,25 - 29,NRW,37.99,52.99,30.0,1.0,RED INTERNET & PHONE CABLE U,0.0
2613,35 - 39,NRW,44.95,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2614,50 - 54,NRW,44.98,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2615,40 - 44,NRW,34.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2616,35 - 39,KBW,39.99,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2617,35 - 39,KBW,49.98,44.98,30.0,0.0,GIGAZUHAUSE KABEL,0.0
2618,60 - 64,NRW,39.99,44.97,30.0,0.0,GIGAZUHAUSE KABEL,1.0
2619,65 - 69,KBW,44.98,34.99,30.0,0.0,VF RIP U-TREUE,0.0
2620,35 - 39,NRW,44.98,44.98,30.0,0.0,VF RIP U-TREUE,0.0
2621,25 - 29,KBW,34.98,44.98,30.0,0.0,GIGAZUHAUSE KABEL,0.0
2622,30 - 34,NRW,44.99,54.99,30.0,0.0,VF CABLEMAX,0.0
2623,35 - 39,NRW,44.98,32.99,30.0,0.0,VF RIP U-TREUE,1.0
2624,40 - 44,KBW,44.99,44.99,30.0,0.0,VF CABLEMAX,0.0
2625,50 - 54,NRW,39.99,44.98,30.0,0.0,VF RIP U-TREUE,1.0
2626,35 - 39,NRW,39.98,29.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2627,40 - 44,NRW,32.98,44.98,30.0,0.0,VF RIP U-TREUE,0.0
2628,70 - 74,KBW,44.99,44.98,3.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2629,45 - 49,HSN,39.98,49.97,30.0,0.0,VF CABLEMAX,0.0
2630,65 - 69,NRW,39.98,34.99,30.0,0.0,VF RIP U-TREUE,1.0
2631,35 - 39,NRW,44.99,39.98,30.0,0.0,GIGAZUHAUSE KABEL,0.0
2632,70 - 74,KBW,49.98,39.99,30.0,0.0,VF CABLEMAX,0.0
2633,50 - 54,NRW,44.99,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2634,55 - 59,NRW,39.99,44.99,30.0,0.0,GIGAZUHAUSE TREUE B,0.0
2635,35 - 39,NRW,49.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2636,30 - 34,NRW,44.97,42.98,30.0,0.0,VF CABLEMAX,1.0
2637,25 - 29,NRW,49.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2638,80 and over,NRW,34.98,49.97,30.0,0.0,GIGAZUHAUSE KABEL,1.0
2639,70 - 74,NRW,44.98,49.99,30.0,0.0,VF RIP U-TREUE,1.0
2640,80 and over,NRW,49.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2641,30 - 34,NRW,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2642,30 - 34,KBW,44.99,39.99,30.0,0.0,VF RIP U-TREUE,1.0
2643,35 - 39,NRW,44.98,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2644,30 - 34,NRW,37.98,44.97,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2645,60 - 64,NRW,29.97,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2646,55 - 59,KBW,34.98,44.98,30.0,0.0,VF CABLEMAX,0.0
2647,40 - 44,NRW,39.98,44.99,30.0,0.0,VF RIP U-TREUE,1.0
2648,55 - 59,KBW,34.99,39.99,30.0,0.0,VF RIP U-TREUE,1.0
2649,35 - 39,KBW,49.97,29.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2650,65 - 69,HSN,39.99,44.97,30.0,0.0,VF CABLEMAX,0.0
2651,25 - 29,KBW,39.98,39.99,30.0,0.0,GIGAZUHAUSE KABEL,1.0
2652,25 - 29,NRW,39.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2653,40 - 44,KBW,39.97,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2654,45 - 49,NRW,39.98,44.98,30.0,0.0,GIGAZUHAUSE KABEL,0.0
2655,30 - 34,NRW,34.99,44.0,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2656,55 - 59,KBW,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2657,50 - 54,NRW,39.98,39.92,30.0,0.0,VF RIP U-TREUE,0.0
2658,50 - 54,NRW,34.99,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2659,80 and over,NRW,29.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2660,50 - 54,NRW,32.97,34.97,30.0,0.0,VF RIP U-TREUE,1.0
2661,35 - 39,KBW,44.98,29.98,30.0,0.0,VF RIP U-TREUE,0.0
2662,65 - 69,NRW,39.99,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2663,30 - 34,KBW,32.99,44.99,30.0,0.0,GIGAZUHAUSE KABEL,1.0
2664,35 - 39,NRW,42.99,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2665,30 - 34,NRW,34.98,39.97,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2666,65 - 69,NRW,44.99,34.97,30.0,0.0,VF RIP U-TREUE,0.0
2667,35 - 39,KBW,44.99,34.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2668,30 - 34,KBW,49.99,44.98,30.0,0.0,VF CABLEMAX,1.0
2669,50 - 54,KBW,44.99,34.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2670,60 - 64,NRW,39.99,34.98,30.0,0.0,VF CABLEMAX,0.0
2671,30 - 34,KBW,29.99,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2672,40 - 44,NRW,44.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2673,50 - 54,NRW,39.98,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2674,30 - 34,NRW,49.97,44.98,30.0,0.0,VF CABLEMAX,1.0
2675,60 - 64,KBW,44.99,44.98,30.0,0.0,VF RIP U-TREUE,0.0
2676,65 - 69,NRW,24.98,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2677,50 - 54,NRW,34.98,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2678,25 - 29,KBW,44.98,39.99,30.0,0.0,VF CABLEMAX,0.0
2679,55 - 59,KBW,44.98,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2680,40 - 44,NRW,34.97,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2681,70 - 74,NRW,27.98,54.97,30.0,0.0,VF CABLEMAX,1.0
2682,30 - 34,NRW,44.98,44.99,30.0,0.0,VF RIP U-TREUE,1.0
2683,50 - 54,NRW,39.99,44.99,30.0,0.0,VF CABLEMAX,0.0
2684,25 - 29,NRW,44.98,44.99,30.0,0.0,GIGAZUHAUSE KABEL,1.0
2685,30 - 34,KBW,54.97,49.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2686,45 - 49,NRW,44.98,44.99,30.0,0.0,VF RIP U-TREUE,0.0
2687,70 - 74,NRW,44.99,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2688,25 - 29,KBW,49.98,44.98,30.0,0.0,GIGAZUHAUSE KABEL,0.0
2689,35 - 39,HSN,44.99,49.99,30.0,0.0,VF RIP U-TREUE,0.0
2690,30 - 34,NRW,54.99,34.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2691,55 - 59,KBW,44.98,64.99,30.0,0.0,GIGAZUHAUSE KABEL,0.0
2692,30 - 34,NRW,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2693,30 - 34,NRW,39.99,44.97,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2694,25 - 29,NRW,39.99,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2695,40 - 44,NRW,44.98,49.97,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2696,25 - 29,KBW,44.97,39.99,30.0,0.0,VF RIP U-TREUE,1.0
2697,35 - 39,NRW,49.99,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2698,65 - 69,KBW,34.98,49.98,30.0,0.0,VF CABLEMAX,0.0
2699,55 - 59,NRW,39.99,39.98,30.0,0.0,VF CABLEMAX,0.0
2700,80 and over,NRW,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2701,55 - 59,NRW,39.99,44.99,30.0,0.0,VF CABLEMAX,0.0
2702,40 - 44,KBW,39.98,29.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2703,45 - 49,NRW,34.98,44.99,30.0,0.0,VF RIP U-TREUE,1.0
2704,40 - 44,NRW,39.99,39.98,30.0,0.0,VF CABLEMAX,0.0
2705,40 - 44,KBW,44.97,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2706,18 - 24,HSN,34.97,44.99,30.0,0.0,VF CABLEMAX,0.0
2707,60 - 64,NRW,37.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2708,55 - 59,NRW,44.99,34.99,30.0,0.0,VF RIP U-TREUE,1.0
2709,55 - 59,NRW,29.98,32.97,30.0,0.0,VF RIP U-TREUE,1.0
2710,25 - 29,NRW,34.99,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2711,40 - 44,HSN,44.98,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2712,60 - 64,KBW,39.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2713,40 - 44,NRW,39.99,34.99,30.0,0.0,VF RIP U-TREUE,1.0
2714,60 - 64,NRW,44.99,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2715,30 - 34,NRW,39.97,29.99,30.0,0.0,GIGAZUHAUSE KABEL,1.0
2716,40 - 44,NRW,44.98,29.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2717,35 - 39,NRW,34.99,39.98,30.0,0.0,VF RIP U-TREUE,1.0
2718,35 - 39,KBW,44.98,29.98,30.0,0.0,VF RIP U-TREUE,1.0
2719,40 - 44,NRW,44.97,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2720,25 - 29,NRW,44.98,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2721,70 - 74,KBW,42.98,44.98,30.0,0.0,VF RIP U-TREUE,1.0
2722,55 - 59,KBW,49.99,34.99,30.0,0.0,GIGAZUHAUSE KABEL,0.0
2723,25 - 29,KBW,49.98,34.99,30.0,0.0,VF CABLEMAX,1.0
2724,25 - 29,NRW,49.98,44.99,30.0,1.0,RED INTERNET & PHONE CABLE U,0.0
2725,55 - 59,KBW,44.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2726,40 - 44,KBW,37.99,39.99,30.0,0.0,VF CABLEMAX,1.0
2727,65 - 69,KBW,39.99,34.98,30.0,1.0,VF RIP U-TREUE,1.0
2728,60 - 64,NRW,49.99,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2729,35 - 39,KBW,37.99,49.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2730,65 - 69,NRW,34.99,29.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2731,55 - 59,KBW,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2732,40 - 44,NRW,39.99,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2733,25 - 29,NRW,34.99,49.98,30.0,0.0,VF CABLEMAX,0.0
2734,25 - 29,NRW,44.98,32.97,30.0,0.0,GIGAZUHAUSE KABEL,0.0
2735,40 - 44,NRW,34.97,32.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2736,30 - 34,KBW,44.99,29.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2737,65 - 69,NRW,39.97,39.99,30.0,0.0,GIGAZUHAUSE KABEL,0.0
2738,55 - 59,NRW,44.98,34.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2739,70 - 74,KBW,44.98,34.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2740,25 - 29,NRW,32.98,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2741,45 - 49,NRW,39.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2742,65 - 69,KBW,54.99,37.97,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2743,35 - 39,NRW,39.99,32.97,30.0,0.0,VF RIP U-TREUE,1.0
2744,55 - 59,NRW,39.99,34.98,30.0,0.0,VF CABLEMAX,0.0
2745,75 - 79,NRW,39.98,33.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2746,35 - 39,KBW,49.99,39.97,30.0,0.0,VF RIP U-TREUE,0.0
2747,60 - 64,NRW,42.97,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2748,55 - 59,KBW,62.97,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2749,60 - 64,KBW,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2750,60 - 64,NRW,44.99,44.99,30.0,0.0,VF RIP U-TREUE,0.0
2751,25 - 29,KBW,32.98,55.98,30.0,0.0,VF CABLEMAX,1.0
2752,40 - 44,KBW,32.99,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2753,40 - 44,KBW,44.97,44.97,30.0,0.0,GIGAZUHAUSE KABEL,0.0
2754,55 - 59,NRW,44.99,49.99,30.0,0.0,VF RIP U-TREUE,0.0
2755,50 - 54,NRW,34.98,42.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2756,55 - 59,NRW,34.99,44.97,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2757,50 - 54,NRW,37.98,39.98,30.0,0.0,GIGAZUHAUSE KABEL,0.0
2758,40 - 44,NRW,49.99,47.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2759,35 - 39,NRW,49.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2760,65 - 69,NRW,39.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2761,45 - 49,NRW,19.99,37.98,30.0,0.0,VF RIP U-TREUE,1.0
2762,30 - 34,NRW,44.98,29.99,30.0,0.0,GIGAZUHAUSE KABEL,1.0
2763,25 - 29,KBW,34.99,44.98,30.0,0.0,VF RIP U-TREUE,1.0
2764,40 - 44,HSN,49.99,29.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2765,45 - 49,KBW,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2766,35 - 39,KBW,39.99,44.98,30.0,0.0,VF CABLEMAX,0.0
2767,25 - 29,NRW,49.99,29.99,30.0,1.0,VF RIP U-TREUE,0.0
2768,55 - 59,NRW,39.99,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2769,25 - 29,NRW,29.99,44.98,30.0,0.0,VF RIP U-TREUE,0.0
2770,55 - 59,NRW,34.99,44.99,30.0,0.0,VF RIP U-TREUE,1.0
2771,60 - 64,KBW,44.98,34.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2772,40 - 44,HSN,29.99,44.99,30.0,0.0,VF RIP U-TREUE,1.0
2773,65 - 69,KBW,39.99,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2774,65 - 69,NRW,49.99,29.96,30.0,0.0,VF CABLEMAX,0.0
2775,35 - 39,KBW,39.97,29.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2776,70 - 74,KBW,39.99,39.97,30.0,0.0,GIGAZUHAUSE KABEL,1.0
2777,60 - 64,NRW,39.99,39.97,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2778,35 - 39,NRW,44.99,29.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2779,50 - 54,HSN,34.99,29.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2780,50 - 54,NRW,34.99,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2781,25 - 29,NRW,39.97,49.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2782,70 - 74,NRW,34.98,39.99,30.0,0.0,VF RIP U-TREUE,1.0
2783,50 - 54,NRW,39.98,39.96,30.0,0.0,VF RIP U-TREUE,1.0
2784,40 - 44,NRW,39.99,39.99,30.0,0.0,GIGAZUHAUSE KABEL,1.0
2785,35 - 39,HSN,49.99,44.99,30.0,0.0,VF CABLEMAX,1.0
2786,50 - 54,NRW,39.99,44.97,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2787,60 - 64,NRW,44.99,44.99,30.0,0.0,VF CABLEMAX,1.0
2788,50 - 54,NRW,34.98,49.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2789,55 - 59,KBW,34.99,49.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2790,35 - 39,KBW,39.96,39.99,30.0,0.0,VF RIP U-TREUE,0.0
2791,25 - 29,KBW,34.99,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2792,35 - 39,KBW,44.98,39.99,30.0,0.0,GIGAZUHAUSE KABEL,0.0
2793,70 - 74,NRW,39.99,44.99,30.0,0.0,GIGAZUHAUSE TREUE B,0.0
2794,40 - 44,NRW,34.99,44.99,30.0,0.0,GIGAZUHAUSE KABEL,0.0
2795,60 - 64,NRW,44.99,29.97,30.0,0.0,GIGAZUHAUSE KABEL,1.0
2796,25 - 29,NRW,49.99,34.99,5.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2797,30 - 34,NRW,39.99,34.98,30.0,0.0,VF RIP U-TREUE,1.0
2798,80 and over,NRW,32.99,49.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2799,35 - 39,NRW,34.98,44.99,30.0,0.0,VF RIP U-TREUE,0.0
2800,35 - 39,KBW,29.99,49.99,30.0,0.0,VF RIP U-TREUE,0.0
2801,35 - 39,NRW,39.99,39.99,30.0,0.0,VF CABLEMAX,0.0
2802,25 - 29,NRW,39.98,49.99,30.0,0.0,GIGAZUHAUSE KABEL,0.0
2803,35 - 39,NRW,34.99,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2804,45 - 49,NRW,34.97,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2805,35 - 39,NRW,34.99,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2806,35 - 39,NRW,29.99,44.99,30.0,0.0,VF RIP U-TREUE,1.0
2807,35 - 39,NRW,44.98,34.99,30.0,0.0,VF CABLEMAX,0.0
2808,25 - 29,NRW,44.97,39.98,30.0,0.0,GIGAZUHAUSE KABEL,1.0
2809,50 - 54,NRW,44.99,49.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2810,50 - 54,NRW,34.98,34.98,30.0,0.0,VF RIP U-TREUE,0.0
2811,65 - 69,KBW,44.98,49.98,30.0,0.0,GIGAZUHAUSE KABEL,0.0
2812,25 - 29,NRW,44.97,54.99,30.0,0.0,GIGAZUHAUSE KABEL,1.0
2813,40 - 44,NRW,44.99,24.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2814,65 - 69,NRW,49.99,34.99,30.0,0.0,VF CABLEMAX,0.0
2815,25 - 29,NRW,34.98,34.99,30.0,0.0,VF RIP U-TREUE,0.0
2816,30 - 34,NRW,39.99,49.99,30.0,0.0,VF RIP U-TREUE,1.0
2817,25 - 29,KBW,34.99,49.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2818,70 - 74,NRW,54.99,49.97,30.0,0.0,VF CABLEMAX,1.0
2819,35 - 39,NRW,34.98,54.97,30.0,0.0,VF RIP U-TREUE,0.0
2820,65 - 69,NRW,34.99,44.98,30.0,0.0,VF RIP U-TREUE,0.0
2821,35 - 39,NRW,39.98,44.99,30.0,0.0,VF RIP U-TREUE,0.0
2822,60 - 64,KBW,44.98,29.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2823,40 - 44,KBW,44.99,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2824,40 - 44,KBW,44.99,34.99,30.0,0.0,VF CABLEMAX,1.0
2825,60 - 64,HSN,29.99,34.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2826,35 - 39,NRW,39.98,44.99,30.0,0.0,VF CABLEMAX,1.0
2827,50 - 54,KBW,39.99,29.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2828,65 - 69,NRW,44.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2829,40 - 44,KBW,48.98,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2830,30 - 34,KBW,44.99,24.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2831,40 - 44,NRW,44.98,29.99,30.0,0.0,VF CABLEMAX,1.0
2832,30 - 34,KBW,48.98,44.99,30.0,0.0,VF RIP U-TREUE,1.0
2833,45 - 49,NRW,34.97,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2834,30 - 34,KBW,49.99,34.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2835,65 - 69,NRW,49.99,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2836,55 - 59,NRW,34.98,52.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2837,40 - 44,NRW,29.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2838,35 - 39,NRW,39.99,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2839,35 - 39,KBW,34.99,44.98,30.0,0.0,GIGAZUHAUSE KABEL,1.0
2840,40 - 44,HSN,44.98,37.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2841,35 - 39,NRW,44.98,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2842,35 - 39,NRW,44.98,44.98,30.0,0.0,GIGAZUHAUSE KABEL,0.0
2843,35 - 39,NRW,49.99,47.97,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2844,65 - 69,NRW,34.98,39.97,6.0,1.0,GIGAZUHAUSE KABEL,1.0
2845,65 - 69,NRW,67.99,34.99,30.0,0.0,VF CABLEMAX,1.0
2846,35 - 39,HSN,44.99,34.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2847,40 - 44,NRW,34.99,39.99,30.0,0.0,VF RIP U-TREUE,0.0
2848,50 - 54,NRW,34.96,39.97,30.0,0.0,VF CABLEMAX,1.0
2849,35 - 39,NRW,39.98,44.98,30.0,0.0,GIGAZUHAUSE KABEL,0.0
2850,40 - 44,NRW,39.98,49.99,30.0,0.0,VF CABLEMAX,1.0
2851,25 - 29,NRW,42.98,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2852,30 - 34,KBW,32.98,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2853,30 - 34,NRW,39.98,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2854,25 - 29,HSN,49.98,34.99,30.0,1.0,VF RIP U-TREUE,0.0
2855,50 - 54,NRW,44.98,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2856,40 - 44,NRW,39.99,34.99,30.0,0.0,GIGAZUHAUSE KABEL,0.0
2857,25 - 29,KBW,34.99,44.98,30.0,0.0,VF CABLEMAX,0.0
2858,55 - 59,NRW,34.99,34.99,30.0,0.0,INTERNET,0.0
2859,50 - 54,NRW,34.98,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2860,35 - 39,NRW,44.99,44.98,30.0,0.0,VF CABLEMAX,1.0
2861,60 - 64,NRW,44.99,49.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2862,25 - 29,HSN,34.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2863,40 - 44,KBW,44.98,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2864,40 - 44,KBW,39.99,34.99,30.0,0.0,VF RIP U-TREUE,0.0
2865,30 - 34,KBW,44.97,29.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2866,60 - 64,NRW,34.98,32.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2867,25 - 29,HSN,44.99,24.99,30.0,0.0,VF CABLEMAX,0.0
2868,35 - 39,NRW,42.97,34.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2869,25 - 29,KBW,44.98,37.99,30.0,0.0,VF RIP U-TREUE,1.0
2870,55 - 59,NRW,44.99,49.99,30.0,0.0,GIGAZUHAUSE KABEL,0.0
2871,60 - 64,KBW,34.99,34.98,30.0,0.0,VF CABLEMAX,1.0
2872,35 - 39,KBW,29.98,34.97,30.0,0.0,VF RIP U-TREUE,0.0
2873,60 - 64,NRW,44.98,49.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2874,35 - 39,NRW,44.98,49.99,30.0,0.0,VF CABLEMAX,1.0
2875,40 - 44,NRW,42.98,49.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2876,40 - 44,NRW,44.99,44.99,30.0,0.0,VF RIP U-TREUE,0.0
2877,25 - 29,NRW,32.98,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2878,70 - 74,KBW,39.99,44.98,30.0,0.0,VF RIP U-TREUE,0.0
2879,30 - 34,NRW,49.98,29.99,30.0,0.0,VF RIP U-TREUE,1.0
2880,35 - 39,HSN,39.99,44.97,30.0,0.0,GIGAZUHAUSE KABEL,0.0
2881,60 - 64,KBW,39.98,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2882,35 - 39,NRW,54.98,39.98,30.0,0.0,VF CABLEMAX,1.0
