,region,customer_age_class,basket_package_price_disc,internet_package_price_disc,basket_days_until_contract_end,count_previous_cancellations_0_18,internet_product_name,flag_churn
2521,KBW,35 - 39,44.98,44.98,30.0,0.0,VF CABLEMAX,1.0
2522,NRW,40 - 44,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2523,KBW,30 - 34,49.97,49.97,30.0,0.0,VF CABLEMAX,0.0
2524,KBW,40 - 44,48.97,48.97,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2525,NRW,45 - 49,59.96,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2526,KBW,35 - 39,59.97,44.98,30.0,0.0,VF RIP U-TREUE,0.0
2527,NRW,55 - 59,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2528,HSN,30 - 34,34.99,34.99,30.0,0.0,VF RIP U-TREUE,1.0
2529,NRW,35 - 39,49.97,49.97,30.0,0.0,VF CABLEMAX,1.0
2530,NRW,50 - 54,34.99,34.99,30.0,0.0,GIGAZUHAUSE TREUE C,1.0
2531,HSN,60 - 64,47.97,37.99,30.0,0.0,VF RIP U-TREUE,1.0
2532,HSN,70 - 74,58.98,58.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2533,NRW,55 - 59,74.95,39.98,176.0,0.0,GIGAZUHAUSE KABEL,0.0
2534,KBW,40 - 44,44.98,44.98,30.0,0.0,3PLAY TREUE GENRE,0.0
2535,NRW,65 - 69,47.87,44.88,30.0,0.0,2PLAY PLUS,1.0
2536,NRW,25 - 29,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2537,NRW,35 - 39,49.99,49.99,30.0,0.0,GIGAZUHAUSE KABEL,1.0
2538,NRW,35 - 39,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2539,NRW,55 - 59,47.99,47.99,30.0,0.0,VF RIP U-TREUE,0.0
2540,HSN,25 - 29,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2541,NRW,40 - 44,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2542,NRW,40 - 44,44.98,44.98,30.0,0.0,VF CABLEMAX,1.0
2543,NRW,50 - 54,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2544,NRW,55 - 59,65.87,44.89,30.0,0.0,3PLAY TREUE,0.0
2545,NRW,75 - 79,39.98,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2546,HSN,50 - 54,54.98,54.98,30.0,0.0,GIGAZUHAUSE KABEL,1.0
2547,KBW,30 - 34,29.99,29.99,30.0,0.0,VF RIP U-TREUE,1.0
2548,NRW,35 - 39,24.99,24.99,30.0,0.0,VF RIP U-TREUE,1.0
2549,NRW,45 - 49,63.96,42.97,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2550,NRW,35 - 39,29.99,29.99,30.0,0.0,VF RIP U-TREUE,0.0
2551,KBW,35 - 39,44.98,44.98,30.0,0.0,VF CABLEMAX,0.0
2552,KBW,60 - 64,48.97,48.97,30.0,1.0,RED INTERNET & PHONE CABLE U,0.0
2553,HSN,30 - 34,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2554,HSN,60 - 64,29.99,29.99,30.0,0.0,VF RIP U-TREUE,0.0
2555,KBW,25 - 29,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2556,NRW,55 - 59,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2557,NRW,25 - 29,19.99,19.99,30.0,0.0,EAZY,0.0
2558,KBW,70 - 74,50.86,46.86,30.0,0.0,3PLAY,1.0
2559,NRW,40 - 44,24.99,24.99,30.0,0.0,VF RIP U-TREUE,1.0
2560,KBW,25 - 29,39.98,39.98,30.0,0.0,VF CABLEMAX,1.0
2561,NRW,50 - 54,47.97,47.97,30.0,0.0,VF RIP U-TREUE,1.0
2562,KBW,40 - 44,32.99,32.99,30.0,0.0,VF RIP U-TREUE,0.0
2563,KBW,18 - 24,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2564,NRW,40 - 44,24.99,24.99,221.0,0.0,GIGAZUHAUSE TREUE C,1.0
2565,NRW,30 - 34,29.99,29.99,30.0,0.0,VF RIP U-TREUE,0.0
2566,NRW,35 - 39,62.98,32.99,30.0,0.0,VF RIP U-TREUE,1.0
2567,NRW,40 - 44,39.99,39.99,30.0,0.0,VF RIP U-TREUE,0.0
2568,KBW,25 - 29,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2569,KBW,25 - 29,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2570,NRW,45 - 49,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2571,NRW,40 - 44,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2572,HSN,18 - 24,44.98,44.98,30.0,0.0,VF CABLEMAX,1.0
2573,NRW,45 - 49,42.97,42.97,30.0,0.0,GIGAZUHAUSE KABEL,1.0
2574,HSN,35 - 39,32.97,32.97,30.0,0.0,2PLAY TREUE,1.0
2575,KBW,30 - 34,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2576,HSN,35 - 39,29.99,29.99,30.0,0.0,VF RIP U-TREUE,1.0
2577,KBW,25 - 29,44.98,44.98,30.0,0.0,VF CABLEMAX,0.0
2578,NRW,60 - 64,27.99,27.99,30.0,0.0,VF RIP U-TREUE,1.0
2579,NRW,40 - 44,29.99,29.99,30.0,0.0,VF RIP U-TREUE,0.0
2580,KBW,25 - 29,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2581,KBW,25 - 29,49.97,49.97,30.0,0.0,VF CABLEMAX,1.0
2582,NRW,45 - 49,59.97,39.99,30.0,0.0,VF RIP U-TREUE,0.0
2583,NRW,50 - 54,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2584,KBW,40 - 44,39.98,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2585,NRW,25 - 29,29.99,29.99,30.0,0.0,VF RIP U-TREUE,0.0
2586,KBW,45 - 49,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2587,NRW,75 - 79,49.99,49.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2588,NRW,40 - 44,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2589,KBW,25 - 29,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2590,KBW,35 - 39,44.98,44.98,30.0,0.0,VF CABLEMAX,1.0
2591,HSN,40 - 44,0.0,0.0,30.0,0.0,MMA,0.0
2592,NRW,35 - 39,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2593,HSN,25 - 29,44.98,44.98,30.0,0.0,VF CABLEMAX,1.0
2594,HSN,40 - 44,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2595,NRW,35 - 39,39.98,39.98,30.0,0.0,GIGAZUHAUSE KABEL,1.0
2596,NRW,25 - 29,24.99,24.99,30.0,0.0,INTERNET COMFORT,1.0
2597,KBW,35 - 39,39.98,39.98,309.0,0.0,GIGAZUHAUSE KABEL,1.0
2598,NRW,30 - 34,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2599,NRW,55 - 59,39.99,39.99,30.0,0.0,VF RIP U-TREUE,1.0
2600,NRW,25 - 29,39.98,39.98,143.0,0.0,GIGAZUHAUSE TREUE B,0.0
2601,NRW,30 - 34,39.98,39.98,108.0,0.0,GIGAZUHAUSE KABEL,0.0
2602,KBW,55 - 59,70.97,54.98,30.0,0.0,VF RIP U-TREUE,0.0
2603,NRW,30 - 34,29.99,29.99,136.0,0.0,GIGAZUHAUSE TREUE C,0.0
2604,KBW,18 - 24,49.99,49.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2605,NRW,30 - 34,29.99,29.99,30.0,0.0,VF RIP U-TREUE,1.0
2606,NRW,30 - 34,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2607,NRW,30 - 34,49.99,49.99,30.0,0.0,GIGAZUHAUSE TREUE C,1.0
2608,KBW,25 - 29,44.98,44.98,30.0,0.0,VF CABLEMAX,0.0
2609,KBW,35 - 39,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2610,NRW,35 - 39,37.78,37.78,30.0,0.0,GIGAZUHAUSE KABEL,1.0
2611,HSN,60 - 64,44.98,44.98,30.0,0.0,VF CABLEMAX,0.0
2612,NRW,18 - 24,38.98,38.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2613,KBW,35 - 39,44.98,44.98,30.0,0.0,VF CABLEMAX,0.0
2614,KBW,25 - 29,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2615,NRW,40 - 44,42.98,42.98,30.0,0.0,VF RIP U-TREUE,1.0
2616,HSN,25 - 29,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2617,KBW,65 - 69,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2618,KBW,60 - 64,29.99,29.99,30.0,0.0,VF RIP U-TREUE,0.0
2619,HSN,25 - 29,44.99,44.99,277.0,0.0,GIGAZUHAUSE KABEL,0.0
2620,KBW,40 - 44,29.99,29.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2621,KBW,30 - 34,49.97,49.97,30.0,0.0,VF CABLEMAX,0.0
2622,NRW,25 - 29,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2623,KBW,80 and over,49.98,49.98,30.0,0.0,VF RIP U-TREUE,0.0
2624,NRW,25 - 29,44.98,44.98,30.0,0.0,VF CABLEMAX,0.0
2625,NRW,25 - 29,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2626,NRW,30 - 34,59.98,59.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2627,NRW,35 - 39,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2628,KBW,60 - 64,65.97,44.98,30.0,0.0,VF CABLEMAX,0.0
2629,NRW,40 - 44,57.97,44.98,30.0,0.0,VF CABLEMAX,0.0
2630,NRW,25 - 29,39.99,39.99,30.0,0.0,VF RIP U-TREUE,1.0
2631,NRW,40 - 44,39.98,39.98,30.0,0.0,GIGAZUHAUSE KABEL,1.0
2632,HSN,35 - 39,39.99,39.99,30.0,0.0,VF RIP U-TREUE,1.0
2633,HSN,30 - 34,24.99,24.99,30.0,0.0,INTERNET COMFORT,0.0
2634,NRW,80 and over,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2635,KBW,18 - 24,47.98,47.98,30.0,0.0,GIGAZUHAUSE KABEL,0.0
2636,NRW,45 - 49,54.99,54.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2637,KBW,30 - 34,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2638,NRW,35 - 39,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2639,NRW,35 - 39,53.98,53.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2640,NRW,55 - 59,59.99,59.99,30.0,0.0,GIGAZUHAUSE KABEL,1.0
2641,KBW,40 - 44,49.99,49.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2642,NRW,50 - 54,45.86,45.86,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2643,NRW,35 - 39,39.98,39.98,30.0,0.0,VF CABLEMAX,1.0
2644,KBW,30 - 34,62.98,62.98,30.0,0.0,GIGAZUHAUSE KABEL,1.0
2645,NRW,70 - 74,54.96,34.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2646,KBW,40 - 44,44.98,44.98,30.0,0.0,VF RIP U-TREUE,1.0
2647,NRW,70 - 74,57.98,37.99,30.0,0.0,VF RIP U-TREUE,1.0
2648,NRW,30 - 34,49.99,49.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2649,KBW,25 - 29,44.98,44.98,30.0,0.0,VF CABLEMAX,0.0
2650,NRW,25 - 29,49.99,49.99,30.0,0.0,GIGAZUHAUSE KABEL,0.0
2651,NRW,60 - 64,59.98,59.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2652,HSN,55 - 59,49.97,49.97,30.0,0.0,VF CABLEMAX,0.0
2653,NRW,25 - 29,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2654,NRW,60 - 64,29.99,29.99,30.0,0.0,VF RIP U-TREUE,1.0
2655,NRW,35 - 39,42.97,42.97,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2656,NRW,30 - 34,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2657,KBW,35 - 39,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2658,HSN,40 - 44,39.99,39.99,30.0,0.0,VF RIP U-TREUE,0.0
2659,KBW,60 - 64,44.98,44.98,30.0,0.0,VF RIP U-TREUE,0.0
2660,HSN,25 - 29,47.98,37.99,254.0,0.0,GIGAZUHAUSE TREUE B,1.0
2661,KBW,25 - 29,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2662,NRW,65 - 69,71.96,32.99,30.0,0.0,VF RIP U-TREUE,1.0
2663,NRW,75 - 79,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2664,HSN,35 - 39,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2665,NRW,45 - 49,39.98,39.98,699.0,0.0,GIGAZUHAUSE TREUE B,0.0
2666,KBW,45 - 49,49.99,49.99,30.0,0.0,GIGAZUHAUSE KABEL,0.0
2667,HSN,40 - 44,38.97,38.97,30.0,0.0,GIGAZUHAUSE KABEL,1.0
2668,HSN,65 - 69,29.98,29.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2669,NRW,65 - 69,29.99,29.99,30.0,0.0,VF RIP U-TREUE,0.0
2670,KBW,25 - 29,54.99,54.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2671,KBW,35 - 39,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2672,KBW,65 - 69,37.99,37.99,30.0,0.0,VF RIP U-TREUE,1.0
2673,KBW,35 - 39,49.99,49.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2674,HSN,45 - 49,53.96,32.99,30.0,0.0,VF RIP U-TREUE,0.0
2675,KBW,35 - 39,44.99,44.99,30.0,0.0,VF RIP U-TREUE,1.0
2676,NRW,35 - 39,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2677,HSN,25 - 29,39.99,39.99,30.0,0.0,VF RIP U-TREUE,0.0
2678,KBW,30 - 34,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2679,HSN,35 - 39,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2680,NRW,18 - 24,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2681,KBW,50 - 54,24.99,24.99,30.0,0.0,INTERNET COMFORT,0.0
2682,NRW,75 - 79,29.99,29.99,30.0,0.0,VF RIP U-TREUE,0.0
2683,NRW,70 - 74,58.98,58.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2684,KBW,65 - 69,71.43,50.43,30.0,0.0,GIGAZUHAUSE KABEL,0.0
2685,KBW,30 - 34,42.98,42.98,30.0,0.0,VF RIP U-TREUE,0.0
2686,NRW,70 - 74,49.97,49.97,30.0,0.0,VF CABLEMAX,0.0
2687,KBW,30 - 34,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2688,NRW,40 - 44,32.99,32.99,30.0,0.0,VF RIP U-TREUE,1.0
2689,NRW,40 - 44,29.99,29.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2690,HSN,40 - 44,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2691,KBW,70 - 74,49.97,49.97,30.0,0.0,VF CABLEMAX,0.0
2692,KBW,45 - 49,54.99,54.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2693,HSN,30 - 34,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2694,NRW,70 - 74,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2695,KBW,30 - 34,29.99,29.99,142.0,0.0,GIGAZUHAUSE TREUE C,0.0
2696,KBW,65 - 69,64.97,44.98,30.0,0.0,VF CABLEMAX,0.0
2697,KBW,55 - 59,29.99,29.99,30.0,0.0,VF RIP U-TREUE,0.0
2698,KBW,35 - 39,49.97,49.97,30.0,0.0,VF CABLEMAX,0.0
2699,KBW,35 - 39,37.99,37.99,30.0,0.0,VF RIP U-TREUE,0.0
2700,NRW,45 - 49,29.99,29.99,30.0,0.0,VF RIP U-TREUE,1.0
2701,NRW,25 - 29,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2702,NRW,30 - 34,49.99,49.99,30.0,0.0,GIGAZUHAUSE KABEL,1.0
2703,NRW,80 and over,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2704,KBW,30 - 34,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2705,KBW,35 - 39,49.97,49.97,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2706,KBW,35 - 39,29.99,29.99,30.0,0.0,VF RIP U-TREUE,0.0
2707,NRW,60 - 64,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2708,NRW,25 - 29,32.99,32.99,30.0,0.0,VF RIP U-TREUE,1.0
2709,NRW,50 - 54,24.99,24.99,30.0,0.0,VF RIP U-TREUE,1.0
2710,NRW,35 - 39,29.99,29.99,30.0,0.0,VF RIP U-TREUE,1.0
2711,KBW,50 - 54,68.95,47.96,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2712,NRW,70 - 74,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2713,HSN,65 - 69,39.99,39.99,30.0,0.0,VF RIP U-TREUE,0.0
2714,KBW,60 - 64,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2715,NRW,40 - 44,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2716,NRW,60 - 64,47.99,47.99,30.0,0.0,VF RIP U-TREUE,1.0
2717,KBW,25 - 29,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2718,NRW,35 - 39,29.99,29.99,30.0,0.0,VF RIP U-TREUE,0.0
2719,KBW,30 - 34,29.99,29.99,30.0,0.0,VF RIP U-TREUE,1.0
2720,NRW,60 - 64,29.99,29.99,30.0,0.0,INTERNET PREMIUM,0.0
2721,NRW,35 - 39,49.99,49.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2722,HSN,30 - 34,59.99,59.99,140.0,0.0,GIGAZUHAUSE KABEL,0.0
2723,NRW,50 - 54,29.99,29.99,30.0,0.0,VF RIP U-TREUE,1.0
2724,NRW,30 - 34,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2725,NRW,18 - 24,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2726,NRW,35 - 39,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2727,NRW,30 - 34,49.97,29.99,30.0,0.0,VF RIP U-TREUE,0.0
2728,HSN,30 - 34,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2729,NRW,50 - 54,53.98,53.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2730,HSN,25 - 29,54.99,54.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2731,KBW,25 - 29,44.98,44.98,30.0,0.0,VF CABLEMAX,1.0
2732,HSN,35 - 39,53.98,53.98,30.0,0.0,VF RIP U-TREUE,0.0
2733,NRW,60 - 64,72.96,67.96,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2734,KBW,25 - 29,54.99,54.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2735,NRW,40 - 44,24.99,24.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2736,KBW,35 - 39,39.98,39.98,30.0,0.0,VF CABLEMAX,0.0
2737,KBW,45 - 49,189.96,189.96,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2738,NRW,65 - 69,34.99,34.99,30.0,0.0,VF RIP U-TREUE,0.0
2739,NRW,55 - 59,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2740,KBW,30 - 34,37.99,37.99,30.0,0.0,VF RIP U-TREUE,1.0
2741,KBW,25 - 29,27.99,27.99,659.0,0.0,GIGAZUHAUSE TREUE B,0.0
2742,KBW,30 - 34,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2743,HSN,50 - 54,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2744,HSN,60 - 64,78.94,57.97,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2745,HSN,60 - 64,27.99,27.99,30.0,0.0,VF RIP U-TREUE,0.0
2746,NRW,70 - 74,70.98,39.99,30.0,0.0,VF RIP U-TREUE,1.0
2747,KBW,35 - 39,0.0,0.0,30.0,0.0,MMA,0.0
2748,KBW,25 - 29,49.99,49.99,30.0,0.0,GIGAZUHAUSE KABEL,0.0
2749,HSN,45 - 49,49.99,49.99,30.0,0.0,GIGAZUHAUSE KABEL,1.0
2750,NRW,60 - 64,73.97,52.98,30.0,0.0,VF RIP U-TREUE,0.0
2751,NRW,80 and over,54.99,54.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2752,NRW,70 - 74,58.98,58.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2753,NRW,40 - 44,19.99,19.99,30.0,0.0,EAZY,0.0
2754,KBW,30 - 34,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2755,NRW,60 - 64,47.99,47.99,30.0,0.0,VF RIP U-TREUE,1.0
2756,KBW,30 - 34,39.99,39.99,30.0,0.0,VF RIP U-TREUE,1.0
2757,NRW,45 - 49,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2758,NRW,35 - 39,42.97,42.97,30.0,0.0,3PLAY START,0.0
2759,NRW,40 - 44,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2760,NRW,75 - 79,44.97,44.97,30.0,0.0,GIGAZUHAUSE KABEL,0.0
2761,NRW,80 and over,37.97,37.97,30.0,0.0,GIGAZUHAUSE TREUE D,0.0
2762,KBW,70 - 74,42.98,42.98,30.0,0.0,VF RIP U-TREUE,1.0
2763,NRW,25 - 29,54.98,54.98,133.0,0.0,GIGAZUHAUSE KABEL,1.0
2764,NRW,25 - 29,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2765,NRW,60 - 64,44.97,44.97,30.0,0.0,VF CABLEMAX,0.0
2766,NRW,30 - 34,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2767,NRW,80 and over,29.99,29.99,30.0,0.0,VF RIP U-TREUE,1.0
2768,NRW,30 - 34,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2769,NRW,25 - 29,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2770,HSN,50 - 54,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2771,NRW,30 - 34,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2772,NRW,35 - 39,39.99,39.99,30.0,0.0,VF RIP U-TREUE,1.0
2773,NRW,65 - 69,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2774,NRW,65 - 69,39.98,39.98,30.0,0.0,GIGAZUHAUSE KABEL,0.0
2775,NRW,40 - 44,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2776,NRW,30 - 34,44.99,44.99,318.0,0.0,GIGAZUHAUSE KABEL,1.0
2777,KBW,25 - 29,67.99,47.99,30.0,0.0,VF RIP U-TREUE,1.0
2778,KBW,45 - 49,53.98,53.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2779,NRW,55 - 59,54.99,54.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2780,HSN,70 - 74,54.98,54.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2781,NRW,50 - 54,42.98,42.98,30.0,0.0,2PLAY PLUS,1.0
2782,HSN,40 - 44,42.98,42.98,30.0,0.0,VF RIP U-TREUE,0.0
2783,NRW,25 - 29,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2784,HSN,65 - 69,44.98,44.98,30.0,0.0,VF CABLEMAX,1.0
2785,NRW,25 - 29,49.99,49.99,30.0,0.0,VF RIP U-TREUE,1.0
2786,NRW,30 - 34,42.97,42.97,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2787,NRW,25 - 29,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2788,NRW,30 - 34,44.98,44.98,30.0,0.0,VF CABLEMAX,1.0
2789,NRW,30 - 34,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2790,NRW,60 - 64,70.97,39.99,30.0,0.0,VF CABLEMAX,0.0
2791,HSN,70 - 74,42.97,42.97,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2792,KBW,30 - 34,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2793,NRW,45 - 49,42.98,34.99,30.0,0.0,VF RIP U-TREUE,0.0
2794,KBW,40 - 44,49.97,49.97,30.0,0.0,VF RIP U-TREUE,1.0
2795,KBW,35 - 39,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2796,KBW,35 - 39,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2797,KBW,30 - 34,39.99,39.99,30.0,0.0,VF RIP U-TREUE,1.0
2798,NRW,25 - 29,44.98,44.98,30.0,0.0,VF CABLEMAX,1.0
2799,NRW,40 - 44,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2800,HSN,35 - 39,29.99,29.99,30.0,0.0,VF RIP U-TREUE,0.0
2801,NRW,70 - 74,30.0,30.88,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2802,HSN,55 - 59,29.98,29.99,30.0,0.0,GIGAZUHAUSE TREUE C,1.0
2803,NRW,80 and over,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2804,NRW,35 - 39,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2805,HSN,80 and over,29.99,29.99,30.0,0.0,VF RIP U-TREUE,0.0
2806,KBW,65 - 69,49.98,49.98,30.0,2.0,TREUEPLUS,0.0
2807,NRW,55 - 59,32.99,32.99,30.0,0.0,VF RIP U-TREUE,0.0
2808,KBW,45 - 49,42.98,42.98,30.0,0.0,VF RIP U-TREUE,1.0
2809,KBW,75 - 79,55.96,39.98,30.0,0.0,GIGAZUHAUSE KABEL,1.0
2810,NRW,35 - 39,44.98,44.98,30.0,0.0,VF CABLEMAX,1.0
2811,KBW,65 - 69,49.98,39.99,30.0,0.0,VF RIP U-TREUE,0.0
