,customer_age_class,region,basket_package_price_disc,internet_package_price_disc,basket_days_until_contract_end,count_previous_cancellations_0_18,internet_product_name,flag_churn
2257,50 - 54,HSN,49.97,39.99,30.0,0.0,VF CABLEMAX,1.0
2258,25 - 29,NRW,39.98,39.99,30.0,0.0,GIGAZUHAUSE TREUE B,0.0
2259,60 - 64,NRW,34.97,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2260,30 - 34,NRW,44.97,39.99,30.0,0.0,VF RIP U-TREUE,1.0
2261,35 - 39,KBW,49.98,44.99,30.0,0.0,VF CABLEMAX,1.0
2262,70 - 74,NRW,39.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2263,35 - 39,NRW,34.99,34.99,30.0,0.0,VF CABLEMAX,1.0
2264,35 - 39,NRW,39.98,39.99,30.0,0.0,VF RIP U-TREUE,0.0
2265,40 - 44,NRW,49.98,39.98,30.0,0.0,VF RIP U-TREUE,0.0
2266,40 - 44,KBW,34.94,29.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2267,25 - 29,KBW,39.99,34.98,30.0,0.0,VF RIP U-TREUE,1.0
2268,35 - 39,NRW,34.97,44.98,30.0,0.0,VF CABLEMAX,0.0
2269,25 - 29,NRW,44.97,29.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2270,40 - 44,NRW,39.99,32.99,30.0,0.0,GIGAZUHAUSE KABEL,0.0
2271,45 - 49,KBW,49.98,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2272,45 - 49,KBW,39.99,39.99,30.0,0.0,VF CABLEMAX,1.0
2273,40 - 44,NRW,49.98,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2274,80 and over,NRW,44.98,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2275,40 - 44,KBW,44.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2276,50 - 54,KBW,44.97,42.99,30.0,0.0,VF CABLEMAX,1.0
2277,35 - 39,NRW,44.98,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2278,40 - 44,HSN,44.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2279,40 - 44,NRW,39.99,34.98,30.0,0.0,VF RIP U-TREUE,0.0
2280,30 - 34,NRW,44.99,54.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2281,35 - 39,NRW,44.98,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2282,40 - 44,KBW,39.99,54.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2283,55 - 59,NRW,44.98,29.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2284,45 - 49,NRW,39.97,44.98,30.0,0.0,VF CABLEMAX,1.0
2285,55 - 59,NRW,44.99,49.98,30.0,0.0,VF CABLEMAX,1.0
2286,60 - 64,NRW,39.99,34.97,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2287,40 - 44,KBW,49.99,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2288,50 - 54,KBW,49.97,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2289,65 - 69,KBW,44.99,49.99,30.0,0.0,VF RIP U-TREUE,1.0
2290,55 - 59,NRW,39.97,42.98,30.0,0.0,GIGAZUHAUSE KABEL,0.0
2291,60 - 64,KBW,44.99,34.97,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2292,45 - 49,KBW,34.99,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2293,40 - 44,HSN,34.99,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2294,35 - 39,NRW,44.98,32.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2295,50 - 54,NRW,49.99,39.99,30.0,0.0,VF RIP U-TREUE,1.0
2296,25 - 29,NRW,44.98,49.99,30.0,0.0,VF RIP U-TREUE,0.0
2297,40 - 44,NRW,44.98,39.98,30.0,0.0,VF CABLEMAX,1.0
2298,35 - 39,NRW,42.98,44.99,30.0,0.0,VF CABLEMAX,0.0
2299,35 - 39,KBW,34.99,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2300,40 - 44,NRW,44.98,39.98,30.0,0.0,VF CABLEMAX,1.0
2301,35 - 39,NRW,39.99,34.98,30.0,0.0,VF RIP U-TREUE,1.0
2302,25 - 29,HSN,44.99,34.98,30.0,0.0,VF RIP U-TREUE,0.0
2303,35 - 39,NRW,34.99,44.98,30.0,0.0,VF RIP U-TREUE,1.0
2304,35 - 39,HSN,34.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2305,55 - 59,KBW,34.99,34.99,30.0,0.0,VF CABLEMAX,1.0
2307,40 - 44,NRW,42.98,39.99,30.0,0.0,VF RIP U-TREUE,0.0
2308,35 - 39,NRW,39.99,44.99,30.0,0.0,VF CABLEMAX,0.0
2309,35 - 39,KBW,37.98,29.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2310,45 - 49,NRW,44.97,44.99,30.0,0.0,GIGAZUHAUSE KABEL,0.0
2311,30 - 34,NRW,49.98,44.99,30.0,0.0,VF CABLEMAX,1.0
2312,25 - 29,KBW,29.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2313,40 - 44,NRW,44.98,29.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2314,70 - 74,HSN,29.96,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2315,60 - 64,NRW,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2316,30 - 34,NRW,62.99,49.99,30.0,0.0,GIGAZUHAUSE KABEL,1.0
2317,50 - 54,KBW,44.97,44.98,30.0,0.0,VF RIP U-TREUE,0.0
2318,50 - 54,KBW,44.99,34.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2319,35 - 39,HSN,39.98,44.98,30.0,0.0,GIGAZUHAUSE KABEL,0.0
2320,30 - 34,HSN,39.98,49.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2321,45 - 49,KBW,39.98,49.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2322,60 - 64,NRW,34.98,34.99,30.0,1.0,RED INTERNET & PHONE CABLE U,1.0
2323,25 - 29,KBW,34.98,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2324,40 - 44,NRW,34.97,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2325,35 - 39,HSN,34.99,49.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2326,35 - 39,NRW,44.98,54.99,30.0,0.0,VF CABLEMAX,0.0
2327,40 - 44,NRW,39.99,42.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2328,25 - 29,NRW,34.98,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2329,35 - 39,NRW,69.99,34.99,30.0,0.0,GIGAZUHAUSE KABEL,1.0
2330,35 - 39,KBW,44.98,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2331,35 - 39,KBW,44.99,49.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2332,35 - 39,HSN,44.99,44.99,30.0,0.0,VF CABLEMAX,1.0
2333,30 - 34,NRW,34.97,44.97,30.0,0.0,GIGAZUHAUSE KABEL,0.0
2334,35 - 39,NRW,44.99,44.98,30.0,0.0,VF RIP U-TREUE,1.0
2335,45 - 49,NRW,34.97,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2336,30 - 34,KBW,39.97,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2337,50 - 54,NRW,34.99,49.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2338,25 - 29,NRW,39.99,49.98,30.0,0.0,VF CABLEMAX,0.0
2339,55 - 59,KBW,29.98,34.99,30.0,0.0,VF RIP U-TREUE,1.0
2340,35 - 39,NRW,29.98,44.99,30.0,0.0,VF RIP U-TREUE,1.0
2341,55 - 59,NRW,39.99,42.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2342,35 - 39,NRW,44.98,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2343,30 - 34,KBW,32.97,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2344,45 - 49,NRW,34.99,44.97,30.0,0.0,VF RIP U-TREUE,0.0
2345,25 - 29,HSN,49.98,52.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2346,35 - 39,HSN,39.98,44.99,30.0,0.0,VF RIP U-TREUE,1.0
2347,35 - 39,HSN,39.98,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2348,40 - 44,NRW,44.99,44.99,30.0,0.0,GIGAZUHAUSE KABEL,0.0
2349,30 - 34,KBW,39.99,44.98,30.0,0.0,VF CABLEMAX,0.0
2350,55 - 59,NRW,44.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2351,50 - 54,KBW,34.99,34.99,30.0,0.0,VF RIP U-TREUE,0.0
2352,35 - 39,HSN,39.98,29.99,30.0,0.0,VF RIP U-TREUE,0.0
2353,25 - 29,NRW,39.99,49.99,30.0,0.0,GIGAZUHAUSE KABEL,1.0
2354,50 - 54,NRW,39.98,49.99,30.0,0.0,VF RIP U-TREUE,1.0
2355,40 - 44,KBW,49.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2356,55 - 59,NRW,34.98,34.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2357,55 - 59,NRW,39.99,39.99,30.0,0.0,VF CABLEMAX,0.0
2358,30 - 34,KBW,34.99,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2359,40 - 44,KBW,44.99,44.98,30.0,0.0,GIGAZUHAUSE KABEL,0.0
2360,70 - 74,NRW,44.98,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2361,35 - 39,HSN,44.98,39.97,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2362,80 and over,KBW,44.98,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2363,70 - 74,NRW,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2364,25 - 29,NRW,39.98,39.99,30.0,0.0,GIGAZUHAUSE KABEL,1.0
2365,30 - 34,NRW,44.98,34.99,30.0,0.0,VF RIP U-TREUE,1.0
2366,50 - 54,NRW,45.98,49.98,30.0,0.0,VF CABLEMAX,1.0
2367,30 - 34,NRW,34.98,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2368,70 - 74,KBW,34.99,44.97,30.0,0.0,VF RIP U-TREUE,1.0
2369,25 - 29,NRW,34.99,44.99,30.0,0.0,VF CABLEMAX,1.0
2370,30 - 34,KBW,49.99,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2371,50 - 54,NRW,39.98,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2372,30 - 34,NRW,32.99,39.99,30.0,0.0,VF CABLEMAX,1.0
2373,35 - 39,NRW,44.99,39.98,30.0,0.0,VF CABLEMAX,0.0
2374,55 - 59,NRW,39.98,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2375,35 - 39,KBW,34.97,44.98,30.0,0.0,GIGAZUHAUSE TREUE C,0.0
2376,55 - 59,NRW,44.98,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2377,25 - 29,KBW,64.98,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2378,40 - 44,NRW,34.98,29.98,30.0,0.0,GIGAZUHAUSE KABEL,1.0
2379,35 - 39,NRW,39.98,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2380,35 - 39,KBW,37.97,39.99,30.0,0.0,GIGAZUHAUSE KABEL,1.0
2381,35 - 39,NRW,44.97,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2382,25 - 29,KBW,39.98,34.97,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2383,25 - 29,KBW,42.99,34.96,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2384,35 - 39,KBW,39.99,39.99,30.0,0.0,VF RIP U-TREUE,0.0
2385,35 - 39,HSN,34.97,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2386,25 - 29,NRW,39.98,39.98,30.0,0.0,GIGAZUHAUSE KABEL,0.0
2387,40 - 44,NRW,39.99,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2388,35 - 39,NRW,34.99,34.98,30.0,0.0,VF RIP U-TREUE,0.0
2389,70 - 74,NRW,44.99,39.99,30.0,0.0,VF CABLEMAX,0.0
2390,30 - 34,KBW,42.97,42.97,30.0,0.0,GIGAZUHAUSE KABEL,0.0
2391,40 - 44,HSN,54.97,34.99,30.0,0.0,GIGAZUHAUSE KABEL,0.0
2392,60 - 64,KBW,39.98,34.96,30.0,0.0,GIGAZUHAUSE CABLEMAX EB,0.0
2393,25 - 29,HSN,49.97,34.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2394,35 - 39,KBW,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2395,35 - 39,NRW,29.97,39.99,30.0,0.0,GIGAZUHAUSE KABEL,1.0
2396,35 - 39,NRW,34.98,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2397,40 - 44,KBW,34.99,29.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2398,50 - 54,KBW,44.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2399,25 - 29,NRW,39.99,44.99,30.0,0.0,VF CABLEMAX,1.0
2400,55 - 59,KBW,44.98,34.99,30.0,0.0,GIGAZUHAUSE KABEL,0.0
2401,35 - 39,KBW,54.99,44.97,30.0,0.0,GIGAZUHAUSE KABEL,1.0
2402,25 - 29,NRW,42.99,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2403,25 - 29,NRW,34.96,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2404,70 - 74,NRW,34.99,49.99,30.0,0.0,VF CABLEMAX,0.0
2405,40 - 44,NRW,34.97,44.98,30.0,0.0,VF RIP U-TREUE,0.0
2406,30 - 34,KBW,39.99,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2407,25 - 29,KBW,34.99,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2408,60 - 64,NRW,39.99,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2409,25 - 29,KBW,34.98,44.98,30.0,0.0,GIGAZUHAUSE KABEL,1.0
2410,30 - 34,HSN,44.98,59.99,6.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2411,60 - 64,KBW,44.99,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2412,35 - 39,KBW,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2413,55 - 59,KBW,49.99,49.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2414,35 - 39,HSN,39.99,39.99,30.0,0.0,VF CABLEMAX,1.0
2415,35 - 39,KBW,39.98,45.98,30.0,0.0,GIGAZUHAUSE KABEL,0.0
2416,25 - 29,NRW,39.98,34.97,30.0,0.0,VF CABLEMAX,1.0
2417,30 - 34,NRW,34.99,34.97,30.0,1.0,RED INTERNET & PHONE CABLE U,1.0
2418,30 - 34,KBW,44.99,32.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2419,40 - 44,KBW,44.98,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2420,35 - 39,KBW,34.98,44.99,30.0,0.0,VF RIP U-TREUE,1.0
2421,40 - 44,NRW,44.99,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2422,50 - 54,KBW,39.99,39.98,30.0,0.0,GIGAZUHAUSE KABEL,0.0
2423,55 - 59,KBW,34.99,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2424,35 - 39,KBW,39.98,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2425,35 - 39,KBW,39.98,39.97,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2426,25 - 29,NRW,40.98,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2427,35 - 39,HSN,39.99,49.98,30.0,0.0,VF CABLEMAX,1.0
2428,55 - 59,NRW,54.99,29.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2429,35 - 39,NRW,44.98,39.97,30.0,0.0,VF RIP U-TREUE,1.0
2430,60 - 64,NRW,39.99,54.98,30.0,0.0,VF RIP U-TREUE,0.0
2431,40 - 44,NRW,32.99,34.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2432,50 - 54,HSN,39.98,39.98,30.0,0.0,VF CABLEMAX,0.0
2433,35 - 39,NRW,39.99,29.98,30.0,0.0,VF RIP U-TREUE,1.0
2434,35 - 39,KBW,39.99,39.98,30.0,0.0,VF RIP U-TREUE,0.0
2435,40 - 44,HSN,29.99,49.97,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2436,25 - 29,NRW,44.99,44.97,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2437,30 - 34,KBW,44.98,29.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2438,35 - 39,KBW,39.99,42.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2439,35 - 39,NRW,37.99,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2440,35 - 39,NRW,32.99,49.98,30.0,0.0,VF CABLEMAX,1.0
2441,55 - 59,HSN,44.99,49.99,30.0,0.0,VF RIP U-TREUE,0.0
2442,30 - 34,KBW,44.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2443,30 - 34,KBW,37.98,37.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2444,35 - 39,HSN,44.98,29.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2445,45 - 49,NRW,44.99,49.97,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2446,45 - 49,KBW,39.99,32.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2447,55 - 59,NRW,39.99,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2448,55 - 59,KBW,39.97,37.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2449,30 - 34,NRW,34.98,49.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2450,35 - 39,NRW,44.98,34.99,30.0,0.0,GIGAZUHAUSE KABEL,0.0
2451,18 - 24,NRW,39.99,44.98,30.0,0.0,VF RIP U-TREUE,0.0
2452,35 - 39,NRW,34.99,29.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2453,30 - 34,NRW,34.99,39.98,30.0,0.0,2PLAY,1.0
2454,45 - 49,KBW,49.97,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2455,25 - 29,NRW,39.98,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2456,40 - 44,NRW,39.99,39.98,30.0,0.0,VF RIP U-TREUE,0.0
2457,35 - 39,NRW,39.99,39.99,30.0,0.0,GIGAZUHAUSE KABEL,1.0
2458,30 - 34,NRW,44.98,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2459,40 - 44,HSN,44.98,54.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2460,35 - 39,HSN,44.98,39.99,30.0,0.0,VF RIP U-TREUE,0.0
2461,40 - 44,NRW,49.98,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2462,30 - 34,HSN,44.99,44.99,30.0,0.0,VF CABLEMAX,0.0
2463,35 - 39,NRW,44.99,44.99,30.0,0.0,VF RIP U-TREUE,1.0
2464,35 - 39,KBW,44.99,44.99,30.0,0.0,VF CABLEMAX,0.0
2465,40 - 44,KBW,44.99,39.98,30.0,0.0,VF CABLEMAX,1.0
2466,80 and over,NRW,34.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2467,40 - 44,KBW,39.97,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2468,40 - 44,KBW,37.99,34.99,30.0,0.0,VF CABLEMAX,0.0
2469,40 - 44,KBW,49.99,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2470,45 - 49,NRW,39.96,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2471,40 - 44,KBW,39.99,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2472,18 - 24,NRW,44.98,44.42,30.0,0.0,GIGAZUHAUSE KABEL,0.0
2473,40 - 44,NRW,29.99,39.99,30.0,0.0,VF RIP U-TREUE,1.0
2474,30 - 34,KBW,29.99,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2475,80 and over,NRW,44.97,54.99,30.0,0.0,VF RIP U-TREUE,1.0
2476,35 - 39,NRW,44.97,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2477,35 - 39,NRW,39.99,44.98,30.0,0.0,VF RIP U-TREUE,0.0
2478,30 - 34,NRW,34.98,34.98,30.0,0.0,GIGAZUHAUSE KABEL,1.0
2479,25 - 29,KBW,42.99,39.97,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2480,55 - 59,NRW,24.98,42.98,30.0,0.0,VF CABLEMAX,1.0
2481,50 - 54,NRW,44.99,44.99,30.0,0.0,VF CABLEMAX,0.0
2482,25 - 29,NRW,39.99,44.99,30.0,0.0,VF CABLEMAX,1.0
2483,40 - 44,NRW,54.98,45.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2484,55 - 59,NRW,39.98,44.98,30.0,0.0,VF RIP U-TREUE,0.0
2485,18 - 24,NRW,34.99,39.98,30.0,0.0,VF CABLEMAX,0.0
2486,65 - 69,KBW,44.98,49.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2487,30 - 34,NRW,39.97,29.97,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2488,40 - 44,NRW,39.99,42.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2489,35 - 39,HSN,29.98,34.97,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2490,55 - 59,KBW,44.99,44.99,30.0,0.0,VF RIP U-TREUE,0.0
2491,40 - 44,KBW,34.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2492,25 - 29,NRW,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2493,35 - 39,KBW,44.99,34.97,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2494,25 - 29,KBW,39.99,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2495,80 and over,KBW,39.96,0.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2496,35 - 39,NRW,34.99,44.98,30.0,0.0,VF RIP U-TREUE,0.0
2497,60 - 64,NRW,29.98,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2498,30 - 34,KBW,34.99,24.99,30.0,0.0,VF CABLEMAX,1.0
2499,25 - 29,NRW,39.98,34.99,30.0,0.0,VF RIP U-TREUE,1.0
2500,60 - 64,HSN,39.99,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2501,40 - 44,KBW,44.98,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2502,35 - 39,KBW,44.98,34.98,30.0,0.0,VF CABLEMAX,1.0
2503,50 - 54,NRW,34.99,34.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2504,55 - 59,KBW,49.99,49.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2505,45 - 49,HSN,39.98,42.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2506,50 - 54,NRW,39.99,49.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2507,25 - 29,NRW,34.99,44.98,30.0,0.0,VF RIP U-TREUE,1.0
2508,80 and over,KBW,34.99,49.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2509,40 - 44,NRW,42.99,44.98,30.0,0.0,VF CABLEMAX,0.0
2510,70 - 74,NRW,24.99,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2511,30 - 34,NRW,44.99,49.98,30.0,0.0,GIGAZUHAUSE KABEL,1.0
2512,40 - 44,KBW,39.99,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2513,18 - 24,NRW,37.99,34.98,30.0,0.0,VF RIP U-TREUE,1.0
2514,55 - 59,KBW,39.97,37.99,30.0,0.0,GIGAZUHAUSE KABEL,1.0
2515,45 - 49,HSN,34.97,44.99,30.0,0.0,VF CABLEMAX,1.0
2516,25 - 29,NRW,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2517,60 - 64,NRW,29.99,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2518,30 - 34,NRW,49.98,44.98,30.0,0.0,VF CABLEMAX,0.0
2519,30 - 34,KBW,39.98,44.98,30.0,0.0,VF CABLEMAX,0.0
2520,40 - 44,KBW,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2521,65 - 69,NRW,44.97,29.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2522,55 - 59,HSN,37.98,39.97,30.0,0.0,VF RIP U-TREUE,1.0
2523,35 - 39,KBW,44.99,44.99,30.0,0.0,GIGAZUHAUSE KABEL,0.0
2524,25 - 29,KBW,44.99,49.96,30.0,0.0,GIGAZUHAUSE KABEL,0.0
2525,30 - 34,KBW,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2526,50 - 54,NRW,44.98,32.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2527,40 - 44,NRW,39.98,49.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2528,35 - 39,NRW,39.99,44.97,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2529,60 - 64,NRW,49.98,52.98,30.0,0.0,GIGAZUHAUSE KABEL,0.0
2530,30 - 34,NRW,44.99,44.98,30.0,0.0,VF CABLEMAX,1.0
2531,50 - 54,KBW,39.97,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2532,35 - 39,KBW,39.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2533,35 - 39,NRW,34.97,49.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2534,30 - 34,KBW,32.98,44.99,30.0,0.0,VF RIP U-TREUE,0.0
2535,80 and over,HSN,34.99,44.99,30.0,0.0,GIGAZUHAUSE KABEL,0.0
2536,25 - 29,NRW,44.98,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2537,40 - 44,KBW,39.99,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2538,40 - 44,HSN,44.99,34.97,30.0,0.0,GIGAZUHAUSE KABEL,1.0
2539,35 - 39,NRW,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2540,35 - 39,KBW,39.98,34.98,30.0,0.0,VF CABLEMAX,0.0
2541,60 - 64,KBW,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
2542,30 - 34,NRW,39.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2543,25 - 29,KBW,49.99,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
2544,55 - 59,KBW,44.97,34.98,30.0,0.0,VF CABLEMAX,1.0
2545,40 - 44,HSN,39.98,39.99,30.0,0.0,VF CABLEMAX,0.0
