region,customer_age_class,basket_package_price_disc,internet_package_price_disc,basket_days_until_contract_end,count_previous_cancellations_0_18,internet_product_name,flag_churn
HSN,35 - 39,44.98,44.98,30.0,0.0,VF CABLEMAX     ,0.0
NRW,30 - 34,48.97,48.97,30.0,0.0,VF CABLEMAX     ,1.0
HSN,65 - 69,59.99,59.99,30.0,0.0,3PLAY TREUE GENRE    ,0.0
NRW,45 - 49,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,60 - 64,34.99,34.99,30.0,0.0,VF RIP U-TREUE  ,1.0
KBW,40 - 44,49.98,49.98,30.0,0.0,GIGAZUHAUSE KABEL ,1.0
NRW,55 - 59,39.98,39.98,30.0,0.0,VF CABLEMAX     ,1.0
NRW,25 - 29,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,35 - 39,44.98,44.98,30.0,0.0,VF CABLEMAX     ,0.0
NRW,60 - 64,49.98,49.99,30.0,0.0,GIGAZUHAUSE KABEL ,1.0
NRW,50 - 54,44.98,44.98,30.0,0.0,VF CABLEMAX     ,1.0
KBW,40 - 44,39.98,39.98,30.0,0.0,GIGAZUHAUSE KABEL ,1.0
NRW,50 - 54,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,65 - 69,78.95,48.97,30.0,0.0,VF CABLEMAX     ,1.0
HSN,55 - 59,54.99,54.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
NRW,60 - 64,52.96,32.99,30.0,0.0,VF RIP U-TREUE  ,0.0
KBW,65 - 69,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
KBW,80 and over,59.97,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
KBW,50 - 54,42.97,42.97,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
NRW,50 - 54,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
NRW,70 - 74,47.97,47.96,30.0,0.0,3PLAY TREUE      ,1.0
NRW,60 - 64,30.88,30.88,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,40 - 44,43.97,43.97,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
KBW,55 - 59,32.98,32.98,30.0,0.0,VF RIP U-TREUE  ,0.0
KBW,50 - 54,44.98,44.98,30.0,0.0,VF CABLEMAX     ,0.0
NRW,40 - 44,44.98,44.98,30.0,0.0,VF CABLEMAX     ,1.0
KBW,25 - 29,49.99,49.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
KBW,50 - 54,39.98,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,25 - 29,37.98,37.98,30.0,0.0,VF RIP U-TREUE  ,1.0
KBW,30 - 34,39.98,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,30 - 34,37.99,37.99,30.0,0.0,VF RIP U-TREUE  ,1.0
HSN,35 - 39,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
KBW,25 - 29,62.98,62.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,45 - 49,57.97,57.97,30.0,0.0,GIGAZUHAUSE KABEL ,0.0
KBW,45 - 49,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
HSN,35 - 39,29.99,29.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
KBW,45 - 49,59.99,59.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
NRW,25 - 29,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,65 - 69,39.99,39.99,30.0,0.0,VF RIP U-TREUE  ,0.0
NRW,65 - 69,32.99,32.99,30.0,0.0,VF RIP U-TREUE  ,1.0
NRW,60 - 64,68.96,47.97,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
NRW,35 - 39,39.99,39.99,30.0,0.0,VF RIP U-TREUE  ,0.0
NRW,40 - 44,44.98,44.98,30.0,0.0,VF CABLEMAX     ,0.0
KBW,35 - 39,43.97,43.97,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
NRW,50 - 54,54.99,54.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
NRW,60 - 64,34.98,29.98,30.0,0.0,VF RIP U-TREUE  ,0.0
NRW,40 - 44,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
HSN,25 - 29,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,50 - 54,44.98,44.98,30.0,0.0,VF CABLEMAX     ,0.0
HSN,60 - 64,39.99,39.99,30.0,0.0,VF RIP U-TREUE  ,1.0
HSN,45 - 49,39.98,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,80 and over,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,60 - 64,39.98,39.98,30.0,0.0,VF CABLEMAX     ,0.0
NRW,30 - 34,49.98,49.98,30.0,0.0,TREUEPLUS     ,0.0
KBW,30 - 34,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
KBW,45 - 49,49.99,49.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
HSN,18 - 24,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,40 - 44,49.99,49.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,30 - 34,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
KBW,80 and over,58.98,58.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
NRW,30 - 34,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,50 - 54,55.95,40.97,30.0,0.0,3PLAY PLUS       ,0.0
NRW,25 - 29,39.98,39.98,30.0,0.0,VF CABLEMAX     ,0.0
NRW,35 - 39,49.99,49.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
NRW,35 - 39,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
HSN,60 - 64,44.98,44.98,30.0,0.0,VF CABLEMAX     ,0.0
NRW,65 - 69,62.96,42.97,30.0,0.0,VF RIP U-TREUE  ,0.0
KBW,75 - 79,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
KBW,30 - 34,59.99,59.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,60 - 64,32.99,32.99,30.0,0.0,VF RIP U-TREUE  ,1.0
NRW,55 - 59,54.99,54.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
NRW,30 - 34,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,35 - 39,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,75 - 79,49.99,49.99,30.0,0.0,GIGAZUHAUSE KABEL ,1.0
NRW,50 - 54,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
NRW,60 - 64,29.99,29.99,30.0,0.0,VF RIP U-TREUE  ,0.0
NRW,25 - 29,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,30 - 34,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
NRW,45 - 49,54.99,54.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
KBW,35 - 39,47.99,47.99,30.0,0.0,VF RIP U-TREUE  ,0.0
KBW,18 - 24,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,50 - 54,49.99,49.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,50 - 54,39.98,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
NRW,60 - 64,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
KBW,65 - 69,52.98,52.98,30.0,0.0,GIGAZUHAUSE KABEL ,0.0
NRW,30 - 34,29.99,29.99,30.0,0.0,VF RIP U-TREUE  ,1.0
KBW,35 - 39,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,25 - 29,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
HSN,40 - 44,29.99,29.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
HSN,45 - 49,39.98,39.98,30.0,0.0,VF CABLEMAX     ,0.0
NRW,35 - 39,39.98,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,40 - 44,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,50 - 54,39.98,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,55 - 59,56.95,52.96,30.0,0.0,3PLAY TREUE      ,1.0
HSN,35 - 39,44.98,44.98,30.0,0.0,VF CABLEMAX     ,1.0
KBW,45 - 49,29.99,29.99,30.0,0.0,VF RIP U-TREUE  ,0.0
NRW,45 - 49,29.99,29.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,65 - 69,59.97,39.99,30.0,0.0,VF RIP U-TREUE  ,0.0
HSN,55 - 59,32.99,32.99,30.0,0.0,VF RIP U-TREUE  ,0.0
NRW,25 - 29,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,80 and over,29.99,29.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,35 - 39,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
KBW,25 - 29,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
KBW,60 - 64,29.99,29.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,80 and over,29.99,29.99,30.0,0.0,VF RIP U-TREUE  ,0.0
KBW,40 - 44,58.98,58.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,45 - 49,59.98,59.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,25 - 29,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
KBW,35 - 39,29.99,29.99,30.0,0.0,VF RIP U-TREUE  ,0.0
NRW,35 - 39,68.96,47.98,30.0,0.0,VF RIP U-TREUE  ,0.0
NRW,35 - 39,39.98,39.98,30.0,0.0,VF CABLEMAX     ,1.0
NRW,30 - 34,49.97,49.97,30.0,0.0,VF CABLEMAX     ,0.0
NRW,35 - 39,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,65 - 69,34.97,34.97,30.0,0.0,VF RIP U-TREUE  ,0.0
HSN,70 - 74,53.98,53.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
KBW,65 - 69,39.99,39.99,30.0,0.0,VF RIP U-TREUE  ,0.0
NRW,25 - 29,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,25 - 29,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,35 - 39,62.98,62.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
HSN,65 - 69,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,35 - 39,32.99,32.99,30.0,0.0,VF RIP U-TREUE  ,0.0
KBW,35 - 39,44.98,44.98,30.0,0.0,VF CABLEMAX     ,0.0
HSN,40 - 44,24.99,24.99,30.0,0.0,INTERNET COMFORT     ,1.0
HSN,45 - 49,43.97,43.97,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
NRW,40 - 44,59.98,39.99,30.0,0.0,VF RIP U-TREUE  ,1.0
NRW,60 - 64,44.98,44.98,30.0,0.0,VF CABLEMAX     ,1.0
KBW,70 - 74,32.98,32.98,30.0,0.0,2PLAY TREUE      ,0.0
NRW,60 - 64,34.99,34.99,30.0,1.0,RED INTERNET & PHONE CABLE U ,0.0
NRW,50 - 54,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,60 - 64,70.96,49.96,30.0,0.0,VF CABLEMAX     ,0.0
HSN,40 - 44,32.98,32.98,30.0,0.0,VF RIP U-TREUE  ,0.0
KBW,50 - 54,44.99,44.99,58.0,0.0,GIGAZUHAUSE KABEL ,0.0
KBW,40 - 44,24.99,24.99,30.0,0.0,INTERNET COMFORT     ,0.0
NRW,30 - 34,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
NRW,45 - 49,44.98,44.98,30.0,0.0,VF CABLEMAX     ,1.0
NRW,35 - 39,55.97,55.97,30.0,0.0,3PLAY TREUE      ,0.0
KBW,80 and over,29.99,29.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
NRW,40 - 44,52.97,52.97,30.0,0.0,VF CABLEMAX     ,1.0
NRW,70 - 74,37.98,37.98,30.0,0.0,VF RIP U-TREUE  ,1.0
NRW,50 - 54,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,25 - 29,39.98,39.98,85.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,35 - 39,24.99,24.99,30.0,0.0,INTERNET COMFORT     ,1.0
KBW,45 - 49,49.99,49.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
NRW,35 - 39,44.99,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,60 - 64,50.97,29.99,30.0,0.0,VF RIP U-TREUE  ,0.0
NRW,25 - 29,38.98,38.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
HSN,55 - 59,29.99,29.99,30.0,0.0,VF RIP U-TREUE  ,1.0
NRW,50 - 54,44.97,44.97,30.0,0.0,VF CABLEMAX     ,1.0
HSN,35 - 39,39.98,39.98,30.0,0.0,VF CABLEMAX     ,1.0
HSN,25 - 29,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,25 - 29,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,50 - 54,29.99,29.99,30.0,0.0,VF RIP U-TREUE  ,0.0
NRW,45 - 49,39.99,39.99,30.0,0.0,VF RIP U-TREUE  ,1.0
KBW,35 - 39,44.98,44.98,30.0,0.0,VF CABLEMAX     ,0.0
HSN,30 - 34,29.99,29.99,30.0,0.0,INTERNET PREMIUM     ,0.0
KBW,25 - 29,39.98,39.98,30.0,0.0,VF CABLEMAX     ,1.0
KBW,70 - 74,33.74,33.74,30.0,0.0,GIGAZUHAUSE KABEL ,0.0
NRW,55 - 59,49.98,49.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,60 - 64,37.96,37.98,30.0,0.0,VF RIP U-TREUE  ,1.0
KBW,35 - 39,44.98,44.98,30.0,0.0,VF CABLEMAX     ,1.0
HSN,55 - 59,44.98,44.98,30.0,0.0,VF CABLEMAX     ,0.0
KBW,70 - 74,42.98,42.98,30.0,0.0,VF RIP U-TREUE  ,0.0
NRW,60 - 64,54.98,54.98,30.0,0.0,GIGAZUHAUSE KABEL ,1.0
HSN,55 - 59,42.97,42.97,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
HSN,25 - 29,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,40 - 44,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
KBW,25 - 29,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,55 - 59,44.97,44.97,30.0,0.0,GIGAZUHAUSE KABEL ,1.0
HSN,40 - 44,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,25 - 29,34.99,34.99,30.0,1.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,25 - 29,49.97,49.97,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
HSN,65 - 69,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
NRW,40 - 44,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
NRW,35 - 39,29.99,29.99,30.0,0.0,VF RIP U-TREUE  ,1.0
NRW,30 - 34,39.98,39.98,30.0,0.0,VF CABLEMAX     ,0.0
NRW,45 - 49,62.97,42.99,30.0,0.0,2PLAY PLUS       ,1.0
NRW,55 - 59,44.98,44.98,30.0,0.0,VF CABLEMAX     ,1.0
KBW,55 - 59,44.98,44.98,30.0,0.0,VF CABLEMAX     ,1.0
NRW,25 - 29,44.99,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
HSN,65 - 69,44.98,44.98,30.0,0.0,VF CABLEMAX     ,0.0
NRW,40 - 44,29.99,29.99,30.0,0.0,VF RIP U-TREUE  ,1.0
NRW,55 - 59,42.98,42.98,30.0,0.0,VF RIP U-TREUE  ,0.0
HSN,30 - 34,44.98,44.98,30.0,0.0,VF CABLEMAX     ,1.0
HSN,65 - 69,29.99,29.99,30.0,0.0,VF RIP U-TREUE  ,0.0
KBW,25 - 29,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,25 - 29,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,40 - 44,44.98,44.98,66.0,0.0,VF CABLEMAX     ,1.0
NRW,25 - 29,44.98,44.98,30.0,0.0,VF CABLEMAX     ,0.0
KBW,35 - 39,29.99,29.99,30.0,0.0,VF RIP U-TREUE  ,1.0
KBW,70 - 74,47.98,47.98,30.0,0.0,VF RIP U-TREUE  ,1.0
NRW,55 - 59,47.97,44.97,30.0,0.0,VF CABLEMAX     ,0.0
KBW,45 - 49,24.99,24.99,30.0,0.0,INTERNET COMFORT     ,0.0
NRW,60 - 64,44.98,44.98,30.0,0.0,VF RIP U-TREUE  ,0.0
NRW,50 - 54,44.98,44.98,30.0,0.0,VF CABLEMAX     ,0.0
NRW,75 - 79,34.98,34.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
NRW,40 - 44,50.98,29.99,30.0,0.0,VF RIP U-TREUE  ,1.0
HSN,25 - 29,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,50 - 54,54.98,54.98,30.0,0.0,GIGAZUHAUSE KABEL ,0.0
KBW,45 - 49,49.99,49.99,30.0,0.0,GIGAZUHAUSE KABEL ,0.0
KBW,25 - 29,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,35 - 39,24.99,24.99,30.0,0.0,INTERNET COMFORT     ,1.0
NRW,65 - 69,32.99,32.99,30.0,0.0,VF RIP U-TREUE  ,1.0
NRW,40 - 44,54.98,44.98,30.0,0.0,VF CABLEMAX     ,0.0
NRW,55 - 59,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
NRW,30 - 34,72.95,37.99,30.0,0.0,VF RIP U-TREUE  ,1.0
KBW,35 - 39,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,30 - 34,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,35 - 39,44.98,44.98,30.0,0.0,VF CABLEMAX     ,1.0
HSN,55 - 59,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,40 - 44,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,55 - 59,39.99,39.99,30.0,0.0,VF RIP U-TREUE  ,0.0
KBW,30 - 34,44.98,44.98,30.0,0.0,VF CABLEMAX     ,0.0
NRW,45 - 49,44.98,44.98,67.0,0.0,VF CABLEMAX     ,1.0
NRW,30 - 34,54.98,54.98,30.0,0.0,GIGAZUHAUSE KABEL ,1.0
NRW,55 - 59,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,35 - 39,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
NRW,60 - 64,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
NRW,35 - 39,29.99,29.99,30.0,0.0,INTERNET PREMIUM     ,1.0
KBW,60 - 64,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,30 - 34,49.97,49.97,30.0,0.0,VF CABLEMAX     ,0.0
HSN,30 - 34,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,30 - 34,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
KBW,60 - 64,49.99,49.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,35 - 39,74.95,49.97,30.0,0.0,VF CABLEMAX     ,1.0
HSN,25 - 29,54.99,54.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,45 - 49,58.98,37.98,30.0,0.0,VF RIP U-TREUE  ,0.0
NRW,60 - 64,49.97,49.97,30.0,0.0,VF CABLEMAX     ,0.0
NRW,60 - 64,39.98,39.98,30.0,0.0,VF CABLEMAX     ,1.0
KBW,60 - 64,50.97,29.99,30.0,0.0,INTERNET PREMIUM     ,0.0
HSN,50 - 54,54.99,54.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,55 - 59,54.97,44.98,30.0,0.0,VF CABLEMAX     ,0.0
NRW,60 - 64,63.37,42.98,30.0,0.0,VF RIP U-TREUE  ,0.0
KBW,65 - 69,37.98,37.98,30.0,0.0,VF RIP U-TREUE  ,1.0
NRW,40 - 44,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,70 - 74,68.96,47.98,30.0,0.0,VF RIP U-TREUE  ,0.0
KBW,40 - 44,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,60 - 64,24.99,24.99,30.0,0.0,VF RIP U-TREUE  ,1.0
KBW,45 - 49,39.98,39.98,30.0,0.0,VF CABLEMAX     ,0.0
NRW,30 - 34,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,45 - 49,68.96,47.99,30.0,0.0,VF RIP U-TREUE  ,0.0
KBW,70 - 74,47.98,47.98,30.0,0.0,VF RIP U-TREUE  ,0.0
KBW,25 - 29,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,70 - 74,50.97,50.97,30.0,0.0,3PLAY TREUE      ,0.0
KBW,35 - 39,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,35 - 39,48.99,48.99,30.0,0.0,VF RIP U-TREUE  ,0.0
KBW,80 and over,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,50 - 54,44.97,44.97,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
KBW,35 - 39,54.99,54.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,50 - 54,74.95,44.98,30.0,0.0,VF CABLEMAX     ,1.0
KBW,30 - 34,44.98,44.98,30.0,0.0,VF CABLEMAX     ,0.0
NRW,60 - 64,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,35 - 39,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
NRW,60 - 64,59.98,59.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,35 - 39,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
NRW,35 - 39,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
HSN,50 - 54,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
KBW,60 - 64,44.99,44.99,30.0,0.0,GIGAZUHAUSE KABEL ,1.0
HSN,25 - 29,44.98,44.98,30.0,0.0,VF CABLEMAX     ,1.0
KBW,55 - 59,49.99,49.99,30.0,0.0,GIGAZUHAUSE KABEL ,1.0
NRW,30 - 34,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
KBW,45 - 49,49.98,49.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
NRW,80 and over,29.99,29.99,30.0,0.0,VF RIP U-TREUE  ,1.0
NRW,55 - 59,64.98,44.98,30.0,0.0,VF CABLEMAX     ,0.0
KBW,60 - 64,39.98,39.98,30.0,0.0,VF CABLEMAX     ,0.0
HSN,35 - 39,59.98,39.99,30.0,0.0,VF RIP U-TREUE  ,1.0
NRW,60 - 64,50.98,29.99,30.0,0.0,VF RIP U-TREUE  ,0.0
NRW,25 - 29,54.99,54.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,50 - 54,49.96,49.97,30.0,0.0,VF CABLEMAX     ,0.0
HSN,25 - 29,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,55 - 59,54.97,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
HSN,50 - 54,49.97,49.97,30.0,0.0,VF CABLEMAX     ,1.0
NRW,60 - 64,39.98,39.98,30.0,0.0,GIGAZUHAUSE KABEL ,0.0
HSN,55 - 59,27.98,27.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,40 - 44,62.98,62.98,339.0,0.0,GIGAZUHAUSE KABEL ,0.0
KBW,65 - 69,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
HSN,75 - 79,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,80 and over,29.99,29.99,30.0,0.0,VF RIP U-TREUE  ,1.0
KBW,30 - 34,44.99,44.99,30.0,0.0,GIGAZUHAUSE KABEL ,0.0
KBW,35 - 39,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,45 - 49,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,30 - 34,29.99,29.99,30.0,0.0,VF RIP U-TREUE  ,1.0
KBW,60 - 64,69.98,54.98,30.0,0.0,GIGAZUHAUSE KABEL ,0.0
KBW,55 - 59,61.96,40.97,30.0,0.0,VF RIP U-TREUE  ,1.0
NRW,35 - 39,54.99,54.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,80 and over,65.44,44.98,30.0,0.0,2PLAY PLUS       ,1.0
KBW,60 - 64,24.99,24.99,30.0,0.0,VF RIP U-TREUE  ,0.0
NRW,25 - 29,37.98,37.98,30.0,0.0,VF RIP U-TREUE  ,0.0
KBW,40 - 44,39.98,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,45 - 49,59.99,59.99,30.0,0.0,GIGAZUHAUSE KABEL ,0.0
KBW,40 - 44,39.99,39.99,30.0,0.0,VF RIP U-TREUE  ,1.0
NRW,40 - 44,47.99,47.99,30.0,0.0,VF RIP U-TREUE  ,1.0
NRW,55 - 59,54.96,44.98,30.0,0.0,VF RIP U-TREUE  ,0.0
HSN,80 and over,29.99,29.99,30.0,0.0,VF RIP U-TREUE  ,0.0
NRW,18 - 24,44.98,44.98,30.0,0.0,VF CABLEMAX     ,1.0
HSN,50 - 54,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
NRW,35 - 39,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
HSN,60 - 64,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
HSN,18 - 24,54.98,54.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,35 - 39,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,55 - 59,42.98,37.99,30.0,0.0,VF RIP U-TREUE  ,1.0
NRW,50 - 54,49.99,49.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,25 - 29,39.98,39.98,30.0,0.0,VF CABLEMAX     ,1.0
