customer_age_class,region,count_previous_cancellations_0_18,basket_months_since_contract_start_date,basket_days_until_contract_end,basket_months_until_contract_end,basket_package_price_disc,basket_product_category,basket_package_price_list,internet_package_price_disc,internet_product_name,internet_diff_churn_months,internet_days_until_initial_contract_end,internet_months_since_contract_start_date,flag_churn
60 - 64,NRW,0,42,30,0,37.980000000,2PLAY,37.980000000,37.980000000,VF RIP 250 U-TREUE,0,0,42,0
50 - 54,NRW,0,20,127,4,47.980000000,VERSTAERKER,47.980000000,44.990000000,GIGAZUHAUSE 250 KABEL,0,127,20,0
55 - 59,KBW,0,117,30,0,52.940000000,3PLAY,52.940000000,52.940000000,3PLAY TREUE 64,0,0,117,0
40 - 44,KBW,0,39,460,15,44.970000000,DIGITAL KABELANSCHLUSS,44.970000000,34.990000000,RED INTERNET UND PHONE 50 CABLE U,0,0,39,1
30 - 34,NRW,1,11,396,13,29.990000000,SUPERWLAN,29.990000000,29.990000000,GIGAZUHAUSE 100 TREUE C,0,396,11,0
65 - 69,KBW,0,154,30,0,58.770000000,N/A,58.770000000,37.780000000,GIGAZUHAUSE 250 KABEL,0,0,140,0
50 - 54,HSN,0,43,30,0,41.990000000,VTV INTERNATIONAL,68.970000000,39.980000000,VF RIP 250 U-TREUE,0,0,43,1
60 - 64,HSN,0,95,30,0,34.980000000,2PLAY,34.980000000,34.980000000,GIGAZUHAUSE 50 KABEL,0,0,95,0
25 - 29,NRW,0,33,30,0,44.980000000,2PLAY,44.980000000,44.980000000,VF CABLEMAX 1000,0,0,33,0
45 - 49,KBW,0,47,30,0,44.980000000,2PLAY,44.980000000,44.980000000,VF CABLEMAX 1000,0,0,47,0
80 and over,KBW,0,69,30,0,44.970000000,2PLAY,44.970000000,44.970000000,GIGAZUHAUSE 250 KABEL,0,0,69,0
60 - 64,KBW,0,24,16,0,229.840000000,HD OPTION,249.840000000,189.880000000,VF CABLEMAX 1000,0,16,24,1
55 - 59,NRW,0,34,30,0,44.980000000,2PLAY,44.980000000,44.980000000,VF CABLEMAX 1000,0,0,34,0
60 - 64,HSN,0,126,30,0,201.540000000,2PLAY,201.540000000,201.540000000,2PLAY PLUS 100,0,0,126,0
55 - 59,KBW,0,66,30,0,39.990000000,N/A,39.990000000,39.990000000,VF RIP 250 U-TREUE,0,0,66,0
40 - 44,HSN,0,11,396,13,24.990000000,SUPERWLAN,24.990000000,24.990000000,GIGAZUHAUSE 100 TREUE C,0,396,11,1
30 - 34,KBW,0,35,30,0,34.990000000,2PLAY,34.990000000,34.990000000,RED INTERNET & PHONE 50 CABLE U,0,0,35,1
45 - 49,NRW,0,82,30,0,39.990000000,2PLAY,39.990000000,39.990000000,RED INTERNET UND PHONE 250 CABLE U,0,0,82,1
45 - 49,NRW,0,39,30,0,29.990000000,SUPERWLAN,29.990000000,29.990000000,VF RIP 100 U-TREUE,0,0,39,0
40 - 44,NRW,0,23,49,1,44.980000000,SUPERWLAN,44.980000000,44.980000000,RED INTERNET UND PHONE 250 CABLE U,0,49,23,1
35 - 39,NRW,0,58,30,0,49.990000000,SUPERWLAN,49.990000000,49.990000000,GIGAZUHAUSE 500 KABEL,0,0,58,0
65 - 69,NRW,0,60,30,0,32.990000000,SUPERWLAN,32.990000000,32.990000000,VF RIP 100 U-TREUE,0,0,60,0
18 - 24,KBW,0,15,297,9,42.970000000,SUPERWLAN,42.970000000,42.970000000,GIGAZUHAUSE 100 KABEL,0,297,15,1
65 - 69,NRW,0,17,232,7,62.960000000,HD OPTION,72.960000000,37.980000000,GIGAZUHAUSE 250 TREUE B,0,232,17,1
35 - 39,HSN,0,47,30,0,209.840000000,N/A,209.840000000,209.840000000,VF CABLEMAX 1000,0,0,47,1
45 - 49,NRW,0,18,710,23,32.990000000,SUPERWLAN,45.980000000,32.990000000,GIGAZUHAUSE 250 TREUE B,0,211,18,0
25 - 29,HSN,0,57,30,0,19.990000000,2PLAY,19.990000000,19.990000000,EAZY 50,0,0,57,1
35 - 39,KBW,0,27,30,0,44.980000000,SUPERWLAN,44.980000000,44.980000000,VF CABLEMAX 1000,0,0,27,0
55 - 59,KBW,0,149,30,0,43.740000000,2PLAY,43.740000000,43.740000000,2PLAY 32MBIT,0,0,149,1
60 - 64,KBW,0,211,30,0,65.970000000,SUPERWLAN,65.970000000,44.980000000,VF CABLEMAX 1000,0,0,53,0
25 - 29,NRW,0,37,30,0,34.990000000,2PLAY,34.990000000,34.990000000,RED INTERNET UND PHONE 50 CABLE U,0,0,37,1
55 - 59,KBW,0,42,30,0,69.960000000,HD OPTION,69.960000000,49.970000000,VF CABLEMAX 1000,0,0,42,1
25 - 29,KBW,0,46,30,0,34.990000000,2PLAY,34.990000000,34.990000000,RED INTERNET UND PHONE 250 CABLE U,0,0,46,1
50 - 54,NRW,0,182,30,0,56.850000000,DIGITAL KABELANSCHLUSS,56.850000000,35.860000000,3PLAY 30MBIT 4ALL,0,0,160,0
65 - 69,NRW,0,78,30,0,39.990000000,N/A,39.990000000,39.990000000,RED INTERNET UND PHONE 250 CABLE U,0,0,78,0
40 - 44,NRW,0,36,30,0,44.980000000,2PLAY,44.980000000,44.980000000,VF CABLEMAX 1000,0,0,36,0
18 - 24,NRW,0,17,220,7,64.980000000,2PLAY,64.980000000,64.980000000,GIGAZUHAUSE 1000 KABEL,0,220,17,0
25 - 29,NRW,0,15,295,9,62.980000000,SUPERWLAN,62.980000000,62.980000000,GIGAZUHAUSE 1000 KABEL,0,295,15,0
25 - 29,KBW,0,24,3,0,44.980000000,2PLAY,44.980000000,44.980000000,VF CABLEMAX 1000,0,3,24,0
35 - 39,HSN,0,18,190,6,39.980000000,SUPERWLAN,39.980000000,39.980000000,VF CABLEMAX 1000,25,190,18,0
55 - 59,KBW,0,27,30,0,57.980000000,HD OPTION,57.980000000,37.990000000,VF RIP 250 U-TREUE,0,0,27,0
50 - 54,NRW,0,15,289,9,27.990000000,2PLAY,27.990000000,27.990000000,GIGAZUHAUSE 100 TREUE B,0,289,15,1
55 - 59,HSN,0,41,30,0,44.980000000,2PLAY,44.980000000,44.980000000,RED INTERNET UND PHONE 100 CABLE U,0,0,41,1
80 and over,NRW,0,22,68,2,62.950000000,VF PREMIUM,72.950000000,27.990000000,VF RIP 100 U-TREUE,0,68,22,0
65 - 69,KBW,0,15,283,9,57.970000000,HD OPTION,67.970000000,32.990000000,GIGAZUHAUSE 250 TREUE B,0,283,15,0
50 - 54,NRW,0,22,91,2,48.970000000,SUPERWLAN,48.970000000,48.970000000,RED INTERNET UND PHONE 250 CABLE U,0,91,22,1
55 - 59,NRW,0,41,30,0,34.990000000,2PLAY,34.990000000,34.990000000,RED INTERNET UND PHONE 50 CABLE U,0,0,41,0
30 - 34,KBW,0,18,191,6,44.980000000,2PLAY,44.980000000,44.980000000,VF CABLEMAX 1000,0,191,18,0
55 - 59,KBW,0,105,30,0,42.970000000,2PLAY,42.970000000,42.970000000,RED INTERNET UND PHONE 250 CABLE U,0,0,105,0
30 - 34,KBW,0,51,30,0,44.980000000,SUPERWLAN,44.980000000,44.980000000,VF CABLEMAX 500,0,0,51,0
80 and over,KBW,0,67,30,0,65.970000000,DIGITAL KABELANSCHLUSS,65.970000000,44.980000000,3PLAY START 30,0,0,67,0
60 - 64,KBW,0,53,30,0,44.980000000,2PLAY,44.980000000,44.980000000,VF CABLEMAX 500,0,0,53,0
30 - 34,NRW,0,15,279,9,54.980000000,2PLAY,54.980000000,54.980000000,GIGAZUHAUSE 500 KABEL,0,279,15,0
50 - 54,HSN,0,15,286,9,62.960000000,VF PREMIUM,62.960000000,42.970000000,GIGAZUHAUSE 100 KABEL,0,285,9,1
55 - 59,NRW,0,21,99,3,69.960000000,HD OPTION,79.960000000,44.980000000,VF CABLEMAX 500,0,99,21,1
45 - 49,NRW,0,24,30,0,44.980000000,SUPERWLAN,44.980000000,44.980000000,RED INTERNET UND PHONE 250 CABLE U,0,0,24,1
60 - 64,NRW,0,76,435,14,54.950000000,HD OPTION,54.950000000,34.990000000,VF RIP 100 U-TREUE,0,0,76,0
75 - 79,NRW,0,19,680,22,58.460000000,DIGITAL KABELANSCHLUSS,58.460000000,49.980000000,GIGAZUHAUSE 50 KABEL,0,179,19,0
75 - 79,HSN,0,16,262,8,34.990000000,SUPERWLAN,34.990000000,34.990000000,GIGAZUHAUSE 50 KABEL,0,262,16,0
40 - 44,KBW,2,13,340,11,32.990000000,SUPERWLAN,32.990000000,32.990000000,GIGAZUHAUSE 250 TREUE B,0,340,13,0
60 - 64,KBW,0,177,30,0,54.420000000,SUPERWLAN,54.420000000,54.420000000,3PLAY COMFORT 120,0,0,112,1
30 - 34,NRW,0,65,30,0,49.990000000,2PLAY,49.990000000,49.990000000,GIGAZUHAUSE 500 KABEL,0,0,65,1
30 - 34,HSN,0,26,30,0,121.960000000,2PLAY,121.960000000,121.960000000,VF RIP 100 U-TREUE,0,0,26,0
40 - 44,KBW,0,106,30,0,32.950000000,2PLAY,32.950000000,32.950000000,RED INTERNET UND PHONE 50 CABLE U,0,0,106,0
80 and over,HSN,0,168,141,4,55.350000000,SUPERWLAN,55.350000000,34.990000000,GIGAZUHAUSE 50 KABEL,0,141,20,1
18 - 24,NRW,0,20,149,4,63.980000000,SUPERWLAN,63.980000000,63.980000000,GIGAZUHAUSE 1000 KABEL,0,149,20,1
40 - 44,KBW,0,11,400,13,24.990000000,2PLAY,24.990000000,24.990000000,GIGAZUHAUSE 50 TREUE C,0,400,11,1
40 - 44,NRW,0,22,63,2,19.990000000,SUPERWLAN,29.990000000,29.990000000,VF RIP 100 U-TREUE,0,63,22,1
60 - 64,NRW,5,8,30,0,35.440000000,2PLAY,35.440000000,35.440000000,GIGAZUHAUSE 250 KABEL,1,0,8,1
55 - 59,NRW,0,59,30,0,108.910000000,VF PREMIUM,118.910000000,63.970000000,RED INTERNET UND PHONE 1000 CABLE U,0,0,38,0
55 - 59,HSN,0,193,30,0,70.880000000,DIGITAL KABELANSCHLUSS,70.880000000,49.890000000,2PLAY PLUS 50,0,0,141,1
75 - 79,KBW,0,152,218,7,47.760000000,DIGITAL KABELANSCHLUSS,47.760000000,37.780000000,GIGAZUHAUSE 250 KABEL,0,0,152,1
65 - 69,KBW,0,44,30,0,39.980000000,2PLAY,39.980000000,39.980000000,RED INTERNET UND PHONE 50 CABLE U,0,0,44,1
30 - 34,KBW,0,22,64,2,49.990000000,SUPERWLAN,49.990000000,49.990000000,VF RIP 1000 U-TREUE,0,64,22,0
35 - 39,KBW,1,29,30,0,34.990000000,SUPERWLAN,34.990000000,34.990000000,RED INTERNET & PHONE 50 CABLE U,0,0,29,0
35 - 39,KBW,0,40,30,0,44.980000000,2PLAY,44.980000000,44.980000000,RED INTERNET UND PHONE 250 CABLE U,0,0,40,1
45 - 49,NRW,0,45,30,0,34.990000000,2PLAY,34.990000000,34.990000000,RED INTERNET UND PHONE 50 CABLE U,0,0,45,1
25 - 29,NRW,0,17,241,7,49.990000000,2PLAY,49.990000000,49.990000000,GIGAZUHAUSE 1000 TREUE C,0,241,17,0
40 - 44,NRW,0,166,30,0,52.840000000,3PLAY,52.840000000,52.840000000,3PLAY 32MBIT,0,0,166,0
30 - 34,NRW,0,60,30,0,29.990000000,N/A,29.990000000,29.990000000,INTERNET PREMIUM 120,0,0,60,1
70 - 74,HSN,0,147,30,0,49.890000000,2PLAY,49.890000000,49.890000000,2PLAY PLUS 50,0,0,147,1
65 - 69,NRW,0,21,109,3,29.990000000,SUPERWLAN,29.990000000,29.990000000,VF RIP 100 U-TREUE,0,109,21,1
75 - 79,HSN,0,212,30,0,60.250000000,HD RECEIVER,60.250000000,39.890000000,3PLAY 32MBIT,0,0,169,0
55 - 59,NRW,0,72,30,0,39.990000000,2PLAY,39.990000000,39.990000000,RED INTERNET UND PHONE 250 CABLE U,0,0,72,1
40 - 44,NRW,0,57,30,0,54.990000000,2PLAY,54.990000000,54.990000000,2PLAY FLY 400,0,0,57,0
25 - 29,HSN,0,21,99,3,89.970000000,2PLAY,89.970000000,89.970000000,RED INTERNET UND PHONE 250 CABLE U,0,99,21,1
55 - 59,NRW,0,75,30,0,49.970000000,HD OPTION,49.970000000,39.990000000,VF RIP 250 U-TREUE,0,0,75,0
55 - 59,HSN,0,23,50,1,29.990000000,2PLAY,29.990000000,29.990000000,VF RIP 100 U-TREUE,0,50,23,1
60 - 64,NRW,0,105,30,0,55.980000000,DIGITAL KABELANSCHLUSS,55.980000000,34.990000000,RED INTERNET UND PHONE 50 CABLE U,0,0,66,1
45 - 49,NRW,0,55,30,0,74.970000000,DIGITAL KABELANSCHLUSS,74.970000000,44.980000000,VF RIP 250 U-TREUE,0,0,55,1
80 and over,KBW,0,29,30,0,86.930000000,VF PREMIUM,96.930000000,44.980000000,VF CABLEMAX 1000,0,0,29,1
18 - 24,KBW,0,16,245,8,39.980000000,SUPERWLAN,39.980000000,39.980000000,GIGAZUHAUSE 100 KABEL,0,245,16,0
75 - 79,KBW,0,60,444,14,67.980000000,DIGITAL KABELANSCHLUSS,67.980000000,47.990000000,GIGAZUHAUSE 500 KABEL,0,0,60,0
55 - 59,NRW,0,50,30,0,54.960000000,SUPERWLAN,54.960000000,44.980000000,VF CABLEMAX 1000,0,0,50,0
55 - 59,NRW,0,72,30,0,53.960000000,SERIES AND MOVIES,53.960000000,39.990000000,VF RIP 250 U-TREUE,0,0,72,1
50 - 54,NRW,0,29,30,0,64.960000000,N/A,64.960000000,49.970000000,VF CABLEMAX 1000,0,0,29,0
40 - 44,KBW,0,93,30,0,52.980000000,N/A,52.980000000,47.990000000,VF RIP 500 U-TREUE,0,0,41,0
80 and over,NRW,0,46,30,0,49.970000000,2PLAY,49.970000000,49.970000000,VF CABLEMAX 1000,0,0,46,1
25 - 29,KBW,0,27,30,0,44.980000000,2PLAY,44.980000000,44.980000000,VF CABLEMAX 1000,0,0,27,0
60 - 64,HSN,1,25,30,0,29.990000000,SUPERWLAN,29.990000000,29.990000000,RED INTERNET & PHONE 50 CABLE U,16,0,25,1
50 - 54,NRW,0,52,30,0,49.970000000,2PLAY,49.970000000,49.970000000,VF CABLEMAX 1000,0,0,52,0
60 - 64,NRW,0,66,30,0,39.990000000,SUPERWLAN,39.990000000,39.990000000,VF RIP 250 U-TREUE,0,0,66,1
60 - 64,KBW,0,23,38,1,44.980000000,SUPERWLAN,44.980000000,44.980000000,VF CABLEMAX 1000,0,38,23,0
40 - 44,NRW,0,24,30,0,39.980000000,HD OPTION,44.980000000,29.990000000,VF RIP 100 U-TREUE,0,10,24,0
30 - 34,NRW,1,16,255,8,34.990000000,2PLAY,34.990000000,34.990000000,RED INTERNET UND PHONE 100 CABLE U,22,255,16,1
25 - 29,KBW,0,22,66,2,34.990000000,SUPERWLAN,34.990000000,34.990000000,RED INTERNET & PHONE 50 CABLE U,0,66,22,1
65 - 69,KBW,0,114,30,0,30.950000000,2PLAY,30.950000000,30.950000000,RED INTERNET UND PHONE 50 CABLE U,0,0,114,0
30 - 34,NRW,0,62,30,0,24.990000000,2PLAY,24.990000000,24.990000000,2PLAY 30MBIT 4ALL,0,0,62,1
45 - 49,HSN,0,40,723,23,64.940000000,HD OPTION,79.950000000,44.970000000,VF CABLEMAX 1000,26,228,17,1
55 - 59,NRW,0,33,30,0,59.970000000,2PLAY,59.970000000,59.970000000,VF CABLEMAX 1000,0,0,33,1
35 - 39,KBW,0,39,30,0,49.990000000,2PLAY,49.990000000,49.990000000,RED INTERNET UND PHONE 500 CABLE U,0,0,39,1
35 - 39,NRW,0,20,168,5,100.940000000,VF PREMIUM,110.940000000,44.980000000,VF CABLEMAX 500,0,122,20,0
25 - 29,NRW,0,35,30,0,44.980000000,2PLAY,44.980000000,44.980000000,VF CABLEMAX 1000,0,0,35,1
40 - 44,KBW,0,38,30,0,44.980000000,SUPERWLAN,44.980000000,44.980000000,RED INTERNET UND PHONE 250 CABLE U,0,0,38,0
30 - 34,NRW,0,39,30,0,24.990000000,2PLAY,29.990000000,24.990000000,RED INTERNET UND PHONE 50 CABLE U,0,0,39,1
80 and over,NRW,0,174,30,0,63.950000000,HD RECEIVER,63.950000000,35.980000000,RED INTERNET UND PHONE 100 CABLE U,0,0,103,0
55 - 59,KBW,0,44,30,0,39.990000000,SUPERWLAN,39.990000000,39.990000000,VF RIP 250 U-TREUE,0,0,44,0
65 - 69,KBW,0,25,30,0,44.980000000,2PLAY,44.980000000,44.980000000,VF CABLEMAX 1000,0,0,25,0
25 - 29,NRW,0,40,30,0,44.980000000,2PLAY,44.980000000,44.980000000,RED INTERNET UND PHONE 250 CABLE U,0,0,40,1
35 - 39,KBW,0,40,30,0,29.990000000,2PLAY,29.990000000,29.990000000,VF RIP 100 U-TREUE,0,0,40,1
30 - 34,KBW,0,30,30,0,54.990000000,2PLAY,54.990000000,54.990000000,RED INTERNET & PHONE 1000 CABLE U,0,0,30,1
80 and over,KBW,0,200,30,0,70.330000000,ANALOG KABELANSCHLUSS,70.330000000,49.970000000,VF RIP 250 U-TREUE,0,0,70,1
65 - 69,KBW,0,164,30,0,62.970000000,N/A,62.970000000,39.980000000,RED INTERNET UND PHONE 50 CABLE U,0,0,64,1
60 - 64,NRW,0,123,30,0,45.950000000,TV START,48.950000000,4.990000000,VF CABLEMAX 1000 FULL FLEX,0,0,27,0
25 - 29,NRW,0,52,30,0,44.990000000,2PLAY,44.990000000,44.990000000,RED INTERNET UND PHONE 500 CABLE U,0,0,52,1
25 - 29,NRW,0,16,254,8,42.970000000,SUPERWLAN,42.970000000,42.970000000,GIGAZUHAUSE 100 KABEL,0,254,16,0
50 - 54,KBW,0,115,30,0,78.950000000,DIGITAL KABELANSCHLUSS,78.950000000,57.960000000,3PLAY START 60,0,0,98,0
35 - 39,KBW,0,20,131,4,39.980000000,SUPERWLAN,39.980000000,39.980000000,GIGAZUHAUSE 100 KABEL,0,131,20,1
30 - 34,KBW,0,43,30,0,34.990000000,2PLAY,34.990000000,34.990000000,RED INTERNET UND PHONE 50 CABLE U,0,0,43,1
80 and over,KBW,0,3,30,0,0E-9,MMA ACTIVE,0E-9,0E-9,MMA,0,0,3,0
25 - 29,NRW,1,24,30,0,44.980000000,2PLAY,44.980000000,44.980000000,VF CABLEMAX 1000,12,0,24,0
45 - 49,NRW,0,53,30,0,44.980000000,2PLAY,44.980000000,44.980000000,VF CABLEMAX 1000,0,0,53,1
65 - 69,HSN,0,44,49,1,289.860000000,VF PREMIUM,329.860000000,209.920000000,VF RIP 1000 U-TREUE,0,0,44,1
30 - 34,KBW,0,25,30,0,44.980000000,2PLAY,44.980000000,44.980000000,VF CABLEMAX 1000,0,0,25,1
35 - 39,KBW,0,66,333,10,32.990000000,N/A,32.990000000,32.990000000,GIGAZUHAUSE 250 TREUE B,0,333,14,0
45 - 49,KBW,0,21,95,3,47.970000000,SUPERWLAN,47.970000000,44.980000000,VF CABLEMAX 1000,0,95,21,0
35 - 39,KBW,0,18,202,6,37.980000000,2PLAY,37.980000000,37.980000000,GIGAZUHAUSE 250 TREUE B,25,202,18,1
35 - 39,NRW,0,42,44,1,44.980000000,SUPERWLAN,44.980000000,44.980000000,VF CABLEMAX 1000,0,44,23,1
75 - 79,HSN,0,311,30,0,60.240000000,ANALOG KABELANSCHLUSS,60.240000000,39.880000000,3PLAY 30MBIT 4ALL,0,0,180,0
18 - 24,NRW,0,25,30,0,49.970000000,2PLAY,49.970000000,49.970000000,VF CABLEMAX 1000,0,0,25,1
70 - 74,KBW,0,40,30,0,49.990000000,2PLAY,49.990000000,49.990000000,RED INTERNET UND PHONE 500 CABLE U,0,0,40,0
35 - 39,HSN,0,18,449,14,60.960000000,HD OPTION,65.960000000,37.980000000,GIGAZUHAUSE 250 TREUE B,0,210,18,0
80 and over,NRW,0,41,30,0,29.990000000,2PLAY,29.990000000,29.990000000,RED INTERNET UND PHONE 50 CABLE U,0,0,41,0
70 - 74,HSN,0,107,30,0,32.970000000,2PLAY,32.970000000,32.970000000,RED INTERNET UND PHONE 50 CABLE U,0,0,107,1
25 - 29,NRW,0,19,180,5,88.950000000,VF PREMIUM,88.950000000,32.990000000,GIGAZUHAUSE 250 TREUE B,0,180,19,0
40 - 44,KBW,0,16,253,8,47.980000000,SUPERWLAN,47.980000000,47.980000000,GIGAZUHAUSE 250 KABEL,0,253,10,1
40 - 44,NRW,0,11,396,13,52.970000000,SUPERWLAN,57.970000000,37.980000000,GIGAZUHAUSE 250 TREUE D,0,396,11,0
30 - 34,NRW,0,57,30,0,49.990000000,2PLAY,49.990000000,49.990000000,GIGAZUHAUSE 500 KABEL,0,0,57,1
40 - 44,NRW,0,48,30,0,54.980000000,2PLAY,54.980000000,54.980000000,VF RIP 1000 U-TREUE,0,0,48,0
55 - 59,NRW,1,46,30,0,34.990000000,2PLAY,34.990000000,34.990000000,RED INTERNET UND PHONE 50 CABLE U,7,0,46,1
35 - 39,KBW,0,30,30,0,42.980000000,SUPERWLAN,42.980000000,42.980000000,VF RIP 250 U-TREUE,0,0,30,1
70 - 74,NRW,0,40,30,0,39.980000000,2PLAY,39.980000000,39.980000000,VF CABLEMAX 1000,0,0,40,1
55 - 59,HSN,0,74,30,0,61.960000000,HD OPTION,61.960000000,51.980000000,VF RIP 500 U-TREUE,0,0,39,0
35 - 39,KBW,0,19,155,5,39.980000000,2PLAY,39.980000000,39.980000000,GIGAZUHAUSE 100 KABEL,0,155,19,0
65 - 69,KBW,0,114,30,0,78.970000000,N/A,78.970000000,54.980000000,GIGAZUHAUSE 500 KABEL,0,0,67,0
40 - 44,NRW,0,18,198,6,48.980000000,SUPERWLAN,48.980000000,48.980000000,GIGAZUHAUSE 250 KABEL,0,198,18,0
60 - 64,NRW,0,44,30,0,31.980000000,SUPERWLAN,44.980000000,24.990000000,RED INTERNET UND PHONE 50 CABLE U,0,0,44,0
40 - 44,KBW,0,24,30,0,24.990000000,SUPERWLAN,34.990000000,34.990000000,RED INTERNET & PHONE 50 CABLE U,0,14,24,1
18 - 24,HSN,0,23,38,1,48.970000000,SUPERWLAN,48.970000000,48.970000000,VF CABLEMAX 1000,0,38,23,1
30 - 34,NRW,0,29,30,0,29.990000000,2PLAY,29.990000000,29.990000000,VF RIP 100 U-TREUE,0,0,29,0
75 - 79,KBW,0,14,508,16,39.970000000,SUPERWLAN,39.970000000,29.990000000,GIGAZUHAUSE 100 TREUE C,0,309,14,1
25 - 29,NRW,0,36,30,0,48.970000000,2PLAY,48.970000000,48.970000000,VF CABLEMAX 1000,0,0,36,1
30 - 34,KBW,0,18,207,6,49.990000000,SUPERWLAN,49.990000000,49.990000000,GIGAZUHAUSE 500 KABEL,0,207,18,0
35 - 39,HSN,0,34,30,0,38.980000000,SUPERWLAN,38.980000000,38.980000000,RED INTERNET UND PHONE 50 CABLE U,0,0,34,0
65 - 69,NRW,0,58,30,0,32.990000000,2PLAY,32.990000000,32.990000000,VF RIP 100 U-TREUE,0,0,58,0
65 - 69,KBW,0,155,30,0,51.940000000,ANALOG KABELANSCHLUSS,51.940000000,30.950000000,RED INTERNET UND PHONE 50 CABLE U,0,0,122,0
45 - 49,KBW,0,41,30,0,34.990000000,2PLAY,34.990000000,34.990000000,RED INTERNET UND PHONE 50 CABLE U,0,0,41,0
40 - 44,HSN,0,39,30,0,39.980000000,2PLAY,39.980000000,39.980000000,RED INTERNET UND PHONE 50 CABLE U,0,0,39,0
70 - 74,NRW,0,49,30,0,34.990000000,2PLAY,34.990000000,34.990000000,RED INTERNET UND PHONE 50 CABLE U,0,0,49,0
80 and over,KBW,0,135,30,0,22.900000000,2PLAY,22.900000000,22.900000000,2PLAY 30MBIT 4ALL,0,0,135,0
65 - 69,HSN,3,140,530,17,42.970000000,N/A,42.970000000,32.990000000,VF RIP 100 U-TREUE,2,0,70,1
25 - 29,KBW,0,52,30,0,19.990000000,2PLAY,19.990000000,19.990000000,EAZY 50,0,0,52,1
25 - 29,NRW,0,24,30,0,44.980000000,SUPERWLAN,44.980000000,44.980000000,RED INTERNET UND PHONE 250 CABLE U,0,11,24,0
70 - 74,KBW,0,219,30,0,73.940000000,N/A,73.940000000,52.950000000,3PLAY PLUS 100 MTA,0,0,126,1
18 - 24,KBW,1,24,30,0,44.980000000,SUPERWLAN,44.980000000,44.980000000,RED INTERNET UND PHONE 250 CABLE U,1,19,24,1
75 - 79,HSN,0,14,314,10,41.970000000,2PLAY,41.970000000,41.970000000,GIGAZUHAUSE 250 TREUE D,0,314,14,0
18 - 24,NRW,0,16,254,8,47.980000000,SUPERWLAN,47.980000000,47.980000000,GIGAZUHAUSE 250 KABEL,0,254,16,0
30 - 34,KBW,0,136,30,0,43.870000000,N/A,43.870000000,43.870000000,3PLAY SMART 50,0,0,136,0
30 - 34,NRW,0,14,329,10,54.980000000,2PLAY,54.980000000,54.980000000,GIGAZUHAUSE CABLEMAX 1000,0,329,14,1
40 - 44,KBW,0,48,30,0,58.960000000,SUPERWLAN,58.960000000,53.970000000,RED INTERNET UND PHONE 50 CABLE U,0,0,48,0
55 - 59,NRW,0,68,30,0,29.990000000,SUPERWLAN,29.990000000,29.990000000,VF RIP 100 U-TREUE,0,0,40,1
35 - 39,NRW,0,49,291,9,42.990000000,SUPERWLAN,42.990000000,42.990000000,GIGAZUHAUSE 500 TREUE C,0,291,15,0
35 - 39,HSN,0,80,30,0,34.980000000,N/A,34.980000000,34.980000000,VF RIP 100 U-TREUE,0,0,32,0
45 - 49,KBW,0,24,30,0,37.990000000,SUPERWLAN,37.990000000,37.990000000,VF RIP 250 U-TREUE,0,0,24,0
80 and over,NRW,3,78,30,0,39.990000000,2PLAY,39.990000000,39.990000000,VF RIP 250 U-TREUE,0,0,78,0
40 - 44,NRW,1,60,30,0,22.990000000,N/A,27.990000000,27.990000000,VF RIP 100 U-TREUE,12,0,60,1
40 - 44,KBW,0,67,30,0,47.980000000,N/A,47.980000000,32.990000000,VF RIP 100 U-TREUE,0,0,67,1
55 - 59,KBW,0,61,99,3,72.960000000,HD OPTION,82.960000000,39.990000000,VF RIP 250 U-TREUE,0,0,53,0
35 - 39,KBW,0,17,213,7,34.990000000,SUPERWLAN,34.990000000,34.990000000,GIGAZUHAUSE 50 KABEL,0,213,17,1
35 - 39,NRW,0,155,30,0,28.840000000,VTV INTERNATIONAL,51.830000000,33.840000000,3PLAY 30MBIT 4ALL,0,0,155,0
45 - 49,KBW,0,170,30,0,87.950000000,VF PREMIUM,92.950000000,44.980000000,VF CABLEMAX 1000,0,0,54,0
45 - 49,KBW,0,46,30,0,34.990000000,2PLAY,34.990000000,34.990000000,RED INTERNET UND PHONE 50 CABLE U,0,0,46,0
50 - 54,KBW,0,17,234,7,39.980000000,SUPERWLAN,39.980000000,39.980000000,GIGAZUHAUSE 100 KABEL,0,234,17,0
25 - 29,NRW,0,93,30,0,62.960000000,DIGITAL KABELANSCHLUSS,62.960000000,42.970000000,RED INTERNET UND PHONE 250 CABLE U,0,0,93,1
50 - 54,NRW,0,130,30,0,47.860000000,3PLAY,47.860000000,47.860000000,3PLAY SMART 50,0,0,130,1
50 - 54,NRW,0,58,30,0,54.980000000,2PLAY,54.980000000,54.980000000,GIGAZUHAUSE 500 KABEL,0,0,58,0
65 - 69,NRW,0,81,30,0,39.990000000,2PLAY,39.990000000,39.990000000,VF RIP 250 U-TREUE,0,0,81,0
30 - 34,HSN,0,52,30,0,44.980000000,2PLAY,44.980000000,44.980000000,RED INTERNET UND PHONE 250 CABLE U,0,0,52,1
30 - 34,NRW,0,19,178,5,43.970000000,2PLAY,43.970000000,43.970000000,GIGAZUHAUSE 100 KABEL,0,178,19,1
55 - 59,KBW,0,17,218,7,50.980000000,2PLAY,50.980000000,50.980000000,GIGAZUHAUSE 1000 TREUE B,0,218,17,1
