customer_age_class,region,basket_package_price_disc,internet_package_price_disc,basket_days_until_contract_end,count_previous_cancellations_0_18,internet_product_name,flag_churn
50 - 54,KBW,42.98,42.98,30,0,2PLAY PLUS,1
35 - 39,NRW,48.97,48.97,63,0,RED INTERNET & PHONE CABLE U,1
35 - 39,KBW,44.98,44.98,23,0,RED INTERNET & PHONE CABLE U,1
35 - 39,KBW,34.99,34.99,30,0,RED INTERNET & PHONE CABLE U,0
45 - 49,NRW,39.98,39.98,334,0,GIGAZUHAUSE TREUE B,0
55 - 59,NRW,41.98,37.99,617,0,VF RIP U-TREUE,0
40 - 44,KBW,59.98,59.98,30,0,RED INTERNET & PHONE CABLE U,1
45 - 49,NRW,43.98,43.98,30,0,RED INTERNET & PHONE CABLE U,1
55 - 59,KBW,29.99,29.99,30,0,RED INTERNET & PHONE CABLE U,1
60 - 64,NRW,44.98,34.99,30,0,RED INTERNET & PHONE CABLE U,1
25 - 29,KBW,48.97,38.98,30,0,RED INTERNET & PHONE CABLE U,0
55 - 59,NRW,60.96,47.97,30,0,VF RIP U-TREUE,0
30 - 34,NRW,44.98,44.98,98,0,VF CABLEMAX,1
50 - 54,KBW,80.94,49.97,30,0,RED INTERNET & PHONE CABLE U,1
65 - 69,NRW,48.97,32.99,283,0,GIGAZUHAUSE TREUE C,0
25 - 29,HSN,185.88,185.88,30,0,RED INTERNET & PHONE CABLE U,1
18 - 24,NRW,39.99,39.99,90,0,RED INTERNET & PHONE CABLE U,1
25 - 29,KBW,34.99,34.99,30,0,RED INTERNET & PHONE CABLE U,1
60 - 64,NRW,39.99,39.99,30,0,VF RIP U-TREUE,0
80 and over,KBW,63.33,42.97,30,0,RED INTERNET & PHONE CABLE U,0
40 - 44,HSN,39.99,39.99,30,0,VF RIP U-TREUE,1
35 - 39,KBW,59.98,39.99,30,0,VF RIP U-TREUE,1
35 - 39,NRW,49.97,49.97,30,0,VF CABLEMAX,1
55 - 59,NRW,24.99,24.99,303,0,GIGAZUHAUSE TREUE C,0
60 - 64,NRW,24.98,24.98,303,0,GIGAZUHAUSE TREUE C,0
30 - 34,NRW,44.98,44.98,30,0,RED INTERNET & PHONE CABLE U,1
55 - 59,KBW,42.98,29.99,64,0,RIP CABLE U TREUE,0
50 - 54,KBW,27.99,27.99,292,0,GIGAZUHAUSE TREUE B,0
50 - 54,NRW,68.88,64.98,30,0,TREUEPLUS,0
65 - 69,HSN,66.96,29.99,30,0,VF RIP U-TREUE,0
35 - 39,KBW,49.99,49.99,30,0,VF RIP U-TREUE,0
50 - 54,KBW,44.98,44.98,21,0,VF CABLEMAX,0
25 - 29,NRW,67.95,44.97,702,0,VF CABLEMAX,1
75 - 79,NRW,54.96,44.98,654,0,RED INTERNET & PHONE CABLE U,0
40 - 44,NRW,42.97,42.97,30,0,3PLAY START,0
25 - 29,KBW,29.99,29.99,367,0,GIGAZUHAUSE TREUE C,0
50 - 54,KBW,29.99,29.99,30,0,VF RIP U-TREUE,1
60 - 64,NRW,52.98,39.99,583,0,RED INTERNET & PHONE CABLE U,1
70 - 74,KBW,49.99,49.99,343,0,GIGAZUHAUSE TREUE C,1
35 - 39,KBW,61.96,42.97,30,0,RED INTERNET & PHONE CABLE U,0
30 - 34,HSN,34.99,34.99,30,0,RED INTERNET & PHONE CABLE U,1
75 - 79,KBW,11.98,11.98,30,0,EAZY,0
40 - 44,NRW,49.97,49.97,30,0,RED INTERNET & PHONE CABLE U,1
25 - 29,NRW,43.97,43.97,177,0,GIGAZUHAUSE KABEL,0
50 - 54,KBW,24.99,24.99,30,0,INTERNET COMFORT,0
35 - 39,NRW,44.98,44.98,30,0,VF CABLEMAX,0
60 - 64,KBW,74.95,44.97,173,0,GIGAZUHAUSE TREUE B,0
25 - 29,KBW,34.99,34.99,30,0,RED INTERNET & PHONE CABLE U,1
70 - 74,HSN,36.94,36.94,30,0,2PLAY TREU,0
80 and over,NRW,49.96,39.98,497,0,GIGAZUHAUSE KABEL,0
25 - 29,NRW,39.99,39.99,87,0,RED INTERNET & PHONE CABLE U,0
55 - 59,NRW,49.97,49.97,30,0,VF CABLEMAX,1
35 - 39,KBW,37.99,37.99,30,0,VF RIP U-TREUE,0
80 and over,KBW,51.76,51.76,30,0,2PLAY,1
35 - 39,HSN,189.96,189.96,30,0,RED INTERNET & PHONE CABLE U,1
55 - 59,HSN,24.99,24.99,30,0,VF RIP U-TREUE,0
40 - 44,NRW,59.98,49.99,30,0,RED INTERNET & PHONE CABLE U,1
55 - 59,KBW,61.46,46.47,30,0,VF CABLEMAX,0
30 - 34,HSN,34.99,34.99,80,2,RED INTERNET & PHONE CABLE U,1
35 - 39,KBW,34.99,34.99,30,0,RED INTERNET & PHONE CABLE U,0
18 - 24,KBW,63.98,63.98,177,0,GIGAZUHAUSE KABEL,1
55 - 59,KBW,64.98,49.99,67,0,VF RIP U-TREUE,1
70 - 74,HSN,39.98,39.98,30,0,RED INTERNET & PHONE CABLE U,0
35 - 39,NRW,32.99,32.99,30,0,VF RIP U-TREUE,0
45 - 49,HSN,32.99,32.99,30,0,VF RIP U-TREUE,1
40 - 44,KBW,44.98,44.98,30,0,VF CABLEMAX,1
50 - 54,NRW,44.98,44.98,30,0,VF CABLEMAX,1
60 - 64,KBW,161.92,161.92,30,0,2PLAY PLUS,1
60 - 64,NRW,24.97,39.98,303,0,GIGAZUHAUSE KABEL,0
60 - 64,NRW,47.97,47.97,30,0,VF RIP U-TREUE,0
50 - 54,NRW,84.94,42.97,333,0,GIGAZUHAUSE TREUE B,0
65 - 69,KBW,47.96,47.96,30,0,GIGAZUHAUSE KABEL,0
45 - 49,KBW,69.98,49.99,423,0,VF RIP U-TREUE,0
30 - 34,NRW,19.99,19.99,131,0,RED INTERNET & PHONE CABLE U,1
35 - 39,NRW,69.97,49.98,30,0,TREUEPLUS,1
50 - 54,KBW,32.97,32.97,30,0,GIGAZUHAUSE KABEL,0
65 - 69,NRW,32.99,32.99,30,0,VF RIP U-TREUE,0
25 - 29,NRW,49.97,49.97,108,0,VF CABLEMAX,1
25 - 29,NRW,47.98,47.98,339,0,GIGAZUHAUSE KABEL,0
40 - 44,NRW,34.99,34.99,30,0,RED INTERNET & PHONE CABLE U,1
45 - 49,NRW,39.99,39.99,30,0,RED INTERNET & PHONE CABLE U,0
35 - 39,NRW,42.97,42.97,257,0,GIGAZUHAUSE KABEL,1
30 - 34,HSN,42.99,42.99,30,0,VF RIP U-TREUE,1
45 - 49,KBW,60.98,39.99,30,0,RED INTERNET & PHONE CABLE U,0
50 - 54,KBW,49.99,49.99,30,0,VF RIP U-TREUE,0
40 - 44,NRW,60.97,34.99,30,0,RED INTERNET & PHONE CABLE U,0
75 - 79,NRW,58.98,63.98,128,0,GIGAZUHAUSE KABEL,1
35 - 39,KBW,39.98,39.98,351,1,VF CABLEMAX,0
65 - 69,NRW,29.99,29.99,30,0,VF RIP U-TREUE,0
40 - 44,NRW,39.99,39.99,30,0,RED INTERNET & PHONE CABLE U,1
18 - 24,NRW,39.98,39.98,253,0,VF CABLEMAX,1
35 - 39,NRW,43.98,43.98,30,0,RED INTERNET & PHONE CABLE U,0
25 - 29,NRW,54.99,54.99,30,0,RED INTERNET & PHONE CABLE U,1
30 - 34,HSN,29.98,0.0,30,0,HSI HZ BOX ONLY,1
50 - 54,HSN,60.96,44.97,337,0,RED INTERNET & PHONE CABLE U,0
60 - 64,KBW,65.97,44.98,30,0,VF CABLEMAX,1
30 - 34,HSN,44.98,44.98,87,0,RED INTERNET & PHONE CABLE U,1
40 - 44,KBW,169.92,169.92,30,0,VF CABLEMAX,0
30 - 34,KBW,44.99,44.99,122,0,GIGAZUHAUSE KABEL,1
45 - 49,KBW,42.98,42.98,30,0,VF RIP U-TREUE,0
50 - 54,KBW,42.99,42.99,205,0,GIGAZUHAUSE TREUE C,0
65 - 69,HSN,49.99,49.99,30,0,RED INTERNET & PHONE CABLE U,1
45 - 49,NRW,37.99,37.99,30,0,VF RIP U-TREUE,1
75 - 79,NRW,29.99,29.99,114,0,VF RIP U-TREUE,1
45 - 49,KBW,49.99,49.99,30,0,GIGAZUHAUSE KABEL,1
25 - 29,HSN,42.97,42.97,172,0,GIGAZUHAUSE KABEL,1
60 - 64,NRW,91.92,49.99,112,0,VF RIP U-TREUE,0
70 - 74,NRW,64.27,44.88,30,0,3PLAY,0
40 - 44,KBW,63.96,42.97,30,0,RED INTERNET & PHONE CABLE U,1
65 - 69,KBW,48.97,38.98,123,1,RED INTERNET & PHONE CABLE U,1
80 and over,NRW,49.98,29.99,30,0,VF RIP U-TREUE,1
40 - 44,NRW,69.97,49.98,30,0,TREUEPLUS,1
25 - 29,NRW,29.99,29.99,30,0,INTERNET PREMIUM,0
35 - 39,NRW,47.97,37.98,256,0,GIGAZUHAUSE TREUE B,1
25 - 29,NRW,39.99,39.99,30,0,RED INTERNET & PHONE CABLE U,1
45 - 49,KBW,44.98,44.98,52,0,VF CABLEMAX,1
25 - 29,KBW,44.97,44.97,16,1,VF CABLEMAX,1
25 - 29,KBW,41.98,34.99,30,0,RED INTERNET & PHONE CABLE U,1
25 - 29,NRW,44.97,44.97,30,0,VF CABLEMAX,0
40 - 44,KBW,39.98,39.98,30,0,RED INTERNET & PHONE CABLE U,0
80 and over,NRW,64.98,44.99,400,0,GIGAZUHAUSE KABEL,0
60 - 64,HSN,69.98,54.98,30,0,2PLAY COMFORT,1
80 and over,KBW,95.56,95.56,30,0,2PLAY,0
50 - 54,KBW,34.99,34.99,130,0,GIGAZUHAUSE TREUE C,0
45 - 49,NRW,44.98,44.98,30,0,VF CABLEMAX,0
55 - 59,NRW,86.96,52.98,30,0,VF RIP U-TREUE,0
45 - 49,NRW,59.98,39.99,30,0,VF RIP U-TREUE,1
50 - 54,KBW,44.97,44.97,81,0,VF CABLEMAX,1
65 - 69,NRW,57.97,32.99,186,0,GIGAZUHAUSE TREUE B,1
30 - 34,NRW,39.99,39.99,30,2,RED INTERNET & PHONE CABLE U,1
70 - 74,HSN,73.97,37.99,52,0,VF RIP U-TREUE,1
70 - 74,KBW,60.98,47.99,692,0,GIGAZUHAUSE KABEL,0
50 - 54,KBW,71.33,45.97,30,0,3PLAY SMART,1
65 - 69,KBW,69.73,49.37,30,0,3PLAY JUMP,0
65 - 69,NRW,39.98,39.98,30,0,RED INTERNET & PHONE CABLE U,0
50 - 54,NRW,42.97,42.97,347,0,GIGAZUHAUSE KABEL,0
25 - 29,KBW,39.99,39.99,30,0,RED INTERNET & PHONE CABLE U,1
50 - 54,KBW,29.99,29.99,30,0,VF RIP U-TREUE,0
75 - 79,NRW,51.94,30.95,30,0,RED INTERNET & PHONE CABLE U,0
50 - 54,HSN,169.92,169.92,30,0,RED INTERNET & PHONE CABLE U,0
65 - 69,HSN,37.99,37.99,30,0,VF RIP U-TREUE,1
80 and over,HSN,75.34,54.98,30,0,GIGAZUHAUSE KABEL,1
50 - 54,HSN,29.99,29.99,30,0,RED INTERNET & PHONE CABLE U,0
65 - 69,KBW,36.68,36.68,30,0,2PLAY,1
55 - 59,NRW,77.97,42.99,297,0,GIGAZUHAUSE TREUE C,0
60 - 64,NRW,59.98,49.99,30,0,RED INTERNET & PHONE CABLE U,0
65 - 69,KBW,73.98,52.99,30,0,3PLAY TREUE GENRE,0
50 - 54,KBW,47.96,47.96,30,0,RED INTERNET & PHONE CABLE U,0
30 - 34,NRW,60.94,44.98,30,0,RED INTERNET & PHONE CABLE U,0
35 - 39,NRW,44.99,44.99,218,0,GIGAZUHAUSE KABEL,0
50 - 54,NRW,48.97,48.97,30,0,RED INTERNET & PHONE CABLE U,1
30 - 34,NRW,34.99,34.99,30,0,RED INTERNET & PHONE CABLE U,0
35 - 39,KBW,19.99,19.99,315,0,GIGAZUHAUSE KABEL,1
70 - 74,KBW,42.97,42.97,30,0,RED INTERNET & PHONE CABLE U,0
30 - 34,NRW,0.0,0.0,30,0,MMA,1
35 - 39,NRW,49.97,49.97,30,0,VF CABLEMAX,0
45 - 49,NRW,38.98,38.98,30,0,RED INTERNET & PHONE CABLE U,1
70 - 74,NRW,44.99,44.99,196,0,GIGAZUHAUSE TREUE B,1
70 - 74,NRW,56.95,29.99,30,0,VF RIP U-TREUE,0
75 - 79,NRW,44.98,44.98,30,0,RED INTERNET & PHONE CABLE U,1
60 - 64,KBW,34.98,34.98,30,0,VF RIP U-TREUE,0
40 - 44,HSN,54.98,54.98,30,0,GIGAZUHAUSE KABEL,0
40 - 44,HSN,44.98,44.98,30,0,VF CABLEMAX,0
65 - 69,NRW,37.98,37.98,30,0,2PLAY PLUS,0
55 - 59,KBW,44.98,44.98,30,0,RED INTERNET & PHONE CABLE U,1
25 - 29,NRW,58.98,58.98,30,0,RED INTERNET & PHONE CABLE U,0
60 - 64,NRW,70.36,49.37,30,0,3PLAY JUMP,0
65 - 69,NRW,39.98,39.98,273,0,GIGAZUHAUSE TREUE B,0
55 - 59,KBW,33.74,33.74,30,0,2PLAY,0
65 - 69,KBW,74.95,39.99,30,0,VF RIP U-TREUE,0
35 - 39,KBW,55.98,34.99,382,0,GIGAZUHAUSE TREUE C,0
30 - 34,KBW,44.98,44.98,30,0,RED INTERNET & PHONE CABLE U,1
45 - 49,NRW,91.96,54.98,316,0,VF RIP U-TREUE,1
65 - 69,NRW,0.0,0.0,30,0,MMA,0
50 - 54,NRW,39.99,39.99,106,0,VF CABLEMAX,1
25 - 29,KBW,209.96,209.96,30,0,RED INTERNET & PHONE CABLE U,1
70 - 74,KBW,68.98,47.99,30,0,VF RIP U-TREUE,1
35 - 39,NRW,39.98,39.98,30,0,VF CABLEMAX,1
25 - 29,KBW,54.99,54.99,30,0,RED INTERNET & PHONE CABLE U,1
35 - 39,NRW,29.99,29.99,30,0,RED INTERNET & PHONE CABLE U,1
35 - 39,NRW,49.99,49.99,30,0,GIGAZUHAUSE KABEL,0
35 - 39,KBW,52.95,52.95,30,0,GIGAZUHAUSE KABEL,1
50 - 54,KBW,37.99,37.99,30,0,VF RIP U-TREUE,1
50 - 54,NRW,27.99,27.99,30,0,RED INTERNET & PHONE CABLE U,0
40 - 44,KBW,74.96,44.98,30,0,VF RIP U-TREUE,1
35 - 39,NRW,44.98,44.98,30,0,VF CABLEMAX,1
35 - 39,NRW,54.99,54.99,59,0,RED INTERNET & PHONE CABLE U,1
30 - 34,NRW,44.98,44.98,102,0,VF CABLEMAX,1
35 - 39,KBW,105.97,87.98,30,0,2PLAY PLUS,1
30 - 34,NRW,24.99,24.99,30,0,INTERNET COMFORT,1
25 - 29,HSN,39.98,39.98,161,0,GIGAZUHAUSE KABEL,0
30 - 34,KBW,59.97,34.99,39,0,RED INTERNET & PHONE CABLE U,1
60 - 64,NRW,33.98,33.98,30,0,VF RIP U-TREUE,0
60 - 64,NRW,39.99,39.99,30,0,RED INTERNET & PHONE CABLE U,0
25 - 29,NRW,39.98,39.98,378,1,VF CABLEMAX,1
35 - 39,HSN,49.97,49.97,30,0,VF CABLEMAX,1
40 - 44,KBW,29.99,29.99,30,0,VF RIP U-TREUE,0
50 - 54,NRW,39.85,39.85,30,0,2PLAY,0
45 - 49,NRW,44.98,44.98,30,0,VF CABLEMAX,1
30 - 34,NRW,38.98,38.98,30,0,RED INTERNET & PHONE CABLE U,0
35 - 39,HSN,39.99,39.99,30,0,RED INTERNET & PHONE CABLE U,0
35 - 39,HSN,81.96,54.99,30,0,RED INTERNET & PHONE CABLE U,0
18 - 24,KBW,39.98,39.98,214,0,GIGAZUHAUSE KABEL,0
30 - 34,NRW,39.98,39.98,151,0,GIGAZUHAUSE KABEL,1
40 - 44,KBW,57.91,57.91,30,0,3PLAY PREMIUM,0
80 and over,KBW,34.98,25.0,535,0,RED INTERNET & PHONE CABLE U,0
35 - 39,NRW,62.97,37.99,30,0,VF RIP U-TREUE,1
30 - 34,NRW,34.99,34.99,30,0,RED INTERNET & PHONE CABLE U,1
70 - 74,NRW,32.97,37.97,30,0,RED INTERNET & PHONE CABLE U,0
35 - 39,KBW,48.97,48.97,30,0,VF CABLEMAX,0
55 - 59,NRW,48.42,48.42,30,0,3PLAY COMFORT,0
60 - 64,HSN,23.98,27.99,619,0,GIGAZUHAUSE TREUE B,0
30 - 34,NRW,69.97,39.99,60,3,VF CABLEMAX,0
25 - 29,HSN,69.98,59.99,221,1,GIGAZUHAUSE KABEL,1
25 - 29,NRW,34.99,34.99,58,0,RED INTERNET & PHONE CABLE U,1
40 - 44,NRW,49.97,49.97,30,0,VF CABLEMAX,0
50 - 54,HSN,74.96,54.99,106,0,RED INTERNET & PHONE CABLE U,1
30 - 34,NRW,47.99,47.99,30,0,VF RIP U-TREUE,1
75 - 79,NRW,65.34,44.98,30,0,VF CABLEMAX,0
60 - 64,NRW,70.33,39.98,91,0,VF RIP U-TREUE,0
55 - 59,NRW,34.99,34.99,30,0,RED INTERNET & PHONE CABLE U,0
50 - 54,NRW,42.98,42.98,30,0,VF RIP U-TREUE,0
70 - 74,NRW,55.98,34.99,30,3,VF RIP U-TREUE,0
70 - 74,KBW,30.95,30.95,30,0,RED INTERNET & PHONE CABLE U,1
60 - 64,HSN,37.99,37.99,30,0,VF RIP U-TREUE,0
45 - 49,NRW,39.99,39.99,30,0,VF RIP U-TREUE,0
40 - 44,NRW,38.36,38.36,30,0,3PLAY JUMP,0
not available,NRW,40.0,40.0,30,0,2PLAY PLUS,0
55 - 59,NRW,21.43,11.98,234,0,EAZY,0
25 - 29,NRW,44.98,44.98,30,0,VF CABLEMAX,0
45 - 49,HSN,49.95,34.99,699,0,VF RIP U-TREUE,0
70 - 74,NRW,74.94,44.98,500,0,3PLAY START,1
25 - 29,NRW,34.99,34.99,30,0,RED INTERNET & PHONE CABLE U,0
30 - 34,NRW,64.98,54.99,30,0,RED INTERNET & PHONE CABLE U,1
65 - 69,KBW,58.32,37.96,30,0,GIGAZUHAUSE KABEL,1
50 - 54,NRW,87.94,57.97,30,0,VF RIP U-TREUE,1
55 - 59,KBW,29.99,29.99,30,0,INTERNET PREMIUM,0
60 - 64,HSN,34.99,34.99,380,0,GIGAZUHAUSE KABEL,1
25 - 29,KBW,44.98,44.98,67,0,RED INTERNET & PHONE CABLE U,0
60 - 64,KBW,37.99,37.99,30,0,VF RIP U-TREUE,1
35 - 39,KBW,39.99,39.99,30,0,VF RIP U-TREUE,1
40 - 44,HSN,34.99,34.99,30,0,RED INTERNET & PHONE CABLE U,0
35 - 39,NRW,44.98,44.98,42,0,RED INTERNET & PHONE CABLE U,1
40 - 44,NRW,49.99,49.99,30,0,RED INTERNET & PHONE CABLE U,0
60 - 64,NRW,70.96,49.97,30,0,2PLAY COMFORT,0
40 - 44,KBW,49.97,49.97,30,0,RED INTERNET & PHONE CABLE U,1
30 - 34,KBW,39.99,39.99,30,0,VF RIP U-TREUE,1
30 - 34,KBW,44.98,44.98,74,0,VF CABLEMAX,1
40 - 44,KBW,79.94,44.98,84,0,VF CABLEMAX,0
40 - 44,KBW,32.99,32.99,30,0,VF RIP U-TREUE,1
40 - 44,NRW,69.96,44.98,30,0,VF CABLEMAX,0
30 - 34,KBW,49.96,39.98,677,0,GIGAZUHAUSE TREUE B,0
55 - 59,HSN,121.96,121.96,30,0,VF RIP U-TREUE,1
80 and over,NRW,79.96,37.99,189,0,VF RIP U-TREUE,1
65 - 69,KBW,60.98,39.99,30,0,VF RIP U-TREUE,0
18 - 24,NRW,48.97,48.97,30,0,VF CABLEMAX,0
40 - 44,KBW,54.99,54.99,14,0,RED INTERNET & PHONE CABLE U,1
80 and over,NRW,0.0,0.0,30,0,MMA,0
18 - 24,NRW,34.99,34.99,30,0,VF RIP U-TREUE,1
30 - 34,KBW,49.99,49.99,30,0,RED INTERNET & PHONE CABLE U,0
65 - 69,NRW,43.95,43.95,30,0,3PLAY SMART,0
40 - 44,NRW,24.89,24.89,30,0,1PLAY,0
40 - 44,NRW,24.99,24.99,30,0,INTERNET COMFORT,1
35 - 39,KBW,34.99,34.99,30,0,VF RIP U-TREUE,1
40 - 44,NRW,47.99,47.99,30,0,VF RIP U-TREUE,0
65 - 69,KBW,72.93,51.94,30,0,3PLAY PLUS MTA,1
50 - 54,NRW,47.96,47.96,175,0,GIGAZUHAUSE TREUE B,1
70 - 74,NRW,74.95,49.97,30,0,VF CABLEMAX,0
25 - 29,NRW,47.98,47.98,261,0,GIGAZUHAUSE KABEL,0
40 - 44,HSN,61.97,40.98,30,0,GIGAZUHAUSE KABEL,0
75 - 79,NRW,11.98,11.98,30,0,EAZY,0
55 - 59,NRW,29.98,29.98,274,0,GIGAZUHAUSE TREUE C,0
60 - 64,KBW,49.97,39.99,549,0,VF RIP U-TREUE,1
40 - 44,NRW,44.98,44.98,30,1,VF CABLEMAX,1
55 - 59,KBW,34.99,34.99,30,0,RED INTERNET & PHONE CABLE U,1
70 - 74,KBW,70.34,49.98,30,0,3PLAY TREUE,1
25 - 29,NRW,59.98,39.99,30,0,VF RIP U-TREUE,1
25 - 29,NRW,29.99,29.99,29,1,RED INTERNET & PHONE CABLE U,0
75 - 79,KBW,70.96,49.97,30,0,VF CABLEMAX,1
55 - 59,NRW,39.99,39.99,103,0,VF CABLEMAX,0
75 - 79,KBW,42.97,42.97,30,0,RED INTERNET & PHONE CABLE U,0
35 - 39,NRW,39.99,39.99,30,0,RED INTERNET & PHONE CABLE U,0
50 - 54,NRW,69.98,49.99,30,0,VF RIP U-TREUE,0
55 - 59,KBW,39.97,29.99,597,0,VF RIP U-TREUE,0
55 - 59,KBW,42.98,42.98,30,0,GIGAZUHAUSE KABEL,1
75 - 79,HSN,69.96,49.99,728,1,GIGAZUHAUSE TREUE C,1
80 and over,KBW,40.34,34.99,338,0,GIGAZUHAUSE KABEL,0
30 - 34,NRW,39.98,39.98,225,0,VF CABLEMAX,0
65 - 69,HSN,78.8,57.81,30,0,3PLAY FLY,1
25 - 29,NRW,44.99,44.99,118,0,GIGAZUHAUSE KABEL,1
30 - 34,KBW,44.98,44.98,30,0,VF CABLEMAX,1
40 - 44,HSN,0.0,0.0,30,0,MMA,0
70 - 74,NRW,66.89,45.9,30,0,3PLAY SMART,1
30 - 34,HSN,39.98,39.98,116,0,GIGAZUHAUSE KABEL,1
45 - 49,KBW,34.99,34.99,30,0,RED INTERNET & PHONE CABLE U,1
55 - 59,NRW,32.99,32.99,30,0,VF RIP U-TREUE,0
25 - 29,KBW,44.99,44.99,133,0,GIGAZUHAUSE KABEL,1
18 - 24,KBW,44.98,44.98,38,0,VF CABLEMAX,0
45 - 49,KBW,53.96,53.96,30,0,VF CABLEMAX,1
25 - 29,KBW,39.99,39.99,78,0,RED INTERNET & PHONE CABLE U,1
30 - 34,NRW,62.97,62.97,30,0,RED INTERNET & PHONE CABLE U,1
50 - 54,NRW,34.99,34.99,140,0,GIGAZUHAUSE KABEL,1
50 - 54,KBW,59.98,59.98,30,0,RED INTERNET & PHONE CABLE U,1
25 - 29,KBW,39.99,39.99,30,0,RED INTERNET & PHONE CABLE U,1
70 - 74,NRW,29.99,29.99,30,0,RED INTERNET & PHONE CABLE U,0
70 - 74,NRW,39.98,39.98,30,0,RED INTERNET & PHONE CABLE U,0
25 - 29,KBW,54.99,54.99,108,0,RED INTERNET & PHONE CABLE U,1
40 - 44,HSN,42.98,42.98,30,0,GIGAZUHAUSE KABEL,1
30 - 34,NRW,39.98,39.98,242,0,GIGAZUHAUSE KABEL,1
65 - 69,KBW,71.96,34.99,30,0,VF RIP U-TREUE,0
70 - 74,KBW,55.91,9.98,30,0,HSI HZ BOX ONLY,0
50 - 54,KBW,93.95,59.99,30,0,3PLAY FLY,1
30 - 34,KBW,52.98,52.98,255,0,GIGAZUHAUSE KABEL,1
55 - 59,KBW,52.96,47.97,30,0,2PLAY PLUS,0
35 - 39,NRW,29.99,29.99,74,0,RED INTERNET & PHONE CABLE U,1
30 - 34,HSN,47.97,39.99,30,0,VF RIP U-TREUE,0
40 - 44,NRW,44.99,44.99,30,0,VF RIP U-TREUE,0
55 - 59,KBW,54.98,54.98,30,0,GIGAZUHAUSE KABEL,1
65 - 69,NRW,34.99,34.99,3,0,RED INTERNET & PHONE CABLE U,0
35 - 39,HSN,205.84,205.84,30,0,RED INTERNET & PHONE CABLE U,1
45 - 49,NRW,47.98,37.99,74,0,VF RIP U-TREUE,0
30 - 34,KBW,44.98,44.98,30,0,RED INTERNET & PHONE CABLE U,1
60 - 64,HSN,44.98,44.98,30,0,VF CABLEMAX,1
30 - 34,KBW,50.47,44.98,616,0,VF CABLEMAX,0
40 - 44,NRW,57.95,35.98,30,0,2PLAY TREUE,1
30 - 34,NRW,49.97,49.97,30,0,RED INTERNET & PHONE CABLE U,1
65 - 69,NRW,54.99,54.99,30,0,RED INTERNET & PHONE CABLE U,0
30 - 34,NRW,34.99,34.99,183,0,VF CABLEMAX,0
45 - 49,NRW,47.99,47.99,30,0,VF RIP U-TREUE,1
55 - 59,HSN,34.99,34.99,30,0,RED INTERNET & PHONE CABLE U,1
35 - 39,HSN,34.99,34.99,30,0,RED INTERNET & PHONE CABLE U,1
65 - 69,HSN,44.98,34.99,30,0,VF RIP U-TREUE,0
55 - 59,NRW,66.32,48.42,30,0,3PLAY COMFORT,0
80 and over,HSN,51.94,30.95,30,0,RED INTERNET & PHONE CABLE U,1
80 and over,NRW,60.95,34.98,30,0,RED INTERNET & PHONE CABLE U,1
50 - 54,HSN,44.98,44.98,30,0,RED INTERNET & PHONE CABLE U,1
75 - 79,NRW,67.96,32.99,548,0,GIGAZUHAUSE TREUE B,0
30 - 34,NRW,34.99,34.99,30,0,RED INTERNET & PHONE CABLE U,1
35 - 39,NRW,39.99,39.99,30,0,RED INTERNET & PHONE CABLE U,0
40 - 44,NRW,29.99,29.99,58,0,RED INTERNET & PHONE CABLE U,1
45 - 49,NRW,30.97,9.98,30,0,HSI HZ BOX ONLY,0
80 and over,KBW,68.98,47.99,30,0,GIGAZUHAUSE KABEL,1
65 - 69,NRW,64.98,64.98,30,0,TREUEPLUS,0
50 - 54,NRW,54.99,54.99,88,0,RED INTERNET & PHONE CABLE U,1
25 - 29,KBW,70.98,49.99,30,0,RED INTERNET & PHONE CABLE U,1
25 - 29,HSN,39.98,39.98,108,0,GIGAZUHAUSE KABEL,1
45 - 49,NRW,108.92,44.98,676,0,VF CABLEMAX,1
60 - 64,HSN,189.88,189.88,30,0,VF CABLEMAX,0
60 - 64,NRW,42.97,42.97,30,0,3PLAY TREUE,0
45 - 49,HSN,58.96,48.97,30,0,VF CABLEMAX,0
35 - 39,NRW,44.98,44.98,92,0,VF CABLEMAX,1
75 - 79,KBW,49.97,39.99,674,0,VF RIP U-TREUE,1
35 - 39,NRW,49.99,49.99,30,0,GIGAZUHAUSE KABEL,0
45 - 49,KBW,47.99,47.99,30,0,VF RIP U-TREUE,0
45 - 49,NRW,54.98,54.98,30,0,GIGAZUHAUSE KABEL,1
35 - 39,NRW,49.99,49.99,30,0,RED INTERNET & PHONE CABLE U,1
55 - 59,NRW,56.96,37.98,30,0,VF RIP U-TREUE,1
30 - 34,NRW,44.98,44.98,53,0,RED INTERNET & PHONE CABLE U,1
50 - 54,NRW,39.99,39.99,30,0,RED INTERNET & PHONE CABLE U,1
80 and over,KBW,50.97,29.98,30,0,RED INTERNET & PHONE CABLE U,0
35 - 39,KBW,39.99,39.99,30,0,VF RIP U-TREUE,1
55 - 59,KBW,70.98,49.99,30,0,RED INTERNET & PHONE CABLE U,1
45 - 49,NRW,42.97,42.97,30,0,RED INTERNET & PHONE CABLE U,1
40 - 44,NRW,37.99,37.99,30,0,VF RIP U-TREUE,0
30 - 34,NRW,34.99,34.99,30,0,RED INTERNET & PHONE CABLE U,0
30 - 34,NRW,74.97,44.98,30,0,VF CABLEMAX,0
