region,cohort,flag_churn,customer_age_class,count_internet_previous_cancellations_0_18,basket_months_since_contract_start_date,count_transactions_Online,internet_product_name,internet_diff_churn_months,internet_all_outofcontract,calls_inbound_waiting_time_inqueue_0_6,calls_inbound_talk_time_0_6,count_calls_inbound_0_6,internet_months_since_contract_start_date,internet_months_until_contract_end,internet_days_until_initial_contract_end,campaign_dima_email_0_18,campaign_dima_service_0_18,campaign_dima_xsell_0_18,campaign_dima_0_18,contract_summaries_csconfirmed_0_3,basket_package_price_list,internet_package_price_list,internet_package_price_disc,basket_package_price_disc,internet_cons_package_price_list,basket_months_until_contract_end,basket_days_until_contract_end,non_internet_months_until_contract_end,non_internet_days_until_contract_end,internet_days_until_contract_end,non_internet_months_since_contract_start_date,count_previous_cancellations_0_18,basket_proportion_disc,internet_product_category,count_transactions_Commercial_Operations,basket_product_category,internet_down_speed,basket_days_until_next_promo_end,count_transactions_other,number_cust_at_lastamp_segment,number_cust_at_node_segment
KBW,2024-08-01,1,65 - 69,1,68,0,3PLAY TREUE 200,3,1,595,0,1,68,0,0,5,0,0,0,0,44.990000000,44.990000000,44.990000000,44.990000000,44.990000000,0,30,0,30,30,68,2,0E-9,3PLAY,0,N/A,200,0,1,0,0
HSN,2024-08-01,0,80 and over,0,59,1,GIGAZUHAUSE 250 TREUE C,0,1,3,1568,2,3,0,0,2,2,0,2,0,58.970000000,34.990000000,34.990000000,58.970000000,34.990000000,0,30,0,30,30,59,0,0E-9,2PLAY,1,DIGITAL KABELANSCHLUSS,250,0,0,0,0
NRW,2024-08-01,1,25 - 29,0,35,1,RED INTERNET UND PHONE 50 CABLE U,0,1,0,0,0,35,0,0,6,0,1,0,0,38.980000000,38.980000000,38.980000000,38.980000000,38.980000000,0,30,0,30,30,3,0,0E-9,2PLAY,0,SUPERWLAN,50,0,1,155,345
NRW,2024-08-01,1,65 - 69,0,36,1,RED INTERNET UND PHONE 100 CABLE U,0,1,0,0,0,36,0,0,5,1,0,1,0,39.990000000,39.990000000,39.990000000,39.990000000,39.990000000,0,30,0,30,30,36,2,0E-9,2PLAY,1,SUPERWLAN,100,0,2,27,532
KBW,2024-08-01,0,40 - 44,0,18,0,GIGAZUHAUSE 100 TREUE C,0,0,0,0,0,18,6,191,6,1,0,1,0,24.990000000,24.990000000,24.990000000,24.990000000,24.990000000,6,191,0,30,191,2,0,0E-9,2PLAY,1,SUPERWLAN,100,0,0,90,125
KBW,2024-08-01,1,50 - 54,0,45,0,GIGAZUHAUSE 1000 TREUE B,25,0,0,0,0,21,3,117,5,0,0,0,0,44.990000000,44.990000000,44.990000000,36.990000000,44.990000000,3,117,0,30,117,45,0,0.180000000,2PLAY,2,SUPERWLAN,1000,116,1,52,369
KBW,2024-08-01,0,65 - 69,0,52,0,VF RIP 100 U-TREUE,0,1,0,0,0,52,0,0,0,1,0,1,0,32.990000000,32.990000000,32.990000000,32.990000000,32.990000000,0,30,0,30,30,52,0,0E-9,2PLAY,0,N/A,100,0,3,27,339
KBW,2024-08-01,0,30 - 34,0,13,1,GIGAZUHAUSE 250 KABEL,0,0,0,0,0,13,11,340,5,0,0,0,0,44.990000000,44.990000000,44.990000000,44.990000000,44.990000000,11,340,0,0,340,0,0,0E-9,2PLAY,0,2PLAY,250,0,0,0,0
NRW,2024-08-01,0,40 - 44,0,14,0,GIGAZUHAUSE 100 KABEL,0,0,0,0,0,14,4,132,5,0,0,0,0,39.980000000,39.980000000,39.980000000,39.980000000,39.980000000,4,132,0,30,132,14,0,0E-9,2PLAY,4,SUPERWLAN,100,0,1,260,500
NRW,2024-08-01,1,25 - 29,0,39,1,VF CABLEMAX 500,0,0,0,0,0,39,3,94,6,1,0,1,0,74.980000000,74.980000000,74.980000000,74.980000000,74.980000000,3,94,0,0,94,0,0,0E-9,2PLAY,0,2PLAY,500,0,0,18,291
KBW,2024-08-01,1,25 - 29,0,24,0,VF CABLEMAX 1000,0,0,0,0,0,24,0,7,5,0,0,0,0,44.980000000,44.980000000,44.980000000,44.980000000,44.980000000,0,30,0,30,7,24,0,0E-9,2PLAY,1,SUPERWLAN,1000,0,0,14,495
NRW,2024-08-01,0,30 - 34,0,63,0,2PLAY FLY 400,0,1,0,0,0,63,0,0,0,0,0,0,0,49.990000000,49.990000000,49.990000000,49.990000000,49.990000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,400,0,12,314,314
NRW,2024-08-01,1,45 - 49,0,46,0,RED INTERNET UND PHONE 50 CABLE U,0,1,0,0,0,46,0,0,2,2,0,2,0,34.990000000,34.990000000,34.990000000,34.990000000,34.990000000,0,30,0,30,30,2,0,0E-9,2PLAY,1,SUPERWLAN,50,0,0,118,417
NRW,2024-08-01,1,25 - 29,0,20,1,GIGAZUHAUSE 100 KABEL,0,0,0,0,0,20,4,131,2,0,5,0,0,39.980000000,39.980000000,39.980000000,39.980000000,39.980000000,4,131,0,30,131,8,0,0E-9,2PLAY,1,SUPERWLAN,100,0,1,130,251
KBW,2024-08-01,1,55 - 59,0,49,0,RED INTERNET UND PHONE 250 CABLE U,0,1,0,0,0,49,0,0,5,1,0,1,0,64.970000000,64.970000000,64.970000000,64.970000000,64.970000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,250,0,0,17,611
KBW,2024-08-01,0,30 - 34,0,132,0,2PLAY PLUS 50,0,1,0,0,0,132,0,0,0,1,0,1,0,64.970000000,43.980000000,43.980000000,64.970000000,43.980000000,0,30,0,30,30,132,0,0E-9,2PLAY,0,DIGITAL KABELANSCHLUSS,50,0,1,75,533
NRW,2024-08-01,1,65 - 69,0,36,0,VF RIP 100 U-TREUE,0,1,0,0,0,36,0,0,0,1,0,1,0,32.990000000,32.990000000,32.990000000,32.990000000,32.990000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,100,0,0,20,136
NRW,2024-08-01,1,30 - 34,0,26,0,RED INTERNET UND PHONE 1000 CABLE U,0,1,0,0,0,26,0,0,6,1,0,1,0,54.990000000,49.990000000,49.990000000,49.990000000,49.990000000,0,30,0,30,30,26,0,0.090000000,2PLAY,0,GIGATV CABLE BOX,1000,1500,0,417,417
NRW,2024-08-01,0,60 - 64,0,28,0,VF CABLEMAX 1000,0,1,0,0,0,28,0,0,9,1,5,1,0,49.970000000,49.970000000,49.970000000,49.970000000,49.970000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,1000,0,0,97,165
HSN,2024-08-01,0,35 - 39,0,44,0,RED INTERNET UND PHONE 50 CABLE U,0,1,0,0,0,44,0,0,9,2,3,2,0,34.990000000,34.990000000,34.990000000,34.990000000,34.990000000,0,30,0,30,30,44,0,0E-9,2PLAY,1,SUPERWLAN,50,0,0,82,374
HSN,2024-08-01,1,25 - 29,0,25,0,RED INTERNET & PHONE 50 CABLE U,0,1,0,0,0,25,0,0,6,1,1,1,0,29.990000000,29.990000000,29.990000000,29.990000000,29.990000000,0,30,0,30,30,25,0,0E-9,2PLAY,1,SUPERWLAN,50,0,0,33,708
NRW,2024-08-01,1,60 - 64,0,12,0,GIGAZUHAUSE 1000 KABEL,0,0,136,605,1,12,12,392,0,0,0,0,0,87.950000000,62.980000000,62.980000000,72.960000000,62.980000000,12,392,12,392,392,12,0,0.170000000,2PLAY,1,VF PREMIUM,1000,26,0,62,493
HSN,2024-08-01,1,45 - 49,0,38,0,VF RIP 100 U-TREUE,0,1,0,0,0,38,0,0,8,2,1,2,0,29.990000000,29.990000000,29.990000000,29.990000000,29.990000000,0,30,0,30,30,38,0,0E-9,2PLAY,1,SUPERWLAN,100,0,0,177,250
KBW,2024-08-01,1,55 - 59,0,24,0,RED INTERNET UND PHONE 100 CABLE U,0,0,0,0,0,24,0,17,7,2,0,2,0,39.990000000,39.990000000,39.990000000,39.990000000,39.990000000,0,30,0,30,17,24,0,0E-9,2PLAY,1,SUPERWLAN,100,0,1,65,65
NRW,2024-08-01,0,35 - 39,0,29,0,VF CABLEMAX 1000,0,1,0,0,0,29,0,0,9,2,2,2,0,44.980000000,44.980000000,44.980000000,44.980000000,44.980000000,0,30,0,0,30,0,0,0E-9,2PLAY,1,2PLAY,1000,0,0,9,236
KBW,2024-08-01,0,65 - 69,0,78,0,VF RIP 250 U-TREUE,0,1,0,0,0,78,0,0,0,1,1,1,0,39.990000000,39.990000000,39.990000000,39.990000000,39.990000000,0,30,0,0,30,0,0,0E-9,2PLAY,2,2PLAY,250,0,0,22,628
KBW,2024-08-01,0,80 and over,0,211,0,RED INTERNET UND PHONE 50 CABLE U,0,1,0,0,0,117,0,0,8,2,0,2,0,53.940000000,32.950000000,32.950000000,53.940000000,32.950000000,0,30,0,30,30,211,0,0E-9,2PLAY,2,SUPERWLAN,50,0,0,32,460
NRW,2024-08-01,0,50 - 54,0,54,0,VF CABLEMAX 1000,0,1,0,0,0,54,0,0,7,2,0,2,0,49.970000000,49.970000000,49.970000000,49.970000000,49.970000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,1000,0,0,59,522
HSN,2024-08-01,0,55 - 59,0,102,3,3PLAY START 60,0,1,0,0,0,102,0,0,7,2,0,2,0,58.940000000,45.950000000,45.950000000,58.940000000,45.950000000,20,637,20,637,30,4,0,0E-9,3PLAY,4,DIGITAL KABELANSCHLUSS,60,0,3,0,0
NRW,2024-08-01,1,18 - 24,0,44,0,RED INTERNET UND PHONE 100 CABLE U,0,1,0,0,0,44,0,0,7,2,0,2,0,39.990000000,39.990000000,39.990000000,39.990000000,39.990000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,100,0,0,107,280
NRW,2024-08-01,1,25 - 29,0,59,2,GIGAZUHAUSE 500 KABEL,0,1,0,0,0,59,0,0,0,0,0,0,0,49.990000000,49.990000000,49.990000000,49.990000000,49.990000000,0,30,0,0,30,0,0,0E-9,2PLAY,2,2PLAY,500,0,0,59,220
NRW,2024-08-01,1,45 - 49,0,31,0,VF RIP 1000 U-TREUE,0,1,0,0,0,31,0,0,7,1,0,1,0,99.940000000,54.980000000,54.980000000,89.940000000,54.980000000,0,30,0,30,30,31,0,0.100000000,2PLAY,0,VF PREMIUM,1000,1500,0,22,157
HSN,2024-08-01,0,25 - 29,0,45,0,RED INTERNET UND PHONE 100 CABLE U,0,1,0,0,0,45,0,0,2,2,0,2,0,54.980000000,39.990000000,39.990000000,54.980000000,39.990000000,0,30,0,30,30,45,0,0E-9,2PLAY,2,SUPERWLAN,100,1500,0,46,508
KBW,2024-08-01,0,25 - 29,0,36,0,VF CABLEMAX 1000,0,1,0,0,0,36,0,0,0,1,0,1,0,53.960000000,53.960000000,53.960000000,53.960000000,53.960000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,1000,0,0,123,245
NRW,2024-08-01,1,40 - 44,1,71,1,VF RIP 250 U-TREUE,1,1,66,707,2,71,0,0,5,1,0,1,0,42.980000000,42.980000000,42.980000000,42.980000000,42.980000000,0,30,0,0,30,0,1,0E-9,2PLAY,2,2PLAY,250,0,1,200,257
KBW,2024-08-01,1,55 - 59,0,18,0,GIGAZUHAUSE 1000 TREUE B,0,0,0,0,0,18,6,196,1,1,0,1,0,44.990000000,44.990000000,44.990000000,44.990000000,44.990000000,6,196,0,30,196,18,0,0E-9,2PLAY,2,SUPERWLAN,1000,0,0,95,293
NRW,2024-08-01,1,35 - 39,0,58,0,VF RIP 250 U-TREUE,0,1,0,0,0,58,0,0,0,1,0,1,0,70.960000000,39.990000000,39.990000000,70.960000000,39.990000000,0,30,0,30,30,58,0,0E-9,2PLAY,2,N/A,250,0,0,21,396
NRW,2024-08-01,0,70 - 74,0,75,0,VF RIP 250 U-TREUE,0,1,0,0,0,75,0,0,7,2,0,2,0,39.990000000,39.990000000,39.990000000,39.990000000,39.990000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,250,0,0,14,393
KBW,2024-08-01,0,25 - 29,0,40,0,RED INTERNET UND PHONE 250 CABLE U,0,1,3,117,1,40,0,0,7,2,0,2,0,44.980000000,44.980000000,44.980000000,44.980000000,44.980000000,0,30,0,30,30,40,0,0E-9,2PLAY,1,SUPERWLAN,250,0,1,42,716
HSN,2024-08-01,1,25 - 29,0,16,0,GIGAZUHAUSE 1000 KABEL,0,0,0,0,0,16,8,245,0,0,0,0,0,59.990000000,59.990000000,59.990000000,59.990000000,59.990000000,8,245,0,30,245,16,0,0E-9,2PLAY,1,SUPERWLAN,1000,0,0,241,373
KBW,2024-08-01,0,75 - 79,0,51,0,RED INTERNET UND PHONE 500 CABLE U,0,1,0,0,0,51,0,0,6,1,0,1,0,78.960000000,49.990000000,49.990000000,78.960000000,49.990000000,0,30,0,30,30,51,0,0E-9,2PLAY,1,SUPERWLAN,500,0,0,14,481
NRW,2024-08-01,1,35 - 39,0,108,2,2PLAY 30MBIT 4ALL,0,1,0,0,0,108,0,0,1,1,0,1,0,36.960000000,36.960000000,36.960000000,36.960000000,36.960000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,30,0,3,149,496
NRW,2024-08-01,1,55 - 59,0,43,0,VF RIP 500 U-TREUE,0,1,73,641,2,43,0,0,10,1,6,1,0,62.960000000,52.980000000,52.980000000,52.980000000,52.980000000,22,677,22,677,30,2,0,0.160000000,2PLAY,0,DIGITAL KABELANSCHLUSS,500,0,4,193,361
KBW,2024-08-01,0,35 - 39,0,125,0,RED INTERNET UND PHONE 50 CABLE U,0,1,0,0,0,125,0,0,0,1,0,1,0,30.950000000,30.950000000,30.950000000,30.950000000,30.950000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,50,0,1,289,289
NRW,2024-08-01,1,35 - 39,0,19,2,GIGAZUHAUSE 100 TREUE B,24,0,0,0,0,19,5,180,7,1,2,1,0,27.990000000,27.990000000,24.990000000,24.990000000,27.990000000,5,180,0,30,180,19,0,0.110000000,2PLAY,1,SUPERWLAN,100,179,1,107,248
NRW,2024-08-01,0,60 - 64,0,108,0,INTERNET 100,0,1,0,0,0,108,0,0,5,0,0,0,0,34.990000000,30.000000000,30.000000000,34.990000000,30.000000000,0,30,0,30,30,108,0,0E-9,1PLAY,0,TV START,100,0,1,14,719
NRW,2024-08-01,1,40 - 44,0,36,0,VF RIP 250 U-TREUE,0,1,0,0,0,36,0,0,8,2,2,2,0,37.990000000,37.990000000,37.990000000,37.990000000,37.990000000,0,30,0,0,30,0,0,0E-9,2PLAY,2,2PLAY,250,0,0,0,0
HSN,2024-08-01,1,50 - 54,0,33,0,RED INTERNET UND PHONE 250 CABLE U,0,1,0,0,0,33,0,0,5,2,5,2,0,48.970000000,48.970000000,48.970000000,48.970000000,48.970000000,0,30,0,30,30,33,0,0E-9,2PLAY,1,SUPERWLAN,250,0,0,121,121
NRW,2024-08-01,0,25 - 29,0,32,0,RED INTERNET & PHONE 250 CABLE U,0,1,0,0,0,32,0,0,7,2,1,2,0,44.980000000,44.980000000,44.980000000,44.980000000,44.980000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,250,0,0,257,628
NRW,2024-08-01,1,50 - 54,0,79,0,VF RIP 250 U-TREUE,0,1,0,0,0,79,0,0,8,2,0,3,0,39.990000000,39.990000000,39.990000000,39.990000000,39.990000000,0,30,0,0,30,0,0,0E-9,2PLAY,2,2PLAY,250,0,0,235,456
HSN,2024-08-01,1,30 - 34,0,44,0,RED INTERNET UND PHONE 250 CABLE U,0,1,0,0,0,44,0,0,8,1,4,1,0,43.970000000,39.980000000,39.980000000,39.980000000,39.980000000,0,30,0,30,30,44,0,0.090000000,2PLAY,1,SUPERWLAN,250,1500,0,178,178
HSN,2024-08-01,1,65 - 69,0,202,0,3PLAY SMART 50,0,1,0,0,0,131,0,0,5,1,0,1,0,61.960000000,40.970000000,40.970000000,61.960000000,40.970000000,0,30,0,30,30,202,0,0E-9,3PLAY,2,DIGITAL KABELANSCHLUSS,50,0,1,82,448
KBW,2024-08-01,0,40 - 44,0,13,0,GIGAZUHAUSE 500 TREUE B,0,0,0,0,0,13,11,346,7,2,0,2,0,39.980000000,39.980000000,39.980000000,39.980000000,39.980000000,11,346,0,30,346,13,0,0E-9,2PLAY,2,SUPERWLAN,500,0,3,257,328
NRW,2024-08-01,0,60 - 64,0,73,0,HSI HZ BOX ONLY,0,1,0,0,0,73,0,0,1,0,4,0,0,9.980000000,9.980000000,9.980000000,9.980000000,9.980000000,0,30,0,0,30,0,0,0E-9,1PLAY,0,1PLAY,10,0,0,0,0
NRW,2024-08-01,1,70 - 74,0,41,2,VF RIP 250 U-TREUE,0,1,0,0,0,41,0,0,9,4,0,4,0,45.970000000,45.970000000,45.970000000,45.970000000,45.970000000,0,30,0,0,30,0,0,0E-9,2PLAY,1,2PLAY,250,0,0,33,405
KBW,2024-08-01,0,50 - 54,0,51,0,EAZY 50,0,1,0,0,0,51,0,0,8,1,2,1,0,19.990000000,19.990000000,19.990000000,19.990000000,19.990000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,50,0,2,162,467
KBW,2024-08-01,1,40 - 44,0,41,0,RED INTERNET UND PHONE 50 CABLE U,0,1,0,0,0,41,0,0,7,2,0,2,0,29.990000000,29.990000000,29.990000000,29.990000000,29.990000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,50,0,0,92,372
HSN,2024-08-01,1,45 - 49,0,23,0,RED INTERNET UND PHONE 1000 CABLE U,0,0,0,0,0,23,1,49,0,1,0,1,0,54.990000000,54.990000000,54.990000000,54.990000000,54.990000000,1,49,0,0,49,0,0,0E-9,2PLAY,2,2PLAY,1000,0,2,266,571
KBW,2024-08-01,1,45 - 49,0,20,1,GIGAZUHAUSE 250 KABEL,0,0,0,0,0,20,4,130,6,1,0,1,0,44.990000000,44.990000000,44.990000000,44.990000000,44.990000000,4,130,0,0,130,0,0,0E-9,2PLAY,2,2PLAY,250,0,3,0,0
KBW,2024-08-01,1,45 - 49,0,34,0,VF RIP 100 U-TREUE,0,1,12,923,2,34,0,0,8,2,1,2,0,29.990000000,29.990000000,29.990000000,29.990000000,29.990000000,0,30,0,30,30,34,0,0E-9,2PLAY,4,SUPERWLAN,100,0,1,55,425
NRW,2024-08-01,1,45 - 49,0,58,0,3PLAY TREUE 400 GENRE,0,1,0,0,0,58,0,0,9,1,3,2,0,52.990000000,52.990000000,52.990000000,52.990000000,52.990000000,0,30,0,0,30,0,0,0E-9,3PLAY,0,3PLAY,400,0,0,163,400
NRW,2024-08-01,0,65 - 69,0,56,0,VF CABLEMAX 500,0,1,0,0,0,53,0,0,8,1,0,1,0,69.950000000,44.980000000,44.980000000,69.950000000,44.980000000,0,30,0,30,30,56,0,0E-9,2PLAY,1,HD OPTION,500,0,0,7,194
NRW,2024-08-01,0,60 - 64,0,122,0,RED INTERNET UND PHONE 1000 CABLE U,0,1,0,0,0,44,0,0,0,1,0,1,0,75.980000000,54.990000000,54.990000000,75.980000000,54.990000000,0,30,0,30,30,122,0,0E-9,2PLAY,0,DIGITAL KABELANSCHLUSS,1000,0,0,75,530
NRW,2024-08-01,0,40 - 44,0,53,0,VF CABLEMAX 1000,0,1,0,0,0,53,0,0,8,2,0,3,0,54.960000000,44.980000000,44.980000000,54.960000000,44.980000000,0,30,0,30,30,53,0,0E-9,2PLAY,1,SUPERWLAN,1000,0,0,73,499
NRW,2024-08-01,1,60 - 64,0,38,7,RED INTERNET UND PHONE 50 CABLE U,0,1,1183,168,2,38,0,0,8,1,0,1,0,54.960000000,29.990000000,29.990000000,49.960000000,29.990000000,7,227,7,227,30,17,0,0.090000000,2PLAY,1,VF PREMIUM,50,1500,0,44,446
KBW,2024-08-01,0,65 - 69,0,85,0,RED INTERNET UND PHONE 100 CABLE U,0,1,0,0,0,85,0,0,5,1,2,1,0,39.980000000,33.000000000,33.000000000,39.980000000,33.000000000,0,30,0,30,30,85,0,0E-9,2PLAY,2,HD OPTION,100,0,0,55,597
HSN,2024-08-01,1,35 - 39,0,20,2,GIGAZUHAUSE 1000 TREUE B,0,0,0,0,0,20,4,141,8,3,0,3,0,49.980000000,49.980000000,49.980000000,49.980000000,49.980000000,4,141,0,0,141,0,0,0E-9,2PLAY,1,2PLAY,1000,0,0,43,206
HSN,2024-08-01,0,60 - 64,0,133,0,3PLAY PLUS 50,0,1,0,0,0,133,0,0,7,2,0,2,0,44.650000000,44.650000000,44.650000000,44.650000000,44.650000000,0,30,0,0,30,0,0,0E-9,3PLAY,0,3PLAY,50,0,0,119,563
NRW,2024-08-01,0,80 and over,0,60,0,TELEFON  6MBIT HSI,0,1,0,0,0,60,0,0,0,0,0,0,0,29.970000000,19.990000000,19.990000000,29.970000000,19.990000000,17,542,17,542,30,7,0,0E-9,1PLAY,0,DIGITAL KABELANSCHLUSS,6,0,0,110,556
NRW,2024-08-01,0,30 - 34,0,53,0,VF CABLEMAX 1000,0,1,0,0,0,53,0,0,7,2,0,2,1,44.980000000,44.980000000,44.980000000,44.980000000,44.980000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,1000,0,0,11,256
NRW,2024-08-01,0,80 and over,0,81,0,RED INTERNET UND PHONE 100 CABLE U,0,1,0,0,0,81,0,0,2,2,0,2,0,60.970000000,33.000000000,33.000000000,60.970000000,33.000000000,0,30,0,30,30,81,0,0E-9,2PLAY,2,N/A,100,0,0,53,574
NRW,2024-08-01,0,30 - 34,0,29,0,VF CABLEMAX 1000,0,1,3,428,1,29,0,0,9,2,2,2,0,49.970000000,49.970000000,49.970000000,49.970000000,49.970000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,1000,0,0,48,379
NRW,2024-08-01,1,30 - 34,0,63,5,EAZY 50,0,1,0,0,0,63,0,0,6,1,0,1,0,19.990000000,19.990000000,19.990000000,19.990000000,19.990000000,0,30,0,0,30,0,0,0E-9,2PLAY,1,2PLAY,50,0,1,0,0
KBW,2024-08-01,0,60 - 64,0,141,0,GIGAZUHAUSE 250 KABEL,0,1,0,0,0,125,0,0,6,1,0,1,0,58.770000000,37.780000000,37.780000000,58.770000000,37.780000000,0,30,0,30,30,141,0,0E-9,2PLAY,2,ANALOG KABELANSCHLUSS,250,0,1,8,954
NRW,2024-08-01,1,40 - 44,0,25,0,VF CABLEMAX 1000,0,1,0,0,0,25,0,0,5,0,0,0,0,39.980000000,39.980000000,39.980000000,39.980000000,39.980000000,0,30,0,30,30,24,0,0E-9,2PLAY,1,N/A,1000,0,0,0,0
NRW,2024-08-01,0,55 - 59,0,71,0,RED INTERNET UND PHONE 250 CABLE U,0,1,0,0,0,71,0,0,0,1,0,1,0,39.990000000,39.990000000,39.990000000,39.990000000,39.990000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,250,0,0,51,251
NRW,2024-08-01,0,30 - 34,0,48,0,VF RIP 500 U-TREUE,0,1,0,0,0,48,0,0,0,1,0,1,0,47.990000000,47.990000000,47.990000000,47.990000000,47.990000000,0,30,0,30,30,48,0,0E-9,2PLAY,0,N/A,500,0,0,28,321
NRW,2024-08-01,1,55 - 59,0,182,0,VF CABLEMAX 1000,0,1,0,0,0,46,0,0,7,2,0,2,0,101.940000000,44.980000000,44.980000000,75.950000000,44.980000000,12,390,12,390,30,182,0,0.250000000,2PLAY,1,VF PREMIUM,1000,24,0,25,642
KBW,2024-08-01,0,55 - 59,0,35,0,VF CABLEMAX 1000,0,1,0,0,0,35,0,0,2,2,0,2,0,44.980000000,44.980000000,44.980000000,44.980000000,44.980000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,1000,0,0,13,329
KBW,2024-08-01,0,55 - 59,0,72,0,VF RIP 100 U-TREUE,0,1,0,0,0,50,0,0,7,2,0,2,0,34.990000000,34.990000000,34.990000000,34.990000000,34.990000000,0,30,0,30,30,72,0,0E-9,2PLAY,1,N/A,100,0,0,73,245
KBW,2024-08-01,0,50 - 54,0,106,0,RED INTERNET UND PHONE 250 CABLE U,0,1,0,0,0,106,0,0,0,1,0,1,0,47.960000000,47.960000000,47.960000000,47.960000000,47.960000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,250,0,0,35,611
NRW,2024-08-01,0,30 - 34,0,12,4,GIGAZUHAUSE CABLEMAX 1000,0,0,0,0,0,12,12,395,10,2,5,2,0,57.970000000,57.970000000,57.970000000,57.970000000,57.970000000,12,395,0,0,395,0,0,0E-9,2PLAY,0,2PLAY,1000,0,0,91,91
HSN,2024-08-01,1,40 - 44,0,22,1,RED INTERNET UND PHONE 100 CABLE U,0,1,0,0,0,22,0,0,0,1,2,1,0,39.990000000,39.990000000,39.990000000,39.990000000,39.990000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,100,0,0,182,358
KBW,2024-08-01,1,30 - 34,0,20,0,GIGAZUHAUSE 100 KABEL,0,0,0,0,0,20,4,145,6,1,3,1,0,39.980000000,39.980000000,39.980000000,39.980000000,39.980000000,4,145,0,30,145,20,0,0E-9,2PLAY,4,SUPERWLAN,100,0,1,60,254
KBW,2024-08-01,0,65 - 69,0,64,0,VF RIP 250 U-TREUE,0,1,0,0,0,64,0,0,5,1,0,1,0,39.990000000,39.990000000,39.990000000,39.990000000,39.990000000,0,30,0,0,30,0,0,0E-9,2PLAY,4,2PLAY,250,0,0,54,698
NRW,2024-08-01,0,30 - 34,0,40,2,VF CABLEMAX 1000,0,1,0,0,0,27,0,0,7,1,0,1,0,84.950000000,49.970000000,49.970000000,74.950000000,49.970000000,0,30,0,30,30,40,0,0.120000000,2PLAY,0,HD OPTION,1000,1500,0,40,489
KBW,2024-08-01,1,60 - 64,0,91,0,GIGAZUHAUSE 250 KABEL,0,1,710,254,1,91,0,0,1,1,0,1,0,84.390000000,43.420000000,43.420000000,79.390000000,43.420000000,0,30,0,30,30,91,0,0.060000000,2PLAY,4,TV START,250,1500,0,72,431
HSN,2024-08-01,0,75 - 79,0,49,0,RED INTERNET UND PHONE 50 CABLE U,0,1,0,0,0,49,0,0,7,2,0,2,0,149.920000000,149.920000000,149.920000000,149.920000000,149.920000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,50,0,0,37,373
HSN,2024-08-01,1,35 - 39,0,45,0,RED INTERNET UND PHONE 500 CABLE U,0,1,0,0,0,45,0,0,0,1,1,1,0,49.990000000,49.990000000,49.990000000,49.990000000,49.990000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,500,0,0,82,188
NRW,2024-08-01,0,55 - 59,0,21,9,VF CABLEMAX 1000,0,0,0,0,0,21,3,106,1,1,0,1,0,92.930000000,44.980000000,44.980000000,82.930000000,44.980000000,3,106,3,106,106,21,0,0.110000000,2PLAY,3,VF PREMIUM,1000,1500,0,38,344
HSN,2024-08-01,1,55 - 59,0,123,0,RED INTERNET UND PHONE 1000 CABLE U,0,1,0,0,0,49,0,0,8,2,0,2,0,75.970000000,54.990000000,54.990000000,75.970000000,54.990000000,17,539,17,539,30,123,0,0E-9,2PLAY,1,SUPERWLAN,1000,0,0,133,834
HSN,2024-08-01,0,55 - 59,0,13,2,GIGAZUHAUSE 100 TREUE C,0,0,0,0,0,13,11,364,10,1,6,1,0,24.990000000,24.990000000,24.990000000,24.990000000,24.990000000,11,364,0,0,364,0,0,0E-9,2PLAY,1,2PLAY,100,0,0,183,725
KBW,2024-08-01,1,70 - 74,0,208,0,GIGAZUHAUSE 100 KABEL,0,1,0,0,0,85,0,0,0,1,0,1,0,56.350000000,35.990000000,35.990000000,56.350000000,35.990000000,0,30,0,30,30,208,0,0E-9,2PLAY,2,HD OPTION,100,0,3,34,876
