customer_age_class,region,count_previous_cancellations_0_18,basket_months_since_contract_start_date,basket_days_until_contract_end,basket_months_until_contract_end,basket_package_price_disc,basket_product_category,basket_package_price_list,internet_package_price_disc,internet_product_name,internet_diff_churn_months,internet_days_until_initial_contract_end,internet_months_since_contract_start_date,flag_churn
55 - 59,KBW,0,141,312,10,33.970000000,N/A,33.970000000,19.990000000,EAZY,0,0,77,0
35 - 39,NRW,0,68,30,0,29.990000000,1PLAY,29.990000000,29.990000000,INTERNET PREMIUM,0,0,68,0
80 and over,HSN,0,56,308,10,39.990000000,N/A,39.990000000,39.990000000,VF RIP U-TREUE,0,0,56,0
25 - 29,NRW,0,18,200,6,43.970000000,2PLAY,43.970000000,43.970000000,GIGAZUHAUSE TREUE B,0,200,18,1
35 - 39,HSN,0,15,291,9,39.980000000,2PLAY,39.980000000,39.980000000,VF CABLEMAX,0,291,15,1
25 - 29,NRW,0,17,220,7,34.990000000,SUPERWLAN,34.990000000,34.990000000,GIGAZUHAUSE KABEL,0,220,17,1
75 - 79,NRW,0,46,30,0,54.970000000,HD OPTION,64.970000000,29.990000000,VF RIP U-TREUE,0,0,28,1
55 - 59,NRW,0,53,30,0,44.980000000,2PLAY,44.980000000,44.980000000,VF CABLEMAX,0,0,53,1
45 - 49,KBW,0,43,30,0,49.990000000,2PLAY,49.990000000,49.990000000,RED INTERNET & PHONE CABLE U,21,0,43,0
45 - 49,KBW,0,42,30,0,43.980000000,2PLAY,43.980000000,43.980000000,RED INTERNET & PHONE CABLE U,0,0,42,1
45 - 49,KBW,0,20,141,4,24.990000000,2PLAY,24.990000000,24.990000000,VF RIP U-TREUE,25,141,20,1
50 - 54,NRW,0,22,81,2,21.990000000,N/A,24.990000000,24.990000000,VF RIP U-TREUE,24,81,22,1
50 - 54,NRW,0,83,208,6,52.970000000,N/A,52.970000000,52.970000000,GIGAZUHAUSE TREUE B,0,208,18,0
35 - 39,KBW,0,39,30,0,49.990000000,2PLAY,49.990000000,49.990000000,RED INTERNET & PHONE CABLE U,0,0,39,1
not available,HSN,0,20,137,4,59.980000000,HD OPTION,64.980000000,44.990000000,GIGAZUHAUSE KABEL,0,137,20,0
35 - 39,KBW,1,21,98,3,29.980000000,N/A,34.980000000,34.980000000,VF RIP U-TREUE,5,98,21,1
40 - 44,HSN,0,80,30,0,39.990000000,2PLAY,39.990000000,39.990000000,VF RIP U-TREUE,0,0,80,0
60 - 64,HSN,0,38,30,0,64.970000000,SUPERWLAN,64.970000000,44.980000000,VF CABLEMAX,0,0,38,0
25 - 29,KBW,0,22,78,2,34.990000000,SUPERWLAN,34.990000000,34.990000000,RED INTERNET & PHONE CABLE U,0,78,22,1
60 - 64,KBW,0,127,30,0,53.980000000,N/A,53.980000000,53.980000000,3PLAY TREUE,0,0,55,1
25 - 29,KBW,0,19,162,5,59.990000000,2PLAY,59.990000000,59.990000000,GIGAZUHAUSE KABEL,0,162,19,0
55 - 59,NRW,0,13,336,11,24.990000000,2PLAY,24.990000000,24.990000000,GIGAZUHAUSE TREUE C,0,336,13,0
25 - 29,HSN,0,31,30,0,209.960000000,2PLAY,209.960000000,209.960000000,RED INTERNET & PHONE CABLE U,0,0,31,1
55 - 59,HSN,0,135,30,0,44.650000000,3PLAY,44.650000000,44.650000000,3PLAY PLUS,0,0,135,0
35 - 39,HSN,0,32,157,5,72.960000000,DIGITAL KABELANSCHLUSS,72.960000000,52.970000000,VF RIP U-TREUE,0,157,19,0
45 - 49,KBW,0,52,30,0,44.980000000,2PLAY,44.980000000,44.980000000,VF CABLEMAX,0,0,52,0
60 - 64,HSN,0,25,30,0,89.930000000,VF PREMIUM,99.930000000,52.960000000,VF CABLEMAX,0,0,25,0
55 - 59,KBW,0,78,30,0,34.990000000,2PLAY,34.990000000,34.990000000,2PLAY JUMP,0,0,78,1
40 - 44,HSN,0,30,30,0,34.990000000,SUPERWLAN,34.990000000,34.990000000,VF RIP U-TREUE,0,0,30,0
25 - 29,KBW,0,15,288,9,32.990000000,2PLAY,32.990000000,32.990000000,GIGAZUHAUSE TREUE B,0,288,15,0
45 - 49,NRW,0,45,30,0,39.990000000,2PLAY,39.990000000,39.990000000,RED INTERNET & PHONE CABLE U,0,0,45,1
55 - 59,NRW,0,31,30,0,22.980000000,2PLAY,22.980000000,22.980000000,EAZY FLEX,0,0,31,1
45 - 49,NRW,0,100,30,0,38.420000000,N/A,43.420000000,43.420000000,3PLAY COMFORT,0,0,100,0
50 - 54,HSN,0,19,174,5,83.950000000,VF PREMIUM,88.950000000,63.980000000,GIGAZUHAUSE KABEL,0,174,19,1
25 - 29,KBW,0,21,116,3,44.980000000,SUPERWLAN,44.980000000,44.980000000,VF CABLEMAX,0,116,21,1
35 - 39,KBW,0,52,30,0,44.980000000,2PLAY,44.980000000,44.980000000,VF CABLEMAX,0,0,52,0
50 - 54,HSN,0,19,170,5,44.990000000,SUPERWLAN,44.990000000,44.990000000,GIGAZUHAUSE KABEL,0,170,19,0
55 - 59,NRW,0,149,30,0,79.950000000,N/A,79.950000000,44.970000000,VF CABLEMAX,0,0,0,0
80 and over,NRW,0,76,654,21,49.950000000,HD OPTION,49.950000000,29.990000000,VF RIP U-TREUE,0,0,76,0
50 - 54,NRW,0,20,130,4,39.980000000,SUPERWLAN,39.980000000,39.980000000,GIGAZUHAUSE KABEL,0,130,20,0
60 - 64,NRW,0,18,698,22,55.970000000,SUPERWLAN,60.970000000,32.990000000,GIGAZUHAUSE TREUE B,0,199,18,1
50 - 54,KBW,0,186,192,6,101.970000000,SUPERWLAN,101.970000000,59.990000000,GIGAZUHAUSE KABEL,0,192,18,0
40 - 44,NRW,0,29,30,0,0E-9,1PLAY,0E-9,0E-9,MMA,0,0,29,0
75 - 79,NRW,0,20,137,4,24.990000000,SUPERWLAN,34.990000000,24.990000000,RED INTERNET & PHONE CABLE U,0,137,20,1
55 - 59,KBW,0,138,30,0,49.780000000,N/A,49.780000000,45.780000000,3PLAY + PAY,0,0,128,0
50 - 54,KBW,0,56,30,0,24.990000000,SUPERWLAN,24.990000000,24.990000000,RED INTERNET & PHONE CABLE U,0,0,56,0
30 - 34,HSN,0,23,383,12,24.990000000,SUPERWLAN,34.990000000,34.990000000,GIGAZUHAUSE TREUE C,0,383,12,1
70 - 74,KBW,0,47,379,12,44.970000000,VF PREMIUM,59.960000000,34.990000000,RED INTERNET & PHONE CABLE U,0,0,47,1
40 - 44,HSN,0,48,30,0,39.980000000,2PLAY,39.980000000,39.980000000,RED INTERNET & PHONE CABLE U,0,0,48,0
30 - 34,HSN,0,21,121,3,43.970000000,2PLAY,43.970000000,43.970000000,GIGAZUHAUSE KABEL,0,121,21,1
35 - 39,NRW,0,27,30,0,37.990000000,2PLAY,37.990000000,37.990000000,VF RIP U-TREUE,0,0,27,1
35 - 39,NRW,0,72,30,0,60.980000000,DIGITAL KABELANSCHLUSS,60.980000000,39.990000000,VF RIP U-TREUE,0,0,36,1
35 - 39,KBW,0,43,30,0,44.980000000,2PLAY,44.980000000,44.980000000,RED INTERNET & PHONE CABLE U,0,0,43,0
50 - 54,KBW,0,13,340,11,84.940000000,VF PREMIUM,89.940000000,39.980000000,GIGAZUHAUSE TREUE B,0,334,13,0
25 - 29,KBW,0,27,30,0,189.880000000,2PLAY,189.880000000,189.880000000,VF CABLEMAX,0,0,27,1
80 and over,KBW,0,188,322,10,19.990000000,N/A,34.990000000,19.990000000,GIGAZUHAUSE KABEL,0,322,14,0
80 and over,KBW,0,211,30,0,58.770000000,ANALOG KABELANSCHLUSS,58.770000000,37.780000000,GIGAZUHAUSE KABEL,0,0,130,0
65 - 69,NRW,0,21,100,3,64.970000000,HD OPTION,74.970000000,39.990000000,VF CABLEMAX,0,100,21,0
30 - 34,KBW,0,20,122,4,44.980000000,SUPERWLAN,44.980000000,44.980000000,VF CABLEMAX,0,122,20,0
75 - 79,NRW,0,76,30,0,54.960000000,HD OPTION,54.960000000,44.980000000,RED INTERNET & PHONE CABLE U,0,0,52,0
70 - 74,KBW,0,94,30,0,43.980000000,3PLAY,43.980000000,43.980000000,3PLAY TREUE,0,0,94,0
55 - 59,NRW,0,43,210,6,89.940000000,VF PREMIUM,99.940000000,54.980000000,RED INTERNET & PHONE CABLE U,0,0,43,0
80 and over,NRW,0,15,121,3,39.980000000,2PLAY,39.980000000,39.980000000,GIGAZUHAUSE KABEL,0,121,15,1
50 - 54,KBW,0,116,30,0,65.970000000,DIGITAL KABELANSCHLUSS,65.970000000,44.980000000,RED INTERNET & PHONE CABLE U,0,0,38,0
30 - 34,NRW,0,96,30,0,58.970000000,HD OPTION,58.970000000,32.990000000,VF RIP U-TREUE,0,0,30,1
65 - 69,KBW,0,138,30,0,66.790000000,HD RECEIVER,66.790000000,45.800000000,2PLAY,0,0,130,1
30 - 34,KBW,0,35,30,0,34.990000000,SUPERWLAN,34.990000000,34.990000000,RED INTERNET & PHONE CABLE U,0,0,35,1
60 - 64,KBW,0,14,333,10,24.990000000,SUPERWLAN,24.990000000,24.990000000,GIGAZUHAUSE TREUE C,0,333,14,0
50 - 54,NRW,0,13,351,11,32.990000000,2PLAY,32.990000000,32.990000000,GIGAZUHAUSE TREUE B,0,351,13,0
25 - 29,NRW,0,31,30,0,39.990000000,2PLAY,39.990000000,39.990000000,RED INTERNET & PHONE CABLE U,0,0,31,1
50 - 54,HSN,0,25,30,0,49.990000000,SUPERWLAN,49.990000000,49.990000000,VF RIP U-TREUE,0,0,25,1
50 - 54,NRW,0,155,30,0,58.970000000,DIGITAL KABELANSCHLUSS,58.970000000,37.980000000,VF RIP U-TREUE,0,0,67,1
25 - 29,NRW,0,49,30,0,44.990000000,2PLAY,44.990000000,44.990000000,RED INTERNET & PHONE CABLE U,0,0,49,0
50 - 54,KBW,2,16,263,8,47.980000000,2PLAY,47.980000000,47.980000000,GIGAZUHAUSE TREUE C,0,263,16,0
40 - 44,NRW,0,23,47,1,74.940000000,VF PREMIUM,84.940000000,37.980000000,VF RIP U-TREUE,0,47,23,0
35 - 39,HSN,0,48,30,0,44.980000000,SUPERWLAN,44.980000000,44.980000000,RED INTERNET & PHONE CABLE U,0,0,48,1
75 - 79,NRW,0,135,30,0,44.890000000,2PLAY,44.890000000,44.890000000,2PLAY PLUS,0,0,135,0
35 - 39,NRW,0,31,30,0,29.990000000,2PLAY,29.990000000,29.990000000,VF RIP U-TREUE,0,0,31,0
30 - 34,NRW,0,27,30,0,39.990000000,2PLAY,39.990000000,39.990000000,RED INTERNET & PHONE CABLE U,0,0,27,1
35 - 39,KBW,0,41,30,0,53.980000000,2PLAY,53.980000000,53.980000000,RED INTERNET & PHONE CABLE U,0,0,41,1
80 and over,KBW,0,158,30,0,28.740000000,2PLAY,28.740000000,28.740000000,2PLAY,0,0,158,1
35 - 39,NRW,0,68,30,0,29.980000000,N/A,29.980000000,29.980000000,VF RIP U-TREUE,0,0,44,1
50 - 54,NRW,0,16,692,22,47.300000000,SUPERWLAN,52.300000000,29.990000000,GIGAZUHAUSE TREUE C,0,243,16,0
35 - 39,NRW,0,36,30,0,44.980000000,2PLAY,44.980000000,44.980000000,VF CABLEMAX,0,0,36,0
18 - 24,KBW,0,21,97,3,44.980000000,2PLAY,44.980000000,44.980000000,VF CABLEMAX,0,97,21,1
25 - 29,KBW,0,20,144,4,39.980000000,SUPERWLAN,39.980000000,39.980000000,GIGAZUHAUSE KABEL,0,144,20,1
60 - 64,NRW,0,36,30,0,58.980000000,2PLAY,58.980000000,58.980000000,RED INTERNET & PHONE CABLE U,0,0,36,1
60 - 64,KBW,0,53,676,22,57.950000000,HD OPTION,67.930000000,49.970000000,VF CABLEMAX,0,0,53,1
55 - 59,KBW,0,158,30,0,34.990000000,N/A,34.990000000,32.990000000,VF RIP U-TREUE,0,0,33,0
not available,KBW,0,44,30,0,34.980000000,2PLAY,34.980000000,34.980000000,VF RIP U-TREUE,0,0,44,0
75 - 79,NRW,0,63,30,0,64.970000000,DIGITAL KABELANSCHLUSS,74.970000000,44.980000000,RED INTERNET & PHONE CABLE U,0,0,63,0
40 - 44,NRW,0,21,113,3,74.960000000,HD OPTION,84.960000000,44.980000000,VF CABLEMAX,0,113,21,0
45 - 49,NRW,0,54,536,17,49.970000000,HD OPTION,59.950000000,44.980000000,VF CABLEMAX,0,0,51,1
25 - 29,NRW,0,32,30,0,37.990000000,SUPERWLAN,37.990000000,37.990000000,VF RIP U-TREUE,0,0,32,1
30 - 34,KBW,0,78,30,0,39.990000000,2PLAY,39.990000000,39.990000000,VF RIP U-TREUE,0,0,78,1
75 - 79,KBW,0,58,30,0,39.990000000,2PLAY,39.990000000,39.990000000,VF RIP U-TREUE,0,0,58,1
45 - 49,NRW,0,50,30,0,42.990000000,N/A,42.990000000,42.990000000,GIGAZUHAUSE KABEL,0,0,50,0
65 - 69,HSN,0,313,30,0,65.870000000,ANALOG KABELANSCHLUSS,65.870000000,44.880000000,3PLAY,0,0,177,1
75 - 79,NRW,0,30,30,0,49.970000000,HD OPTION,49.970000000,34.980000000,VF RIP U-TREUE,0,0,30,1
45 - 49,NRW,0,18,698,22,44.960000000,HD OPTION,49.960000000,24.990000000,GIGAZUHAUSE TREUE C,0,205,18,0
40 - 44,HSN,0,35,30,0,59.980000000,2PLAY,59.980000000,59.980000000,RED INTERNET & PHONE CABLE U,0,0,35,1
70 - 74,KBW,0,21,106,3,74.950000000,HD OPTION,84.950000000,49.970000000,VF CABLEMAX,0,106,21,1
35 - 39,HSN,0,20,146,4,39.980000000,SUPERWLAN,39.980000000,39.980000000,GIGAZUHAUSE KABEL,0,146,14,1
55 - 59,NRW,0,163,30,0,35.860000000,2PLAY,35.860000000,35.860000000,2PLAY,0,0,163,0
45 - 49,NRW,0,77,30,0,39.990000000,SUPERWLAN,39.990000000,39.990000000,VF RIP U-TREUE,0,0,77,1
55 - 59,KBW,2,21,361,11,77.970000000,SUPERWLAN,77.970000000,62.980000000,GIGAZUHAUSE KABEL,24,361,13,1
55 - 59,NRW,0,26,675,22,49.970000000,DIGITAL KABELANSCHLUSS,62.960000000,49.970000000,VF CABLEMAX,0,0,26,0
50 - 54,KBW,0,58,30,0,32.950000000,2PLAY,32.950000000,32.950000000,RED INTERNET & PHONE CABLE U,0,0,58,1
80 and over,HSN,0,27,30,0,94.960000000,2PLAY,94.960000000,94.960000000,RED INTERNET & PHONE CABLE U,0,0,27,1
18 - 24,HSN,0,34,30,0,169.920000000,2PLAY,169.920000000,169.920000000,RED INTERNET & PHONE CABLE U,0,0,34,1
55 - 59,KBW,0,59,30,0,49.990000000,2PLAY,49.990000000,49.990000000,GIGAZUHAUSE KABEL,0,0,59,0
60 - 64,NRW,0,24,30,0,34.990000000,SUPERWLAN,34.990000000,34.990000000,RED INTERNET & PHONE CABLE U,0,14,24,1
35 - 39,NRW,3,24,29,0,44.980000000,2PLAY,44.980000000,44.980000000,VF CABLEMAX,1,29,24,1
50 - 54,NRW,0,50,30,0,52.960000000,2PLAY,52.960000000,52.960000000,VF CABLEMAX,0,0,50,0
60 - 64,HSN,0,197,30,0,73.340000000,N/A,73.340000000,47.990000000,GIGAZUHAUSE KABEL,0,0,55,1
30 - 34,KBW,0,47,30,0,29.990000000,2PLAY,29.990000000,29.990000000,VF RIP U-TREUE,0,0,47,0
60 - 64,NRW,0,96,30,0,14.990000000,N/A,22.980000000,14.990000000,RED INTERNET & PHONE CABLE U,0,0,96,0
45 - 49,NRW,0,24,30,0,39.990000000,SUPERWLAN,39.990000000,39.990000000,RED INTERNET & PHONE CABLE U,0,24,24,1
35 - 39,KBW,0,37,30,0,37.990000000,SUPERWLAN,37.990000000,37.990000000,VF RIP U-TREUE,0,0,37,0
40 - 44,KBW,0,164,30,0,58.130000000,DIGITAL KABELANSCHLUSS,58.130000000,37.770000000,RED INTERNET & PHONE CABLE U,0,0,164,0
60 - 64,NRW,0,39,103,3,52.970000000,HD OPTION,57.970000000,42.980000000,VF RIP U-TREUE,0,0,39,1
60 - 64,NRW,0,23,50,1,44.980000000,2PLAY,44.980000000,44.980000000,RED INTERNET & PHONE CABLE U,0,50,23,1
50 - 54,KBW,0,46,71,2,79.950000000,HD OPTION,89.950000000,49.970000000,VF CABLEMAX,0,0,46,0
18 - 24,NRW,0,70,30,0,24.990000000,1PLAY,24.990000000,24.990000000,INTERNET COMFORT,0,0,70,0
35 - 39,NRW,0,25,30,0,39.990000000,SUPERWLAN,39.990000000,39.990000000,RED INTERNET & PHONE CABLE U,0,0,19,1
45 - 49,NRW,0,51,30,0,39.990000000,N/A,39.990000000,39.990000000,VF RIP U-TREUE,0,0,51,1
65 - 69,KBW,0,133,30,0,50.940000000,DIGITAL KABELANSCHLUSS,50.940000000,29.950000000,2PLAY,0,0,133,0
35 - 39,KBW,1,21,103,3,44.970000000,N/A,49.970000000,49.970000000,VF CABLEMAX,14,103,21,0
35 - 39,NRW,0,22,63,2,79.940000000,VF PREMIUM,89.940000000,37.990000000,VF RIP U-TREUE,0,63,22,1
50 - 54,HSN,0,78,30,0,39.990000000,2PLAY,39.990000000,39.990000000,VF RIP U-TREUE,0,0,78,1
40 - 44,KBW,0,39,30,0,34.990000000,2PLAY,34.990000000,34.990000000,RED INTERNET & PHONE CABLE U,0,0,39,1
30 - 34,NRW,0,19,182,5,39.980000000,2PLAY,39.980000000,39.980000000,VF CABLEMAX,24,182,19,1
80 and over,NRW,0,131,30,0,54.400000000,TV START,54.400000000,48.420000000,3PLAY COMFORT,0,0,93,0
60 - 64,KBW,1,18,204,6,44.990000000,SUPERWLAN,44.990000000,44.990000000,GIGAZUHAUSE KABEL,15,204,18,1
50 - 54,NRW,0,17,213,7,49.970000000,VF PREMIUM,54.970000000,27.990000000,GIGAZUHAUSE TREUE B,0,213,17,1
50 - 54,NRW,0,104,30,0,42.970000000,2PLAY,42.970000000,42.970000000,RED INTERNET & PHONE CABLE U,0,0,104,0
45 - 49,KBW,0,16,253,8,50.970000000,2PLAY,50.970000000,50.970000000,GIGAZUHAUSE TREUE C,27,253,16,0
25 - 29,NRW,0,42,30,0,19.990000000,2PLAY,24.990000000,19.990000000,VF RIP U-TREUE,0,0,42,1
30 - 34,NRW,0,32,30,0,29.990000000,N/A,29.990000000,29.990000000,VF RIP U-TREUE,0,0,32,0
65 - 69,HSN,0,29,30,0,41.960000000,2PLAY,46.960000000,41.960000000,VF RIP U-TREUE,0,0,29,0
40 - 44,NRW,0,22,84,2,54.990000000,2PLAY,54.990000000,54.990000000,RED INTERNET & PHONE CABLE U,0,84,22,1
40 - 44,NRW,0,65,30,0,49.990000000,2PLAY,49.990000000,49.990000000,GIGAZUHAUSE KABEL,0,0,65,1
75 - 79,NRW,0,177,30,0,42.860000000,N/A,42.860000000,42.860000000,3PLAY,0,0,177,0
70 - 74,KBW,0,169,30,0,33.740000000,2PLAY,33.740000000,33.740000000,RED INTERNET & PHONE CABLE U,0,0,169,1
25 - 29,HSN,0,22,99,3,34.990000000,SUPERWLAN,34.990000000,34.990000000,RED INTERNET & PHONE CABLE U,0,99,21,1
35 - 39,HSN,0,14,308,10,39.980000000,2PLAY,39.980000000,39.980000000,VF CABLEMAX,0,308,14,0
30 - 34,NRW,0,51,30,0,29.990000000,N/A,29.990000000,29.990000000,INTERNET PREMIUM,0,0,51,1
50 - 54,NRW,0,53,30,0,44.980000000,2PLAY,44.980000000,44.980000000,VF CABLEMAX,0,0,53,0
55 - 59,NRW,0,50,30,0,44.980000000,2PLAY,44.980000000,44.980000000,VF CABLEMAX,0,0,50,1
60 - 64,HSN,0,30,30,0,39.990000000,2PLAY,39.990000000,39.990000000,RED INTERNET & PHONE CABLE U,0,0,30,1
60 - 64,NRW,1,46,30,0,49.970000000,N/A,49.970000000,49.970000000,VF CABLEMAX,0,0,46,0
45 - 49,NRW,0,79,30,0,19.990000000,2PLAY,19.990000000,19.990000000,EAZY,0,0,79,0
55 - 59,NRW,0,144,30,0,90.950000000,N/A,90.950000000,44.980000000,3PLAY START,0,0,73,0
60 - 64,NRW,0,32,30,0,42.980000000,2PLAY,42.980000000,42.980000000,VF RIP U-TREUE,0,0,32,0
35 - 39,KBW,0,15,282,9,39.980000000,2PLAY,39.980000000,39.980000000,GIGAZUHAUSE KABEL,0,282,15,0
30 - 34,KBW,0,5,597,19,27.110000000,SUPERWLAN,70.100000000,22.980000000,GIGAZUHAUSE KABEL,0,324,5,0
65 - 69,NRW,0,80,30,0,70.350000000,SUPERWLAN,80.330000000,49.990000000,RED INTERNET & PHONE CABLE U,0,0,80,0
60 - 64,KBW,0,118,30,0,43.950000000,3PLAY,43.950000000,43.950000000,3PLAY SMART,0,0,118,1
55 - 59,KBW,0,27,30,0,34.990000000,SUPERWLAN,34.990000000,34.990000000,RED INTERNET & PHONE CABLE U,0,0,27,1
35 - 39,HSN,0,16,264,8,75.940000000,VF PREMIUM,80.940000000,44.970000000,GIGAZUHAUSE KABEL,0,263,10,1
30 - 34,KBW,0,39,30,0,49.990000000,2PLAY,49.990000000,49.990000000,RED INTERNET & PHONE CABLE U,0,0,39,1
50 - 54,HSN,0,29,30,0,44.980000000,SUPERWLAN,44.980000000,44.980000000,VF CABLEMAX,0,0,29,1
30 - 34,KBW,0,30,30,0,63.970000000,2PLAY,63.970000000,63.970000000,RED INTERNET & PHONE CABLE U,0,0,30,1
65 - 69,NRW,0,57,123,4,59.970000000,SUPERWLAN,69.970000000,34.990000000,RED INTERNET & PHONE CABLE U,0,0,57,0
80 and over,KBW,0,211,207,6,84.340000000,SUPERWLAN,84.340000000,63.980000000,GIGAZUHAUSE KABEL,0,207,18,0
60 - 64,KBW,0,17,235,7,34.990000000,SUPERWLAN,34.990000000,34.990000000,GIGAZUHAUSE KABEL,0,235,17,1
45 - 49,HSN,1,53,30,0,131.960000000,N/A,131.960000000,131.960000000,VF RIP U-TREUE,0,0,53,0
50 - 54,NRW,0,85,30,0,9.980000000,1PLAY,9.980000000,9.980000000,HSI HZ BOX ONLY,0,0,85,0
35 - 39,NRW,0,80,30,0,39.990000000,2PLAY,39.990000000,39.990000000,VF RIP U-TREUE,0,0,80,1
25 - 29,NRW,0,21,118,3,63.980000000,SUPERWLAN,63.980000000,63.980000000,GIGAZUHAUSE KABEL,0,118,21,0
18 - 24,NRW,0,25,30,0,39.990000000,SUPERWLAN,39.990000000,39.990000000,RED INTERNET & PHONE CABLE U,0,0,25,1
80 and over,NRW,0,14,696,22,42.980000000,SUPERWLAN,57.960000000,27.990000000,GIGAZUHAUSE TREUE B,0,319,14,0
60 - 64,KBW,0,205,30,0,71.030000000,ANALOG KABELANSCHLUSS,71.030000000,50.670000000,2PLAY,0,0,147,1
35 - 39,NRW,2,20,151,4,39.980000000,SUPERWLAN,39.980000000,39.980000000,GIGAZUHAUSE KABEL,10,151,20,1
50 - 54,NRW,0,45,30,0,74.950000000,HD OPTION,84.950000000,49.970000000,VF CABLEMAX,0,0,45,0
40 - 44,NRW,0,94,30,0,29.990000000,N/A,29.990000000,29.990000000,INTERNET PREMIUM,0,0,94,0
50 - 54,NRW,0,42,30,0,44.980000000,2PLAY,44.980000000,44.980000000,VF CABLEMAX,0,0,42,1
30 - 34,NRW,0,15,287,9,52.980000000,SUPERWLAN,52.980000000,52.980000000,GIGAZUHAUSE KABEL,0,287,15,0
40 - 44,KBW,0,43,30,0,49.970000000,TV START,49.970000000,44.980000000,VF CABLEMAX,0,0,34,1
35 - 39,NRW,0,14,320,10,44.970000000,2PLAY,44.970000000,44.970000000,GIGAZUHAUSE KABEL,0,320,14,0
25 - 29,KBW,0,24,16,0,44.980000000,2PLAY,44.980000000,44.980000000,VF CABLEMAX,0,16,24,1
70 - 74,NRW,0,38,30,0,29.990000000,2PLAY,29.990000000,29.990000000,VF RIP U-TREUE,0,0,38,0
30 - 34,HSN,0,24,1,0,39.990000000,2PLAY,39.990000000,39.990000000,RED INTERNET & PHONE CABLE U,0,1,24,0
65 - 69,NRW,0,111,30,0,29.980000000,2PLAY,29.980000000,29.980000000,RED INTERNET & PHONE CABLE U,0,0,111,0
45 - 49,NRW,0,48,30,0,37.980000000,2PLAY,37.980000000,37.980000000,VF RIP U-TREUE,0,0,48,0
25 - 29,KBW,0,23,45,1,89.970000000,2PLAY,89.970000000,89.970000000,RED INTERNET & PHONE CABLE U,0,45,23,1
60 - 64,KBW,0,31,30,0,34.990000000,2PLAY,34.990000000,34.990000000,RED INTERNET & PHONE CABLE U,0,0,31,0
65 - 69,NRW,0,22,84,2,72.960000000,SUPERWLAN,82.960000000,42.980000000,VF RIP U-TREUE,0,84,22,0
40 - 44,KBW,0,19,178,5,49.980000000,2PLAY,49.980000000,49.980000000,GIGAZUHAUSE TREUE B,0,178,19,0
35 - 39,KBW,0,29,30,0,34.990000000,SUPERWLAN,34.990000000,34.990000000,RED INTERNET & PHONE CABLE U,0,0,29,1
30 - 34,NRW,0,102,30,0,69.410000000,DIGITAL KABELANSCHLUSS,69.410000000,48.420000000,3PLAY COMFORT,0,0,92,0
70 - 74,NRW,0,197,30,0,25.000000000,N/A,25.000000000,25.000000000,RED INTERNET & PHONE CABLE U,0,0,122,0
75 - 79,KBW,0,211,30,0,63.770000000,ANALOG KABELANSCHLUSS,63.770000000,42.780000000,2PLAY,0,0,188,1
50 - 54,NRW,0,34,30,0,44.980000000,SUPERWLAN,44.980000000,44.980000000,VF CABLEMAX,0,0,34,0
30 - 34,KBW,0,91,30,0,24.990000000,1PLAY,24.990000000,24.990000000,INTERNET COMFORT,0,0,91,1
25 - 29,HSN,0,40,30,0,169.920000000,2PLAY,169.920000000,169.920000000,RED INTERNET & PHONE CABLE U,0,0,40,0
30 - 34,NRW,0,111,30,0,34.980000000,2PLAY,34.980000000,34.980000000,GIGAZUHAUSE KABEL,0,0,111,0
30 - 34,HSN,1,27,30,0,39.990000000,SUPERWLAN,39.990000000,39.990000000,RED INTERNET & PHONE CABLE U,7,0,27,1
45 - 49,NRW,0,103,30,0,37.970000000,2PLAY,37.970000000,37.970000000,RED INTERNET & PHONE CABLE U,0,0,103,0
75 - 79,NRW,0,27,30,0,34.990000000,2PLAY,34.990000000,34.990000000,RED INTERNET & PHONE CABLE U,0,0,27,0
65 - 69,NRW,0,31,30,0,42.980000000,2PLAY,42.980000000,42.980000000,VF RIP U-TREUE,0,0,31,0
80 and over,NRW,0,40,30,0,44.980000000,2PLAY,44.980000000,44.980000000,RED INTERNET & PHONE CABLE U,0,0,40,0
55 - 59,NRW,3,24,14,0,29.990000000,2PLAY,29.990000000,29.990000000,VF RIP U-TREUE,18,14,24,0
40 - 44,KBW,0,32,30,0,39.990000000,SUPERWLAN,39.990000000,39.990000000,RED INTERNET & PHONE CABLE U,0,0,32,0
70 - 74,NRW,0,179,30,0,37.900000000,2PLAY,37.900000000,37.900000000,2PLAY,0,0,179,1
60 - 64,NRW,0,120,30,0,63.970000000,DIGITAL KABELANSCHLUSS,63.970000000,42.980000000,2PLAY PLUS,0,0,120,0
40 - 44,NRW,0,21,365,12,39.980000000,SUPERWLAN,39.980000000,39.980000000,GIGAZUHAUSE TREUE B,0,365,12,1
55 - 59,KBW,0,45,30,0,29.990000000,2PLAY,29.990000000,29.990000000,VF RIP U-TREUE,0,0,45,0
40 - 44,KBW,0,16,243,8,49.980000000,2PLAY,49.980000000,49.980000000,GIGAZUHAUSE TREUE B,0,243,16,1
40 - 44,HSN,0,23,30,0,39.990000000,2PLAY,39.990000000,39.990000000,RED INTERNET & PHONE CABLE U,0,0,23,1
35 - 39,NRW,0,19,169,5,22.990000000,2PLAY,22.990000000,22.990000000,EAZY,0,169,19,1
25 - 29,NRW,1,22,88,2,34.980000000,2PLAY,39.980000000,34.980000000,VF CABLEMAX,18,88,22,0
